Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,67.951749,[ 4 39] ; [98 24],[26.58181818 16.41818182] ; [75.41818182 46.58181818],1
v4,1,0.0,30.092016,[20 23] ; [106  15],[33.03658537  9.96341463] ; [92.96341463 28.03658537],1
p2,1,1e-06,24.145108,[ 9 33] ; [79 42],[22.67484663 19.32515337] ; [65.32515337 55.67484663],1
r2,1,3.4e-05,17.181547,[26 15] ; [110  11],[34.41975309  6.58024691] ; [101.58024691  19.41975309],1
s6,1,0.000202,13.811457,[ 8 35] ; [62 59],[18.35365854 24.64634146] ; [51.64634146 69.35365854],1
a7,1,0.000276,13.223525,[18 25] ; [88 33],[27.79268293 15.20731707] ; [78.20731707 42.79268293],1
b5,1,0.000313,12.98969,[17 26] ; [86 36],[26.84242424 16.15757576] ; [76.15757576 45.84242424],1
r1,1,0.000448,12.320101,[16 27] ; [82 39],[25.69512195 17.30487805] ; [72.30487805 48.69512195],1
v2,1,0.000599,11.778505,[ 6 36] ; [51 65],[15.15189873 26.84810127] ; [41.84810127 74.15189873],1
a1,1,0.000659,11.600376,[ 9 34] ; [  5 117],[ 3.64848485 39.35151515] ; [ 10.35151515 111.64848485],1
p4,1,0.001178,10.52395,[ 6 36] ; [50 69],[14.60869565 27.39130435] ; [41.39130435 77.60869565],0
d4,1,0.00123,10.444199,[23 20] ; [95 25],[31.12883436 11.87116564] ; [86.87116564 33.12883436],0
p9,1,0.001592,9.969392,[11 29] ; [66 51],[19.61783439 20.38216561] ; [57.38216561 59.61783439],0
d3,1,0.002517,9.128121,[18 25] ; [81 38],[26.27777778 16.72222222] ; [72.72222222 46.27777778],0
s2,1,0.002564,9.094475,[ 5 38] ; [44 78],[12.76969697 30.23030303] ; [36.23030303 85.76969697],0
n6,1,0.003665,8.442638,[16 27] ; [76 45],[24.12195122 18.87804878] ; [67.87804878 53.12195122],0
p7,1,0.005646,7.660044,[10 31] ; [59 61],[17.57142857 23.42857143] ; [51.42857143 68.57142857],0
s3,1,0.006017,7.545278,[ 9 32] ; [56 65],[16.45061728 24.54938272] ; [48.54938272 72.45061728],0
d5,1,0.0121,6.2962,[23 20] ; [89 31],[29.54601227 13.45398773] ; [82.45398773 37.54601227],0
s7,1,0.012194,6.2824,[ 3 36] ; [31 84],[ 8.61038961 30.38961039] ; [25.38961039 89.61038961],0
