Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.011194,6.434313,[ 34 205] ; [2 1],[ 35.55371901 203.44628099] ; [0.44628099 2.55371901],0
a1,1,0.0127,6.210376,[ 17 239] ; [2 4],[ 18.5648855 237.4351145] ; [0.4351145 5.5648855],0
b2,1,0.016393,5.760195,[ 57 105] ; [5 1],[ 59.78571429 102.21428571] ; [2.21428571 3.78571429],0
b3,1,0.016393,5.760195,[ 57 105] ; [5 1],[ 59.78571429 102.21428571] ; [2.21428571 3.78571429],0
s8,1,0.075259,3.164422,[118 135] ; [5 1],[120.15057915 132.84942085] ; [2.84942085 3.15057915],0
s7,1,0.084813,2.970169,[116 127] ; [5 1],[118.08433735 124.91566265] ; [2.91566265 3.08433735],0
d2,1,0.098531,2.729167,[126 130] ; [5 1],[128. 128.] ; [3. 3.],0
p5,1,0.116739,2.460541,[ 37 216] ; [2 3],[ 38.24418605 214.75581395] ; [0.75581395 4.24418605],0
a2,1,0.140243,2.175289,[ 61 195] ; [3 3],[ 62.53435115 193.46564885] ; [1.46564885 4.53435115],0
d1,1,0.179664,1.800398,[143 113] ; [5 1],[144.61068702 111.38931298] ; [3.38931298 2.61068702],0
s3,1,0.196627,1.667251,[143 108] ; [5 1],[144.54474708 106.45525292] ; [3.45525292 2.54474708],0
u1,1,0.257597,1.281624,[ 41 215] ; [2 4],[ 42.01526718 213.98473282] ; [0.98473282 5.01526718],0
p4,1,0.323316,0.975487,[162  92] ; [5 1],[163.14615385  90.85384615] ; [3.85384615 2.14615385],0
p12,1,0.34802,0.880664,[ 17 234] ; [1 5],[ 17.57976654 233.42023346] ; [0.42023346 5.57976654],0
a4,1,0.371948,0.797148,[123 132] ; [4 2],[124.08045977 130.91954023] ; [2.91954023 3.08045977],0
s2,1,0.403325,0.698389,[125 128] ; [4 2],[126.01158301 126.98841699] ; [2.98841699 3.01158301],0
p7,1,0.540018,0.375506,[180  70] ; [5 1],[180.6640625  69.3359375] ; [4.3359375 1.6640625],0
b5,1,0.55991,0.339861,[140 116] ; [4 2],[140.70229008 115.29770992] ; [3.29770992 2.70229008],0
p3,1,0.66042,0.193014,[146 107] ; [4 2],[146.52509653 106.47490347] ; [3.47490347 2.52509653],0
b4,1,0.664008,0.188691,[148 108] ; [4 2],[148.51908397 107.48091603] ; [3.48091603 2.51908397],0
d5,1,0.694592,0.154159,[195  60] ; [5 1],[195.40229885  59.59770115] ; [4.59770115 1.40229885],0
p6,1,0.701254,0.14717,[105 144] ; [3 3],[105.45882353 143.54117647] ; [2.54117647 3.45882353],0
p8,1,0.727216,0.121684,[149 101] ; [4 2],[149.4140625 100.5859375] ; [3.5859375 2.4140625],0
r1,1,0.772496,0.083585,[200  55] ; [5 1],[200.28735632  54.71264368] ; [4.71264368 1.28735632],0
a7,1,0.889883,0.019169,[163  92] ; [4 2],[163.16091954  91.83908046] ; [3.83908046 2.16091954],0
n4,1,0.897069,0.016735,[208  48] ; [5 1],[208.1221374  47.8778626] ; [4.8778626 1.1221374],0
a6,1,0.920844,0.009875,[165  90] ; [4 2],[165.11494253  89.88505747] ; [3.88505747 2.11494253],0
s5,1,0.932628,0.007147,[ 78 168] ; [2 4],[ 78.0952381 167.9047619] ; [1.9047619 4.0952381],0
