Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2.3e-05,17.909536,[30 55] ; [45 19],[42.7852349 42.2147651] ; [32.2147651 31.7852349],1
a8,1,0.001529,10.043526,[ 2 77] ; [11 49],[ 7.38848921 71.61151079] ; [ 5.61151079 54.38848921],0
p1,1,0.027986,4.82896,[ 9 75] ; [ 1 63],[ 5.67567568 78.32432432] ; [ 4.32432432 59.67567568],0
p3,1,0.02918,4.756947,[37 46] ; [17 46],[30.69863014 52.30136986] ; [23.30136986 39.69863014],0
p7,1,0.033764,4.506602,[38 44] ; [38 21],[44.19858156 37.80141844] ; [31.80141844 27.19858156],0
p9,1,0.033779,4.505877,[52 31] ; [49 13],[57.8137931 25.1862069] ; [43.1862069 18.8137931],0
u3,1,0.056159,3.647339,[28  5] ; [11  7],[25.23529412  7.76470588] ; [13.76470588  4.23529412],0
n2,1,0.064523,3.417142,[18 10] ; [20  3],[20.8627451  7.1372549] ; [17.1372549  5.8627451],0
v2,1,0.068238,3.324903,[32 46] ; [34 26],[37.30434783 40.69565217] ; [28.69565217 31.30434783],0
p6,1,0.111373,2.534624,[15 66] ; [18 42],[18.95744681 62.04255319] ; [14.04255319 45.95744681],0
d4,1,0.114404,2.492311,[70 15] ; [45 18],[66.0472973 18.9527027] ; [48.9527027 14.0472973],0
a3,1,0.132233,2.266091,[51 34] ; [46 18],[55.33557047 29.66442953] ; [41.66442953 22.33557047],0
p11,1,0.166008,1.918626,[49 36] ; [44 20],[53.05369128 31.94630872] ; [39.94630872 24.05369128],0
a1,1,0.184259,1.762933,[ 5 80] ; [ 1 63],[ 3.42281879 81.57718121] ; [ 2.57718121 61.42281879],0
d3,1,0.220773,1.49934,[59 26] ; [37 25],[55.51020408 29.48979592] ; [40.48979592 21.51020408],0
p10,1,0.227467,1.456633,[49 34] ; [42 19],[52.45138889 30.54861111] ; [38.54861111 22.45138889],0
s6,1,0.256883,1.285478,[42 42] ; [38 26],[45.40540541 38.59459459] ; [34.59459459 29.40540541],0
d1,1,0.309124,1.034415,[43 42] ; [27 37],[39.93288591 45.06711409] ; [30.06711409 33.93288591],0
r1,1,0.329458,0.951028,[65 19] ; [45 19],[62.43243243 21.56756757] ; [47.56756757 16.43243243],0
b1,1,0.332495,0.939155,[41 44] ; [36 28],[43.9261745 41.0738255] ; [33.0738255 30.9261745],0
v1,1,0.369117,0.806635,[35 49] ; [30 31],[37.65517241 46.34482759] ; [27.34482759 33.65517241],0
r4,1,0.382931,0.761273,[70 15] ; [49 15],[67.88590604 17.11409396] ; [51.11409396 12.88590604],0
b4,1,0.401357,0.704258,[51 34] ; [34 30],[48.48993289 36.51006711] ; [36.51006711 27.48993289],0
n3,1,0.413686,0.668182,[18  9] ; [17  5],[19.28571429  7.71428571] ; [15.71428571  6.28571429],0
n1,1,0.441361,0.592742,[ 9 19] ; [ 9 12],[10.28571429 17.71428571] ; [ 7.71428571 13.28571429],0
p5,1,0.443657,0.586805,[ 3 80] ; [ 4 59],[ 3.97945205 79.02054795] ; [ 3.02054795 59.97945205],0
