Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,49.125302,[72 44] ; [ 83 239],[41.05022831 74.94977169] ; [113.94977169 208.05022831],1
s3,1,0.0,30.031912,[74 40] ; [113 207],[49.11981567 64.88018433] ; [137.88018433 182.11981567],1
s6,1,0.0,27.880646,[86 27] ; [150 167],[62.01860465 50.98139535] ; [173.98139535 143.01860465],1
p3,1,0.000319,12.953745,[65 50] ; [121 204],[48.61363636 66.38636364] ; [137.38636364 187.61363636],1
a3,1,0.000522,12.034547,[90 25] ; [196 129],[74.75 40.25] ; [211.25 113.75],1
p4,1,0.000559,11.90627,[78 38] ; [156 165],[62.11441648 53.88558352] ; [171.88558352 149.11441648],1
s5,1,0.000612,11.738591,[43 70] ; [ 68 247],[29.30607477 83.69392523] ; [ 81.69392523 233.30607477],1
p6,1,0.000959,10.905176,[47 67] ; [ 79 239],[33.25 80.75] ; [ 92.75 225.25],1
n4,1,0.002889,8.876448,[96 20] ; [222 103],[83.6462585 32.3537415] ; [234.3537415  90.6462585],0
d2,1,0.00333,8.617482,[61 54] ; [121 203],[47.67653759 67.32346241] ; [134.32346241 189.67653759],0
a2,1,0.00496,7.894073,[35 81] ; [ 58 268],[24.40723982 91.59276018] ; [ 68.59276018 257.40723982],0
u1,1,0.009185,6.786436,[24 92] ; [ 36 290],[ 15.74660633 100.25339367] ; [ 44.25339367 281.74660633],0
s1,1,0.010477,6.552004,[  7 107] ; [  5 315],[  3.15207373 110.84792627] ; [  8.84792627 311.15207373],0
p2,1,0.023223,5.151779,[103  13] ; [257  67],[94.90909091 21.09090909] ; [265.09090909  58.90909091],0
s4,1,0.026215,4.941772,[25 91] ; [ 41 277],[17.640553 98.359447] ; [ 48.359447 269.640553],0
p7,1,0.029599,4.732457,[76 36] ; [179 140],[66.26450116 45.73549884] ; [188.73549884 130.26450116],0
a4,1,0.037353,4.334239,[58 58] ; [126 198],[48.50909091 67.49090909] ; [135.49090909 188.50909091],0
d3,1,0.045365,4.00503,[87 28] ; [213 112],[78.40909091 36.59090909] ; [221.59090909 103.40909091],0
a8,1,0.07051,3.271096,[18 85] ; [ 32 268],[12.77915633 90.22084367] ; [ 37.22084367 262.77915633],0
v3,1,0.087449,2.920708,[44 68] ; [ 95 217],[36.71698113 75.28301887] ; [102.28301887 209.71698113],0
b5,1,0.088898,2.894215,[64 52] ; [209 117],[71.64705882 44.35294118] ; [201.35294118 124.64705882],0
a5,1,0.10422,2.639751,[86 30] ; [215 111],[78.99547511 37.00452489] ; [222.00452489 103.99547511],0
a6,1,0.104543,2.634831,[74 41] ; [236  90],[80.83900227 34.16099773] ; [229.16099773  96.83900227],0
d1,1,0.121246,2.401153,[67 49] ; [161 165],[59.83710407 56.16289593] ; [168.16289593 157.83710407],0
a1,1,0.151072,2.061394,[  6 110] ; [  8 318],[  3.67420814 112.32579186] ; [ 10.32579186 315.67420814],0
r2,1,0.18792,1.733853,[115   1] ; [314  10],[113.1   2.9] ; [315.9   8.1],0
p9,1,0.217781,1.518933,[95 18] ; [251  68],[90.50462963 22.49537037] ; [255.49537037  63.50462963],0
p5,1,0.218566,1.513762,[ 12 104] ; [ 22 302],[  8.96363636 107.03636364] ; [ 25.03636364 298.96363636],0
r1,1,0.220776,1.499321,[100  16] ; [263  61],[95.7 20.3] ; [267.3  56.7],0
p10,1,0.226649,1.461769,[92 23] ; [238  82],[87.24137931 27.75862069] ; [242.75862069  77.24137931],0
d5,1,0.314006,1.01375,[93 22] ; [248  77],[89.125 25.875] ; [251.875  73.125],0
d4,1,0.314947,1.009815,[96 19] ; [258  68],[92.31292517 22.68707483] ; [261.68707483  64.31292517],0
n1,1,0.31802,0.997071,[10 12] ; [25 49],[ 8.02083333 13.97916667] ; [26.97916667 47.02083333],0
p1,1,0.344748,0.892693,[ 11 105] ; [ 22 302],[  8.7 107.3] ; [ 24.3 299.7],0
u3,1,0.35161,0.867638,[17  9] ; [71 57],[14.85714286 11.14285714] ; [73.14285714 54.85714286],0
n5,1,0.35459,0.856965,[84 31] ; [221 102],[80.07990868 34.92009132] ; [224.92009132  98.07990868],0
p8,1,0.395575,0.721735,[58 56] ; [148 172],[54.11059908 59.88940092] ; [151.88940092 168.11059908],0
a7,1,0.463282,0.537954,[90 26] ; [241  84],[87.06575964 28.93424036] ; [243.93424036  81.06575964],0
b2,1,0.463789,0.536734,[26 49] ; [ 50 117],[23.55371901 51.44628099] ; [ 52.44628099 114.55371901],0
b3,1,0.463789,0.536734,[26 49] ; [ 50 117],[23.55371901 51.44628099] ; [ 52.44628099 114.55371901],0
u2,1,0.474346,0.511834,[15 11] ; [64 64],[13.33766234 12.66233766] ; [65.66233766 62.33766234],0
b1,1,0.479243,0.500586,[43 73] ; [109 217],[39.89140271 76.10859729] ; [112.10859729 213.89140271],0
n6,1,0.512501,0.428957,[98 18] ; [265  59],[95.7 20.3] ; [267.3  56.7],0
p11,1,0.552827,0.352276,[88 28] ; [256  70],[90.28054299 25.71945701] ; [253.71945701  72.28054299],0
v2,1,0.582499,0.302213,[63 51] ; [162 148],[60.49528302 53.50471698] ; [164.50471698 145.49528302],0
r3,1,0.597072,0.279435,[114   1] ; [321   5],[113.43537415   1.56462585] ; [321.56462585   4.43537415],0
n3,1,0.673038,0.178069,[17  5] ; [61 14],[17.69072165  4.30927835] ; [60.30927835 14.69072165],0
b4,1,0.705406,0.14291,[71 45] ; [193 133],[69.28506787 46.71493213] ; [194.71493213 131.28506787],0
n2,1,0.850134,0.035701,[18  4] ; [60 15],[17.69072165  4.30927835] ; [60.30927835 14.69072165],0
