Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.001314,10.3223,[ 8 32] ; [5 1],[11.30434783 28.69565217] ; [1.69565217 4.30434783],0
s1,1,0.009708,6.687674,[ 4 37] ; [3 3],[ 6.10638298 34.89361702] ; [0.89361702 5.10638298],0
p3,1,0.021371,5.296318,[ 5 36] ; [3 3],[ 6.9787234 34.0212766] ; [1.0212766 4.9787234],0
p2,1,0.038603,4.278274,[10 30] ; [4 2],[12.17391304 27.82608696] ; [1.82608696 4.17391304],0
r1,1,0.050562,3.82273,[11 30] ; [4 2],[13.08510638 27.91489362] ; [1.91489362 4.08510638],0
p6,1,0.118642,2.435152,[ 1 38] ; [1 5],[ 1.73333333 37.26666667] ; [0.26666667 5.73333333],0
r3,1,0.267772,1.228127,[17 23] ; [4 2],[18.26086957 21.73913043] ; [2.73913043 3.26086957],0
u1,1,0.269898,1.217264,[ 2 39] ; [1 5],[ 2.61702128 38.38297872] ; [0.38297872 5.61702128],0
n6,1,0.277006,1.181723,[14 26] ; [3 2],[15.11111111 24.88888889] ; [1.88888889 3.11111111],0
a4,1,0.317731,0.998264,[15 25] ; [1 5],[13.91304348 26.08695652] ; [2.08695652 3.91304348],0
u2,1,0.334756,0.930411,[ 2 15] ; [1 2],[ 2.55 14.45] ; [0.45 2.55],0
p10,1,0.401318,0.704375,[13 27] ; [3 3],[13.91304348 26.08695652] ; [2.08695652 3.91304348],0
r2,1,0.52111,0.411696,[20 18] ; [4 2],[20.72727273 17.27272727] ; [3.27272727 2.72727273],0
b4,1,0.527821,0.398584,[26 15] ; [3 3],[25.29787234 15.70212766] ; [3.70212766 2.29787234],0
n5,1,0.527821,0.398584,[26 15] ; [3 3],[25.29787234 15.70212766] ; [3.70212766 2.29787234],0
v1,1,0.561835,0.336537,[ 9 31] ; [2 4],[ 9.56521739 30.43478261] ; [1.43478261 4.56521739],0
d2,1,0.590879,0.288974,[18 22] ; [2 4],[17.39130435 22.60869565] ; [2.60869565 3.39130435],0
s4,1,0.608114,0.262931,[ 4 37] ; [1 5],[ 4.36170213 36.63829787] ; [0.63829787 5.36170213],0
d3,1,0.608883,0.261805,[16 25] ; [3 3],[16.57446809 24.42553191] ; [2.42553191 3.57446809],0
b5,1,0.624803,0.239175,[18 23] ; [2 4],[17.44680851 23.55319149] ; [2.55319149 3.44680851],0
p7,1,0.63891,0.22017,[10 31] ; [2 4],[10.46808511 30.53191489] ; [1.53191489 4.46808511],0
a3,1,0.642718,0.215205,[24 16] ; [3 3],[23.47826087 16.52173913] ; [3.52173913 2.47826087],0
p9,1,0.678627,0.171675,[16 23] ; [3 3],[16.46666667 22.53333333] ; [2.53333333 3.46666667],0
b1,1,0.692838,0.15603,[24 17] ; [3 3],[23.55319149 17.44680851] ; [3.44680851 2.55319149],0
v3,1,0.759183,0.093975,[ 5 36] ; [1 5],[ 5.23404255 35.76595745] ; [0.76595745 5.23404255],0
p8,1,0.777486,0.079861,[ 5 35] ; [1 5],[ 5.2173913 34.7826087] ; [0.7826087 5.2173913],0
p11,1,0.788823,0.071738,[16 25] ; [2 4],[15.70212766 25.29787234] ; [2.29787234 3.70212766],0
s7,1,0.790513,0.070567,[ 6 33] ; [1 4],[ 6.20454545 32.79545455] ; [0.79545455 4.20454545],0
b2,1,0.811135,0.057103,[12 17] ; [1 1],[12.16129032 16.83870968] ; [0.83870968 1.16129032],0
b3,1,0.811135,0.057103,[12 17] ; [1 1],[12.16129032 16.83870968] ; [0.83870968 1.16129032],0
v2,1,0.847798,0.036837,[ 8 32] ; [1 5],[ 7.82608696 32.17391304] ; [1.17391304 4.82608696],0
n1,1,0.854632,0.033566,[11  9] ; [2 2],[10.83333333  9.16666667] ; [2.16666667 1.83333333],0
d5,1,0.866786,0.028137,[22 19] ; [3 3],[21.80851064 19.19148936] ; [3.19148936 2.80851064],0
a7,1,0.866786,0.028137,[19 22] ; [3 3],[19.19148936 21.80851064] ; [2.80851064 3.19148936],0
a6,1,0.866786,0.028137,[19 22] ; [3 3],[19.19148936 21.80851064] ; [2.80851064 3.19148936],0
d4,1,0.876947,0.023976,[26 15] ; [4 2],[26.17021277 14.82978723] ; [3.82978723 2.17021277],0
a1,1,0.896085,0.017059,[ 6 35] ; [1 5],[ 6.10638298 34.89361702] ; [0.89361702 5.10638298],0
n3,1,0.923708,0.009171,[ 9 10] ; [2 2],[9.08695652 9.91304348] ; [1.91304348 2.08695652],0
n4,1,0.936394,0.006369,[28 13] ; [4 2],[27.91489362 13.08510638] ; [4.08510638 1.91489362],0
a5,1,0.955491,0.003115,[21 20] ; [3 3],[20.93617021 20.06382979] ; [3.06382979 2.93617021],0
d1,1,0.968689,0.001541,[14 27] ; [2 4],[13.95744681 27.04255319] ; [2.04255319 3.95744681],0
p4,1,0.980258,0.000612,[ 7 34] ; [1 5],[ 6.9787234 34.0212766] ; [1.0212766 4.9787234],0
r4,1,0.980258,0.000612,[ 7 34] ; [1 5],[ 6.9787234 34.0212766] ; [1.0212766 4.9787234],0
n2,1,1.0,0.0,[10 10] ; [2 2],[10. 10.] ; [2. 2.],0
