Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.179712,1.8,[1 1] ; [14  2],[1.66666667 0.33333333] ; [13.33333333  2.66666667],0
p12,1,0.201352,1.63254,[1 1] ; [ 2 13],[0.35294118 1.64705882] ; [ 2.64705882 12.35294118],0
a3,1,0.45675,0.553846,[1 1] ; [12  4],[1.44444444 0.55555556] ; [11.55555556  4.44444444],0
v2,1,0.496329,0.462778,[1 1] ; [11  4],[1.41176471 0.58823529] ; [10.58823529  4.41176471],0
a6,1,0.595883,0.28125,[1 1] ; [11  5],[1.33333333 0.66666667] ; [10.66666667  5.33333333],0
d3,1,0.595883,0.28125,[1 1] ; [11  5],[1.33333333 0.66666667] ; [10.66666667  5.33333333],0
r1,1,0.595883,0.28125,[1 1] ; [11  5],[1.33333333 0.66666667] ; [10.66666667  5.33333333],0
p3,1,0.595883,0.28125,[1 1] ; [11  5],[1.33333333 0.66666667] ; [10.66666667  5.33333333],0
r4,1,0.73244,0.116883,[1 1] ; [10  6],[1.22222222 0.77777778] ; [9.77777778 6.22222222],0
p8,1,0.73244,0.116883,[1 1] ; [10  6],[1.22222222 0.77777778] ; [9.77777778 6.22222222],0
v3,1,0.787221,0.072857,[1 1] ; [9 6],[1.17647059 0.82352941] ; [8.82352941 6.17647059],0
b1,1,0.866815,0.028125,[1 1] ; [7 9],[0.88888889 1.11111111] ; [7.11111111 8.88888889],0
d2,1,0.866815,0.028125,[1 1] ; [9 7],[1.11111111 0.88888889] ; [8.88888889 7.11111111],0
