Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,53.549384,[68 26] ; [ 76 185],[38.12957746 55.87042254] ; [105.87042254 155.12957746],1
n4,1,0.000772,11.30709,[83 15] ; [179  89],[70.15300546 27.84699454] ; [191.84699454  76.15300546],1
n5,1,0.00138,10.232553,[78 20] ; [163 101],[65.24309392 32.75690608] ; [175.75690608  88.24309392],0
p12,1,0.002118,9.444577,[10 87] ; [  7 260],[ 4.53021978 92.46978022] ; [ 12.46978022 254.53021978],0
a3,1,0.005808,7.608845,[74 23] ; [162 105],[62.89010989 34.10989011] ; [173.10989011  93.89010989],0
s8,1,0.00729,7.200134,[40 57] ; [ 71 196],[29.57967033 67.42032967] ; [ 81.42032967 185.57967033],0
n2,1,0.015695,5.836677,[20  3] ; [56 37],[15.06896552  7.93103448] ; [60.93103448 32.06896552],0
r1,1,0.016475,5.751458,[79 19] ; [181  86],[69.80821918 28.19178082] ; [190.19178082  76.80821918],0
a5,1,0.021331,5.299504,[73 24] ; [167 101],[63.78082192 33.21917808] ; [176.21917808  91.78082192],0
s2,1,0.024743,5.041789,[44 53] ; [ 87 180],[34.90934066 62.09065934] ; [ 96.09065934 170.90934066],0
p10,1,0.045023,4.017773,[74 22] ; [175  90],[66.21606648 29.78393352] ; [182.78393352  82.21606648],0
s7,1,0.047149,3.940071,[40 49] ; [ 85 171],[32.24637681 56.75362319] ; [ 92.75362319 163.24637681],0
s6,1,0.05653,3.636364,[56 40] ; [124 140],[48. 48.] ; [132. 132.],0
v4,1,0.059176,3.560335,[90  7] ; [227  39],[84.70798898 12.29201102] ; [232.29201102  33.70798898],0
a2,1,0.073781,3.19684,[25 73] ; [ 46 222],[19.01092896 78.98907104] ; [ 51.98907104 216.01092896],0
r3,1,0.08185,3.027775,[90  6] ; [233  34],[85.4214876 10.5785124] ; [237.5785124  29.4214876],0
p3,1,0.089502,2.883311,[44 53] ; [ 95 172],[37.04120879 59.95879121] ; [101.95879121 165.04120879],0
u1,1,0.09071,2.861724,[18 80] ; [ 31 237],[13.12021858 84.87978142] ; [ 35.87978142 232.12021858],0
r2,1,0.095069,2.786375,[90  7] ; [228  36],[85.44598338 11.55401662] ; [232.55401662  31.44598338],0
b2,1,0.118192,2.441114,[27 37] ; [ 46 102],[22.03773585 41.96226415] ; [50.96226415 97.03773585],0
b3,1,0.118192,2.441114,[27 37] ; [ 46 102],[22.03773585 41.96226415] ; [50.96226415 97.03773585],0
b1,1,0.120288,2.41357,[35 63] ; [120 148],[41.50273224 56.49726776] ; [113.49726776 154.50273224],0
b4,1,0.149805,2.074239,[62 36] ; [147 121],[55.96174863 42.03825137] ; [153.03825137 114.96174863],0
n6,1,0.17199,1.865513,[81 17] ; [202  64],[76.19230769 21.80769231] ; [206.80769231  59.19230769],0
n3,1,0.176289,1.828631,[17  5] ; [57 35],[14.28070175  7.71929825] ; [59.71929825 32.28070175],0
a7,1,0.193865,1.688,[71 25] ; [179  89],[65.93406593 30.06593407] ; [184.06593407  83.93406593],0
p9,1,0.200366,1.639703,[74 22] ; [184  78],[69.18435754 26.81564246] ; [188.81564246  73.18435754],0
a4,1,0.217945,1.517849,[44 53] ; [102 165],[38.90659341 58.09340659] ; [107.09340659 159.90659341],0
a1,1,0.22759,1.455862,[ 8 90] ; [ 13 255],[ 5.62295082 92.37704918] ; [ 15.37704918 252.62295082],0
r4,1,0.231143,1.433811,[83 15] ; [212  56],[78.98907104 19.01092896] ; [216.01092896  51.98907104],0
s3,1,0.236404,1.401913,[48 46] ; [117 149],[43.08333333 50.91666667] ; [121.91666667 144.08333333],0
p5,1,0.244697,1.353327,[11 86] ; [ 20 247],[ 8.26098901 88.73901099] ; [ 22.73901099 244.26098901],0
d2,1,0.289315,1.122805,[48 49] ; [115 151],[43.55647383 53.44352617] ; [119.44352617 146.55647383],0
d1,1,0.321702,0.982013,[54 44] ; [132 136],[49.80327869 48.19672131] ; [136.19672131 131.80327869],0
u3,1,0.342946,0.899388,[12 11] ; [43 61],[ 9.96062992 13.03937008] ; [45.03937008 58.96062992],0
s5,1,0.387927,0.745429,[24 70] ; [ 56 208],[21.00558659 72.99441341] ; [ 58.99441341 205.00558659],0
p8,1,0.428944,0.625681,[44 50] ; [112 154],[40.73333333 53.26666667] ; [115.26666667 150.73333333],0
a6,1,0.453837,0.561051,[66 31] ; [171  97],[62.98356164 34.01643836] ; [174.01643836  93.98356164],0
p11,1,0.491551,0.47313,[72 26] ; [187  81],[69.34972678 28.65027322] ; [189.65027322  78.34972678],0
p1,1,0.499801,0.455359,[ 9 88] ; [ 19 247],[ 7.48209366 89.51790634] ; [ 20.51790634 245.48209366],0
s1,1,0.527965,0.398306,[ 2 94] ; [  9 258],[ 2.90909091 93.09090909] ; [  8.09090909 258.90909091],0
d5,1,0.565132,0.330896,[76 22] ; [200  68],[73.90163934 24.09836066] ; [202.09836066  65.90163934],0
p7,1,0.608139,0.262894,[54 41] ; [142 122],[51.86629526 43.13370474] ; [144.13370474 119.86629526],0
d3,1,0.618427,0.248084,[62 35] ; [163 104],[59.95879121 37.04120879] ; [165.04120879 101.95879121],0
p6,1,0.623561,0.240895,[26 69] ; [ 66 200],[24.21052632 70.78947368] ; [ 67.78947368 198.21052632],0
p4,1,0.676937,0.173594,[46 48] ; [124 143],[44.26592798 49.73407202] ; [125.73407202 141.26592798],0
d4,1,0.677612,0.172826,[75 21] ; [203  64],[73.52066116 22.47933884] ; [204.47933884  62.52066116],0
b5,1,0.809728,0.057974,[52 46] ; [146 122],[53.01639344 44.98360656] ; [144.98360656 123.01639344],0
u2,1,0.810842,0.057284,[11 13] ; [50 53],[11.52755906 12.47244094] ; [49.47244094 53.52755906],0
p2,1,0.869193,0.027121,[70 27] ; [195  72],[70.61813187 26.38186813] ; [194.38186813  72.61813187],0
n1,1,0.895333,0.017308,[ 7 13] ; [34 59],[ 7.25663717 12.74336283] ; [33.74336283 59.25663717],0
a8,1,0.913953,0.011676,[11 76] ; [ 33 219],[11.2920354 75.7079646] ; [ 32.7079646 219.2920354],0
