Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,43.322038,[20 32] ; [230  52],[38.92215569 13.07784431] ; [211.07784431  70.92215569],1
s2,1,0.0,35.018863,[20 32] ; [222  61],[37.5641791 14.4358209] ; [204.4358209  78.5641791],1
s7,1,1.9e-05,18.269018,[27 24] ; [221  53],[38.91692308 12.08307692] ; [209.08307692  64.91692308],1
s5,1,0.001058,10.723206,[12 39] ; [132 141],[22.66666667 28.33333333] ; [121.33333333 151.66666667],0
v3,1,0.006252,7.476255,[34 18] ; [123 152],[24.96636086 27.03363914] ; [132.03363914 142.96636086],0
s4,1,0.022934,5.17351,[ 4 50] ; [ 58 225],[ 9.9347181 44.0652819] ; [ 52.0652819 230.9347181],0
b2,1,0.039117,4.255791,[24 16] ; [ 77 106],[18.11659193 21.88340807] ; [ 82.88340807 100.11659193],0
b3,1,0.039117,4.255791,[24 16] ; [ 77 106],[18.11659193 21.88340807] ; [ 82.88340807 100.11659193],0
d5,1,0.044175,4.049862,[41 13] ; [246  38],[45.85207101  8.14792899] ; [241.14792899  42.85207101],0
v2,1,0.047687,3.920968,[39 14] ; [162 112],[32.57798165 20.42201835] ; [168.42201835 105.57798165],0
p10,1,0.048838,3.88092,[43 10] ; [254  27],[47.12874251  5.87125749] ; [249.87125749  31.12874251],0
r3,1,0.093455,2.813835,[50  4] ; [277   8],[52.08849558  1.91150442] ; [274.91150442  10.08849558],0
r1,1,0.095696,2.775852,[42 12] ; [245  38],[45.98813056  8.01186944] ; [241.01186944  41.98813056],0
p4,1,0.139455,2.183962,[34 20] ; [207  77],[38.50295858 15.49704142] ; [202.49704142  81.50295858],0
p11,1,0.183441,1.769522,[48  6] ; [232  53],[44.60176991  9.39823009] ; [235.39823009  49.60176991],0
n5,1,0.19419,1.685539,[39 14] ; [231  53],[42.46290801 10.53709199] ; [227.53709199  56.46290801],0
r4,1,0.207768,1.586909,[48  6] ; [267  18],[50.17699115  3.82300885] ; [264.82300885  20.17699115],0
a2,1,0.222519,1.488055,[11 43] ; [ 81 204],[14.65486726 39.34513274] ; [ 77.34513274 207.65486726],0
b5,1,0.224853,1.473127,[28 26] ; [173 112],[32.01769912 21.98230088] ; [168.98230088 116.01769912],0
p1,1,0.230014,1.440774,[ 3 51] ; [ 31 253],[ 5.43195266 48.56804734] ; [ 28.56804734 255.43195266],0
u3,1,0.242252,1.367441,[4 4] ; [43 18],[5.44927536 2.55072464] ; [41.55072464 19.44927536],0
p5,1,0.262317,1.256485,[ 6 48] ; [ 49 235],[ 8.78698225 45.21301775] ; [ 46.21301775 237.78698225],0
a3,1,0.288883,1.124819,[46  8] ; [224  60],[43.13609467 10.86390533] ; [226.86390533  57.13609467],0
n1,1,0.316191,1.004639,[2 6] ; [27 35],[3.31428571 4.68571429] ; [25.68571429 36.31428571],0
