Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,45.277599,[143  38] ; [25 47],[120.18972332  60.81027668] ; [47.81027668 24.18972332],1
a6,1,7.4e-05,15.710212,[141  40] ; [38 34],[128.05928854  52.94071146] ; [50.94071146 21.05928854],1
a2,1,0.000388,12.588919,[ 63 118] ; [ 9 63],[ 51.50988142 129.49011858] ; [20.49011858 51.50988142],1
u1,1,0.001241,10.428388,[ 45 136] ; [ 5 67],[ 35.77075099 145.22924901] ; [14.22924901 57.77075099],0
v2,1,0.001855,9.687908,[101  74] ; [25 45],[90. 85.] ; [36. 34.],0
b5,1,0.004617,8.023555,[118  63] ; [33 39],[108.02766798  72.97233202] ; [42.97233202 29.02766798],0
b1,1,0.009899,6.652959,[ 59 122] ; [36 36],[ 67.96442688 113.03557312] ; [27.03557312 44.96442688],0
r4,1,0.012563,6.229657,[155  26] ; [52 20],[148.09090909  32.90909091] ; [58.90909091 13.09090909],0
d1,1,0.012692,6.211596,[121  60] ; [36 36],[112.3201581  68.6798419] ; [44.6798419 27.3201581],0
d4,1,0.016657,5.732113,[158  23] ; [54 18],[151.66798419  29.33201581] ; [60.33201581 11.66798419],0
r1,1,0.024768,5.04,[144  36] ; [48 24],[137.14285714  42.85714286] ; [54.85714286 17.14285714],0
p4,1,0.03674,4.362407,[86 94] ; [24 48],[ 78.57142857 101.42857143] ; [31.42857143 40.57142857],0
p8,1,0.038252,4.293801,[ 53 128] ; [12 60],[ 46.50197628 134.49802372] ; [18.49802372 53.50197628],0
d5,1,0.043904,4.060263,[153  28] ; [53 19],[147.37549407  33.62450593] ; [58.62450593 13.37549407],0
u3,1,0.068201,3.325792,[30 18] ; [4 8],[27.2 20.8] ; [6.8 5.2],0
p2,1,0.081413,3.036472,[124  57] ; [41 31],[118.04347826  62.95652174] ; [46.95652174 25.04347826],0
b2,1,0.086382,2.940541,[34 68] ; [26 29],[38.98089172 63.01910828] ; [21.01910828 33.98089172],0
b3,1,0.086382,2.940541,[34 68] ; [26 29],[38.98089172 63.01910828] ; [21.01910828 33.98089172],0
s7,1,0.094209,2.800939,[ 66 104] ; [34 33],[71.72995781 98.27004219] ; [28.27004219 38.72995781],0
r3,1,0.101591,2.680395,[165  15] ; [61 11],[161.42857143  18.57142857] ; [64.57142857  7.42857143],0
a3,1,0.109717,2.558286,[133  47] ; [60 12],[137.85714286  42.14285714] ; [55.14285714 16.85714286],0
p10,1,0.137127,2.209909,[129  50] ; [45 27],[124.0876494  54.9123506] ; [49.9123506 22.0876494],0
n6,1,0.154977,2.022566,[145  36] ; [51 20],[140.77777778  40.22222222] ; [55.22222222 15.77777778],0
r2,1,0.159311,1.980749,[170   9] ; [64  7],[167.544  11.456] ; [66.456  4.544],0
s8,1,0.235683,1.406233,[ 58 121] ; [29 43],[ 62.0438247 116.9561753] ; [24.9561753 47.0438247],0
p9,1,0.254145,1.300375,[137  41] ; [49 21],[133.5  44.5] ; [52.5 17.5],0
p6,1,0.337029,0.921699,[ 31 147] ; [ 9 63],[ 28.48 149.52] ; [11.52 60.48],0
b4,1,0.354126,0.858616,[112  69] ; [40 32],[108.743083  72.256917] ; [43.256917 28.743083],0
v4,1,0.359445,0.83983,[165  16] ; [62  9],[163.04365079  17.95634921] ; [63.95634921  7.04365079],0
u4,1,0.399354,0.71027,[  6 175] ; [ 1 71],[  5.00790514 175.99209486] ; [ 1.99209486 70.00790514],0
p12,1,0.444205,0.585395,[ 15 164] ; [ 4 68],[ 13.5498008 165.4501992] ; [ 5.4501992 66.5498008],0
p3,1,0.460899,0.543711,[ 56 123] ; [26 46],[ 58.47808765 120.52191235] ; [23.52191235 48.47808765],0
v3,1,0.471039,0.519538,[ 62 114] ; [20 46],[ 59.63636364 116.36363636] ; [22.36363636 43.63636364],0
a4,1,0.471411,0.518668,[98 83] ; [42 29],[100.55555556  80.44444444] ; [39.44444444 31.55555556],0
a1,1,0.535884,0.383221,[  9 172] ; [ 5 67],[ 10.01581028 170.98418972] ; [ 3.98418972 68.01581028],0
s6,1,0.551887,0.353947,[103  75] ; [44 27],[105.08433735  72.91566265] ; [41.91566265 29.08433735],0
s1,1,0.564745,0.331555,[  7 172] ; [ 4 68],[  7.84462151 171.15537849] ; [ 3.15537849 68.84462151],0
n2,1,0.653283,0.201786,[39 17] ; [23  8],[39.90804598 16.09195402] ; [22.09195402  8.90804598],0
n1,1,0.691352,0.157626,[22 32] ; [14 17],[22.87058824 31.12941176] ; [13.12941176 17.87058824],0
s2,1,0.733422,0.115993,[84 93] ; [32 39],[82.79032258 94.20967742] ; [33.20967742 37.79032258],0
s5,1,0.748996,0.102376,[ 41 129] ; [18 51],[ 41.9665272 128.0334728] ; [17.0334728 51.9665272],0
s3,1,0.750929,0.100752,[88 90] ; [34 38],[86.864 91.136] ; [35.136 36.864],0
p1,1,0.782025,0.076552,[ 17 163] ; [ 6 66],[ 16.42857143 163.57142857] ; [ 6.57142857 65.42857143],0
u2,1,0.795809,0.066964,[26 22] ; [6 6],[25.6 22.4] ; [6.4 5.6],0
a8,1,0.825335,0.048703,[ 16 148] ; [ 6 62],[ 15.55172414 148.44827586] ; [ 6.44827586 61.55172414],0
n3,1,0.826085,0.048279,[34 21] ; [18 10],[34.45783133 20.54216867] ; [17.54216867 10.45783133],0
n4,1,0.829724,0.046249,[143  38] ; [56 16],[142.36758893  38.63241107] ; [56.63241107 15.36758893],0
p11,1,0.848517,0.036485,[126  55] ; [51 21],[126.6284585  54.3715415] ; [50.3715415 21.6284585],0
n5,1,0.894757,0.0175,[129  51] ; [51 21],[128.57142857  51.42857143] ; [51.42857143 20.57142857],0
p5,1,0.915063,0.011375,[ 12 168] ; [ 5 66],[ 12.19123506 167.80876494] ; [ 4.80876494 66.19123506],0
d2,1,0.935938,0.00646,[107  73] ; [42 28],[107.28  72.72] ; [41.72 28.28],0
s4,1,0.962887,0.002165,[ 28 150] ; [11 60],[ 27.87951807 150.12048193] ; [11.12048193 59.87951807],0
v1,1,0.983087,0.000449,[83 90] ; [33 36],[82.92561983 90.07438017] ; [33.07438017 35.92561983],0
