Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,1.1e-05,19.308344,[36  6] ; [29 38],[25.04587156 16.95412844] ; [39.95412844 27.04587156],1
p4,1,0.000583,11.828714,[19 23] ; [10 56],[11.27777778 30.72222222] ; [17.72222222 48.27777778],1
p6,1,0.002844,8.90514,[12 29] ; [ 5 61],[ 6.51401869 34.48598131] ; [10.48598131 55.51401869],0
n5,1,0.009604,6.706965,[19 23] ; [47 20],[25.43119266 16.56880734] ; [40.56880734 26.43119266],0
a5,1,0.012397,6.253139,[10 32] ; [32 35],[16.18348624 25.81651376] ; [25.81651376 41.18348624],0
b3,1,0.015899,5.814053,[ 7 24] ; [18 17],[11.74242424 19.25757576] ; [13.25757576 21.74242424],0
b2,1,0.015899,5.814053,[ 7 24] ; [18 17],[11.74242424 19.25757576] ; [13.25757576 21.74242424],0
n4,1,0.018662,5.532951,[20 22] ; [47 20],[25.81651376 16.18348624] ; [41.18348624 25.81651376],0
p3,1,0.026567,4.918745,[13 29] ; [ 9 58],[ 8.47706422 33.52293578] ; [13.52293578 53.47706422],0
d4,1,0.033229,4.533955,[27 14] ; [30 37],[21.63888889 19.36111111] ; [35.36111111 31.63888889],0
s3,1,0.041072,4.173053,[25 17] ; [26 40],[19.83333333 22.16666667] ; [31.16666667 34.83333333],0
s4,1,0.041161,4.169367,[ 4 38] ; [17 50],[ 8.09174312 33.90825688] ; [12.90825688 54.09174312],0
v2,1,0.051728,3.784532,[17 23] ; [15 47],[12.54901961 27.45098039] ; [19.45098039 42.54901961],0
n1,1,0.065624,3.389213,[ 2 11] ; [13 16],[4.64285714 8.35714286] ; [10.35714286 18.64285714],0
v4,1,0.06668,3.362915,[37  4] ; [51 16],[33.40740741  7.59259259] ; [54.59259259 12.40740741],0
r3,1,0.114261,2.494274,[37  5] ; [50 16],[33.83333333  8.16666667] ; [53.16666667 12.83333333],0
p1,1,0.116019,2.470261,[ 1 41] ; [ 7 60],[ 3.08256881 38.91743119] ; [ 4.91743119 62.08256881],0
u2,1,0.119416,2.424962,[10  7] ; [13 23],[7.37735849 9.62264151] ; [15.62264151 20.37735849],0
n3,1,0.125914,2.342176,[11  2] ; [17 11],[8.87804878 4.12195122] ; [19.12195122  8.87804878],0
p5,1,0.136014,2.222489,[ 4 37] ; [ 2 65],[ 2.27777778 38.72222222] ; [ 3.72222222 63.27777778],0
d1,1,0.145195,2.122021,[ 4 38] ; [ 2 65],[ 2.31192661 39.68807339] ; [ 3.68807339 63.31192661],0
v1,1,0.146588,2.107405,[19 21] ; [22 44],[15.47169811 24.52830189] ; [25.52830189 40.47169811],0
r4,1,0.187725,1.735384,[32 10] ; [43 24],[28.89908257 13.10091743] ; [46.10091743 20.89908257],0
u3,1,0.334594,0.931034,[10  8] ; [15 21],[8.33333333 9.66666667] ; [16.66666667 19.33333333],0
s8,1,0.340956,0.906833,[10 32] ; [11 56],[ 8.09174312 33.90825688] ; [12.90825688 54.09174312],0
a3,1,0.358566,0.842908,[23 18] ; [31 35],[20.69158879 20.30841121] ; [33.30841121 32.69158879],0
d2,1,0.360127,0.837449,[12 30] ; [14 53],[10.01834862 31.98165138] ; [15.98165138 51.01834862],0
r1,1,0.37723,0.779708,[28 14] ; [39 28],[25.81651376 16.18348624] ; [41.18348624 25.81651376],0
s1,1,0.379615,0.771947,[ 1 40] ; [ 4 61],[ 1.93396226 39.06603774] ; [ 3.06603774 61.93396226],0
b4,1,0.401765,0.703038,[21 21] ; [39 28],[23.11926606 18.88073394] ; [36.88073394 30.11926606],0
n6,1,0.402348,0.701299,[30 12] ; [42 24],[28. 14.] ; [44. 22.],0
a1,1,0.413923,0.667506,[ 2 40] ; [ 6 61],[ 3.08256881 38.91743119] ; [ 4.91743119 62.08256881],0
a8,1,0.487549,0.481931,[ 4 34] ; [10 55],[ 5.16504854 32.83495146] ; [ 8.83495146 56.16504854],0
a4,1,0.505705,0.442945,[ 7 34] ; [15 52],[ 8.35185185 32.64814815] ; [13.64814815 53.35185185],0
d3,1,0.506822,0.440623,[19 23] ; [26 41],[17.33944954 24.66055046] ; [27.66055046 39.33944954],0
s7,1,0.50812,0.437938,[11 27] ; [15 50],[ 9.59223301 28.40776699] ; [16.40776699 48.59223301],0
b5,1,0.534359,0.386096,[20 22] ; [36 31],[21.57798165 20.42201835] ; [34.42201835 32.57798165],0
a2,1,0.575631,0.313351,[ 2 40] ; [ 5 62],[ 2.69724771 39.30275229] ; [ 4.30275229 62.69724771],0
r2,1,0.585882,0.296821,[35  7] ; [53 14],[33.90825688  8.09174312] ; [54.09174312 12.90825688],0
s2,1,0.594444,0.283458,[15 27] ; [20 45],[13.73831776 28.26168224] ; [21.26168224 43.73831776],0
n2,1,0.607777,0.263425,[9 4] ; [23  7],[9.6744186 3.3255814] ; [22.3255814  7.6744186],0
p10,1,0.611201,0.25843,[20 21] ; [35 30],[21.27358491 19.72641509] ; [33.72641509 31.27358491],0
v3,1,0.664553,0.18804,[ 8 33] ; [15 50],[ 8.89622642 32.10377358] ; [14.10377358 50.89622642],0
s5,1,0.756206,0.096389,[ 7 35] ; [12 51],[ 7.6 34.4] ; [11.4 51.6],0
p9,1,0.776041,0.08093,[26 16] ; [42 23],[26.69158879 15.30841121] ; [41.30841121 23.69158879],0
s6,1,0.791741,0.069723,[18 24] ; [27 40],[17.33944954 24.66055046] ; [27.66055046 39.33944954],0
b1,1,0.841445,0.040018,[19 23] ; [29 38],[18.49541284 23.50458716] ; [29.50458716 37.49541284],0
u1,1,0.851172,0.035202,[ 1 41] ; [ 2 65],[ 1.1559633 40.8440367] ; [ 1.8440367 65.1559633],0
a7,1,0.868016,0.027616,[20 22] ; [33 34],[20.42201835 21.57798165] ; [32.57798165 34.42201835],0
p11,1,0.934645,0.006724,[26 16] ; [42 25],[26.20183486 15.79816514] ; [41.79816514 25.20183486],0
a6,1,0.939547,0.005752,[21 21] ; [34 33],[21.19266055 20.80733945] ; [33.80733945 33.19266055],0
