Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.183651,[23  8] ; [11 42],[12.54761905 18.45238095] ; [21.45238095 31.54761905],1
p12,1,0.460339,0.545071,[ 4 29] ; [ 4 50],[ 3.03448276 29.96551724] ; [ 4.96551724 49.03448276],0
a5,1,0.473192,0.514513,[16 17] ; [31 24],[17.625 15.375] ; [29.375 25.625],0
a6,1,0.473192,0.514513,[16 17] ; [31 24],[17.625 15.375] ; [29.375 25.625],0
d2,1,0.490775,0.474827,[10 23] ; [13 42],[ 8.625 24.375] ; [14.375 40.625],0
p2,1,0.542076,0.371706,[28  5] ; [43 11],[26.93103448  6.06896552] ; [44.06896552  9.93103448],0
p5,1,0.595413,0.28197,[ 7 26] ; [ 9 45],[ 6.06896552 26.93103448] ; [ 9.93103448 44.06896552],0
a1,1,0.611034,0.258671,[ 2 31] ; [ 5 50],[ 2.625 30.375] ; [ 4.375 50.625],0
b4,1,0.615791,0.251828,[18 15] ; [33 22],[19.125 13.875] ; [31.875 23.125],0
b3,1,0.735596,0.114035,[ 7 17] ; [ 7 21],[ 6.46153846 17.53846154] ; [ 7.53846154 20.46153846],0
b2,1,0.735596,0.114035,[ 7 17] ; [ 7 21],[ 6.46153846 17.53846154] ; [ 7.53846154 20.46153846],0
v4,1,0.747038,0.104037,[29  3] ; [50  4],[29.39534884  2.60465116] ; [49.60465116  4.39534884],0
n4,1,0.773268,0.083003,[22 11] ; [35 20],[21.375 11.625] ; [35.625 19.375],0
d3,1,0.781753,0.076749,[19 14] ; [30 25],[18.375 14.625] ; [30.625 24.375],0
v3,1,0.857626,0.032183,[11 22] ; [17 37],[10.62068966 22.37931034] ; [17.37931034 36.62068966],0
a7,1,0.909987,0.012781,[20 13] ; [34 21],[20.25 12.75] ; [33.75 21.25],0
v1,1,0.926759,0.00845,[15 18] ; [24 30],[14.79310345 18.20689655] ; [24.20689655 29.79310345],0
n1,1,0.946434,0.004514,[3 7] ; [ 5 11],[3.07692308 6.92307692] ; [ 4.92307692 11.07692308],0
n2,1,0.946434,0.004514,[7 3] ; [11  5],[6.92307692 3.07692308] ; [11.07692308  4.92307692],0
b1,1,0.953306,0.003429,[11 22] ; [18 37],[10.875 22.125] ; [18.125 36.875],0
n6,1,0.965906,0.001827,[28  5] ; [46  8],[28.06896552  4.93103448] ; [45.93103448  8.06896552],0
