Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.183651,[23  8] ; [11 42],[12.54761905 18.45238095] ; [21.45238095 31.54761905],1
p6,1,0.001738,9.807544,[21 10] ; [18 37],[14.05813953 16.94186047] ; [24.94186047 30.05813953],0
s3,1,0.00247,9.162766,[22 11] ; [18 36],[15.17241379 17.82758621] ; [24.82758621 29.17241379],0
d1,1,0.006025,7.542857,[18 15] ; [14 41],[12. 21.] ; [20. 35.],0
s2,1,0.007971,7.04,[21 12] ; [19 36],[15. 18.] ; [25. 30.],0
s6,1,0.010374,6.569519,[25  7] ; [26 26],[19.42857143 12.57142857] ; [31.57142857 20.42857143],0
s4,1,0.038103,4.300432,[11 22] ; [ 8 47],[ 7.125 25.875] ; [11.875 43.125],0
p4,1,0.046605,3.959596,[25  8] ; [30 25],[20.625 12.375] ; [34.375 20.625],0
p10,1,0.083347,2.998405,[29  3] ; [40 13],[25.97647059  6.02352941] ; [43.02352941  9.97647059],0
p11,1,0.124264,2.36274,[30  3] ; [43 12],[27.375  5.625] ; [45.625  9.375],0
u3,1,0.125998,2.341126,[9 6] ; [12 21],[6.5625 8.4375] ; [14.4375 18.5625],0
s1,1,0.126322,2.337127,[ 4 29] ; [ 2 53],[ 2.25 30.75] ; [ 3.75 51.25],0
a3,1,0.134656,2.237991,[18 15] ; [21 34],[14.625 18.375] ; [24.375 30.625],0
d4,1,0.135681,2.22627,[26  7] ; [35 20],[22.875 10.125] ; [38.125 16.875],0
p3,1,0.136285,2.219408,[21 12] ; [26 29],[17.625 15.375] ; [29.375 25.625],0
u2,1,0.145602,2.117729,[10  5] ; [15 19],[7.65306122 7.34693878] ; [17.34693878 16.65306122],0
r3,1,0.15712,2.001732,[31  2] ; [46  9],[28.875  4.125] ; [48.125  6.875],0
a4,1,0.188988,1.72549,[ 5 28] ; [15 40],[ 7.5 25.5] ; [12.5 42.5],0
p9,1,0.253538,1.303704,[29  4] ; [43 12],[27.  6.] ; [45. 10.],0
a8,1,0.257906,1.279962,[ 4 27] ; [ 3 49],[ 2.61445783 28.38554217] ; [ 4.38554217 47.61445783],0
a2,1,0.274844,1.192412,[ 1 32] ; [ 5 50],[ 2.25 30.75] ; [ 3.75 51.25],0
v2,1,0.282295,1.15601,[16 16] ; [21 34],[13.6091954 18.3908046] ; [23.3908046 31.6091954],0
n5,1,0.284399,1.14595,[25  8] ; [35 19],[22.75862069 10.24137931] ; [37.24137931 16.75862069],0
r2,1,0.290071,1.119293,[27  4] ; [42 12],[25.16470588  5.83529412] ; [43.83529412 10.16470588],0
b5,1,0.308918,1.035294,[18 15] ; [36 19],[20.25 12.75] ; [33.75 21.25],0
p7,1,0.322534,0.978642,[26  6] ; [38 15],[24.09411765  7.90588235] ; [39.90588235 13.09411765],0
n3,1,0.346912,0.884722,[8 2] ; [10  6],[6.92307692 3.07692308] ; [11.07692308  4.92307692],0
r4,1,0.359942,0.838095,[23 10] ; [33 22],[21. 12.] ; [35. 20.],0
s5,1,0.378602,0.775235,[ 9 20] ; [12 42],[ 7.3373494 21.6626506] ; [13.6626506 40.3373494],0
p1,1,0.403108,0.699036,[ 5 28] ; [ 5 49],[ 3.79310345 29.20689655] ; [ 6.20689655 47.79310345],0
d5,1,0.416263,0.660843,[20 13] ; [38 17],[21.75 11.25] ; [36.25 18.75],0
