Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,55.467076,[120  22] ; [16 38],[98.53061224 43.46938776] ; [37.46938776 16.53061224],1
s7,1,9e-06,19.623868,[101  34] ; [21 31],[88.07486631 46.92513369] ; [33.92513369 18.07486631],1
n6,1,2.3e-05,17.921356,[128  14] ; [35 19],[118.09183673  23.90816327] ; [44.90816327  9.09183673],1
a4,1,0.000123,14.744731,[72 70] ; [11 43],[60.13265306 81.86734694] ; [22.86734694 31.13265306],1
a3,1,0.00065,11.627062,[107  35] ; [27 27],[97.08163265 44.91836735] ; [36.91836735 17.08163265],1
r1,1,0.00114,10.585258,[120  23] ; [33 20],[111.62755102  31.37244898] ; [41.37244898 11.62755102],0
d2,1,0.008138,7.002752,[80 62] ; [19 35],[71.7244898 70.2755102] ; [27.2755102 26.7244898],0
a5,1,0.008886,6.845504,[104  38] ; [29 25],[96.35714286 45.64285714] ; [36.64285714 17.35714286],0
a2,1,0.009895,6.653753,[ 41 102] ; [ 6 48],[ 34.11675127 108.88324873] ; [12.88324873 41.11675127],0
p4,1,0.01635,5.764856,[90 52] ; [24 30],[82.59183673 59.40816327] ; [31.40816327 22.59183673],0
p10,1,0.021173,5.312481,[120  22] ; [37 16],[114.32820513  27.67179487] ; [42.67179487 10.32820513],0
d1,1,0.024287,5.07402,[89 54] ; [24 30],[82.02538071 60.97461929] ; [30.97461929 23.02538071],0
p11,1,0.026465,4.92536,[110  33] ; [33 21],[103.80203046  39.19796954] ; [39.19796954 14.80203046],0
s4,1,0.033403,4.525022,[ 35 104] ; [22 32],[41.05181347 97.94818653] ; [15.94818653 38.05181347],0
v3,1,0.03419,4.485176,[46 94] ; [ 9 43],[40.10416667 99.89583333] ; [14.89583333 37.10416667],0
p9,1,0.048364,3.897287,[120  20] ; [39 14],[115.33678756  24.66321244] ; [43.66321244  9.33678756],0
u1,1,0.048703,3.885568,[ 34 109] ; [ 6 48],[ 29.03553299 113.96446701] ; [10.96446701 43.03553299],0
p3,1,0.057248,3.61538,[71 70] ; [19 35],[65.07692308 75.92307692] ; [24.92307692 29.07692308],0
p2,1,0.061492,3.496687,[123  19] ; [40 13],[118.6974359  23.3025641] ; [44.3025641  8.6974359],0
d5,1,0.09404,2.803821,[115  27] ; [37 16],[110.68717949  31.31282051] ; [41.31282051 11.68717949],0
d4,1,0.125493,2.347389,[118  23] ; [40 14],[114.24615385  26.75384615] ; [43.75384615 10.24615385],0
p5,1,0.129821,2.294644,[ 11 131] ; [ 1 52],[  8.73846154 133.26153846] ; [ 3.26153846 49.73846154],0
v4,1,0.160753,1.967125,[136   6] ; [48  5],[133.98974359   8.01025641] ; [50.01025641  2.98974359],0
r4,1,0.175159,1.83823,[127  16] ; [44 10],[124.12690355  18.87309645] ; [46.87309645  7.12690355],0
p1,1,0.205678,1.60159,[ 13 128] ; [ 2 51],[ 10.90206186 130.09793814] ; [ 4.09793814 48.90206186],0
r3,1,0.255029,1.295544,[133   8] ; [53  1],[134.49230769   6.50769231] ; [51.50769231  2.49230769],0
b5,1,0.259875,1.269422,[80 63] ; [35 19],[83.47715736 59.52284264] ; [31.52284264 22.47715736],0
n2,1,0.282209,1.156422,[26  7] ; [11  6],[24.42  8.58] ; [12.58  4.42],0
p6,1,0.303382,1.059268,[56 86] ; [17 37],[52.8877551 89.1122449] ; [20.1122449 33.8877551],0
p12,1,0.309565,1.032531,[ 11 131] ; [ 2 52],[  9.41836735 132.58163265] ; [ 3.58163265 50.41836735],0
b2,1,0.324504,0.970705,[27 54] ; [ 6 20],[24.98130841 56.01869159] ; [ 8.01869159 17.98130841],0
b3,1,0.324504,0.970705,[27 54] ; [ 6 20],[24.98130841 56.01869159] ; [ 8.01869159 17.98130841],0
a8,1,0.341933,0.903172,[ 17 113] ; [ 4 46],[ 15.16666667 114.83333333] ; [ 5.83333333 44.16666667],0
s8,1,0.360418,0.836437,[74 69] ; [24 30],[71.13705584 71.86294416] ; [26.86294416 27.13705584],0
s1,1,0.389214,0.741397,[ 10 133] ; [ 2 52],[  8.7106599 134.2893401] ; [ 3.2893401 50.7106599],0
s3,1,0.396773,0.718085,[124  17] ; [45  9],[122.2  18.8] ; [46.8  7.2],0
n1,1,0.426349,0.632748,[12 21] ; [ 4 12],[10.7755102 22.2244898] ; [ 5.2244898 10.7755102],0
u2,1,0.436796,0.604684,[21 14] ; [13 13],[19.50819672 15.49180328] ; [14.49180328 11.50819672],0
u4,1,0.471634,0.518146,[  1 142] ; [ 1 53],[  1.45177665 141.54822335] ; [ 0.54822335 53.45177665],0
d3,1,0.509927,0.434217,[100  41] ; [35 18],[98.1185567 42.8814433] ; [36.8814433 16.1185567],0
a6,1,0.557034,0.344865,[93 48] ; [38 16],[94.72307692 46.27692308] ; [36.27692308 17.72307692],0
n3,1,0.693023,0.155833,[25  8] ; [12  5],[24.42  8.58] ; [12.58  4.42],0
p8,1,0.75857,0.094469,[70 71] ; [25 28],[69.04639175 71.95360825] ; [25.95360825 27.04639175],0
b1,1,0.76256,0.091277,[59 84] ; [21 33],[58.07106599 84.92893401] ; [21.92893401 32.07106599],0
b4,1,0.807991,0.059058,[82 61] ; [32 22],[82.75126904 60.24873096] ; [31.24873096 22.75126904],0
a1,1,0.850585,0.035484,[  7 136] ; [ 3 51],[  7.25888325 135.74111675] ; [ 2.74111675 51.25888325],0
s6,1,0.85574,0.033051,[119  22] ; [45  9],[118.58461538  22.41538462] ; [45.41538462  8.58461538],0
p7,1,0.896843,0.016809,[92 48] ; [33 18],[91.62303665 48.37696335] ; [33.37696335 17.62303665],0
s5,1,0.929728,0.007777,[52 85] ; [19 32],[51.7393617 85.2606383] ; [19.2606383 31.7393617],0
u3,1,0.930381,0.007633,[22 14] ; [15 10],[21.83606557 14.16393443] ; [15.16393443  9.83606557],0
r2,1,0.965825,0.001836,[132   8] ; [51  3],[132.06185567   7.93814433] ; [50.93814433  3.06185567],0
v2,1,0.972144,0.001219,[62 78] ; [22 28],[61.89473684 78.10526316] ; [22.10526316 27.89473684],0
a7,1,0.98624,0.000297,[107  35] ; [40 13],[107.04615385  34.95384615] ; [39.95384615 13.04615385],0
