Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.002928,8.851762,[ 2 20] ; [8 7],[ 5.94594595 16.05405405] ; [ 4.05405405 10.94594595],0
s3,1,0.010128,6.612245,[ 5 16] ; [10  5],[ 8.75 12.25] ; [6.25 8.75],0
n5,1,0.01571,5.835048,[10 12] ; [12  2],[13.44444444  8.55555556] ; [8.55555556 5.44444444],0
s8,1,0.02494,5.028056,[ 2 20] ; [6 9],[ 4.75675676 17.24324324] ; [ 3.24324324 11.75675676],0
p10,1,0.04044,4.199313,[12 10] ; [13  2],[14.86486486  7.13513514] ; [10.13513514  4.86486486],0
p5,1,0.060984,3.510415,[ 1 20] ; [ 4 11],[ 2.91666667 18.08333333] ; [ 2.08333333 12.91666667],0
p8,1,0.066489,3.367641,[ 3 19] ; [6 9],[ 5.35135135 16.64864865] ; [ 3.64864865 11.35135135],0
b1,1,0.089346,2.88612,[ 7 15] ; [9 6],[ 9.51351351 12.48648649] ; [6.48648649 8.51351351],0
p9,1,0.123795,2.368643,[ 9 13] ; [10  5],[11.2972973 10.7027027] ; [7.7027027 7.2972973],0
p7,1,0.133288,2.253788,[ 5 15] ; [7 7],[ 7.05882353 12.94117647] ; [4.94117647 9.05882353],0
n3,1,0.134481,2.24,[7 7] ; [2 8],[5.25 8.75] ; [3.75 6.25],0
s4,1,0.137181,2.209298,[ 1 21] ; [ 3 12],[ 2.37837838 19.62162162] ; [ 1.62162162 13.37837838],0
p6,1,0.154441,2.027827,[ 2 20] ; [ 4 11],[ 3.56756757 18.43243243] ; [ 2.43243243 12.56756757],0
n4,1,0.155808,2.014444,[11 11] ; [11  4],[13.08108108  8.91891892] ; [8.91891892 6.08108108],0
p4,1,0.166439,1.914725,[ 4 17] ; [6 9],[ 5.83333333 15.16666667] ; [ 4.16666667 10.83333333],0
p3,1,0.173617,1.851429,[ 2 19] ; [ 4 11],[ 3.5 17.5] ; [ 2.5 12.5],0
u2,1,0.236724,1.4,[6 4] ; [1 3],[5. 5.] ; [2. 2.],0
n2,1,0.249561,1.325758,[7 7] ; [8 3],[8.4 5.6] ; [6.6 4.4],0
