Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.909993,[94 17] ; [23 30],[79.18902439 31.81097561] ; [37.81097561 15.18902439],1
s7,1,1e-06,24.219687,[58 50] ; [ 7 46],[43.60248447 64.39751553] ; [21.39751553 31.60248447],1
n6,1,0.001058,10.723852,[88 22] ; [30 24],[79.14634146 30.85365854] ; [38.85365854 15.14634146],0
p3,1,0.001459,10.130307,[51 60] ; [11 43],[41.70909091 69.29090909] ; [20.29090909 33.70909091],0
s8,1,0.001553,10.015159,[47 65] ; [ 9 44],[38.01212121 73.98787879] ; [17.98787879 35.01212121],0
s6,1,0.008488,6.927493,[64 43] ; [20 33],[56.175 50.825] ; [27.825 25.175],0
p10,1,0.009846,6.662459,[77 32] ; [27 27],[69.54601227 39.45398773] ; [34.45398773 19.54601227],0
p2,1,0.010691,6.515899,[81 29] ; [29 25],[73.7804878 36.2195122] ; [36.2195122 17.7804878],0
b3,1,0.010763,6.504114,[38 42] ; [ 5 21],[32.45283019 47.54716981] ; [10.54716981 15.45283019],0
b2,1,0.010763,6.504114,[38 42] ; [ 5 21],[32.45283019 47.54716981] ; [10.54716981 15.45283019],0
v3,1,0.019219,5.481507,[40 68] ; [10 43],[33.54037267 74.45962733] ; [16.45962733 36.54037267],0
r1,1,0.019972,5.414347,[75 37] ; [26 28],[68.14457831 43.85542169] ; [32.85542169 21.14457831],0
n1,1,0.029949,4.712193,[18 18] ; [ 5 18],[14.03389831 21.96610169] ; [ 8.96610169 14.03389831],0
p6,1,0.048239,3.90164,[32 77] ; [ 8 45],[26.91358025 82.08641975] ; [13.08641975 39.91358025],0
p9,1,0.066959,3.35603,[80 29] ; [32 22],[74.89570552 34.10429448] ; [37.10429448 16.89570552],0
p12,1,0.081574,3.033264,[ 10 100] ; [ 1 53],[  7.37804878 102.62195122] ; [ 3.62195122 50.37804878],0
a1,1,0.106763,2.601501,[  5 107] ; [ 6 48],[  7.42168675 104.57831325] ; [ 3.57831325 50.42168675],0
r4,1,0.113302,2.507555,[82 30] ; [33 21],[77.59036145 34.40963855] ; [37.40963855 16.59036145],0
a5,1,0.119061,2.429625,[58 54] ; [21 33],[53.30120482 58.69879518] ; [25.69879518 28.30120482],0
p8,1,0.130339,2.288457,[46 64] ; [16 38],[41.58536585 68.41463415] ; [20.41463415 33.58536585],0
s3,1,0.13441,2.240821,[60 49] ; [23 31],[55.50306748 53.49693252] ; [27.49693252 26.50306748],0
s5,1,0.15202,2.05186,[32 75] ; [10 42],[28.26415094 78.73584906] ; [13.73584906 38.26415094],0
p5,1,0.16073,1.967344,[11 99] ; [ 2 52],[  8.7195122 101.2804878] ; [ 4.2804878 49.7195122],0
p1,1,0.164997,1.927819,[ 11 100] ; [ 2 52],[  8.74545455 102.25454545] ; [ 4.25454545 49.74545455],0
u3,1,0.170489,1.878642,[16 33] ; [14 15],[18.84615385 30.15384615] ; [11.15384615 17.84615385],0
d5,1,0.17867,1.808648,[56 56] ; [21 33],[51.95180723 60.04819277] ; [25.04819277 28.95180723],0
p4,1,0.221468,1.494831,[51 60] ; [19 34],[47.37804878 63.62195122] ; [22.62195122 30.37804878],0
r2,1,0.225332,1.470085,[93 18] ; [41 13],[90.14545455 20.85454545] ; [43.85454545 10.14545455],0
v2,1,0.230836,1.435704,[44 61] ; [17 36],[40.53797468 64.46202532] ; [20.46202532 32.53797468],0
p11,1,0.266341,1.235497,[82 30] ; [35 19],[78.93975904 33.06024096] ; [38.06024096 15.93975904],0
a3,1,0.274972,1.191775,[63 49] ; [25 28],[59.73333333 52.26666667] ; [28.26666667 24.73333333],0
r3,1,0.276639,1.183528,[93 19] ; [41 13],[90.40963855 21.59036145] ; [43.59036145 10.40963855],0
a4,1,0.280467,1.164828,[29 82] ; [10 44],[26.23636364 84.76363636] ; [12.76363636 41.23636364],0
n2,1,0.318818,0.993789,[26 10] ; [20  4],[27.6  8.4] ; [18.4  5.6],0
v1,1,0.357546,0.846493,[52 58] ; [21 32],[49.26380368 60.73619632] ; [23.73619632 29.26380368],0
s4,1,0.423433,0.640769,[20 92] ; [ 7 47],[18.21686747 93.78313253] ; [ 8.78313253 45.21686747],0
d3,1,0.425857,0.634096,[21 91] ; [13 41],[22.93975904 89.06024096] ; [11.06024096 42.93975904],0
d4,1,0.507531,0.439153,[54 58] ; [29 25],[56. 56.] ; [27. 27.],0
s2,1,0.507698,0.438809,[45 66] ; [19 35],[43.05454545 67.94545455] ; [20.94545455 33.05454545],0
b5,1,0.578935,0.307959,[55 57] ; [29 25],[56.6746988 55.3253012] ; [27.3253012 26.6746988],0
a8,1,0.60872,0.262044,[13 92] ; [ 5 47],[12.03821656 92.96178344] ; [ 5.96178344 46.03821656],0
a6,1,0.634603,0.225871,[50 62] ; [22 32],[48.57831325 63.42168675] ; [23.42168675 30.57831325],0
n3,1,0.684615,0.164977,[23 11] ; [15  9],[22.27586207 11.72413793] ; [15.72413793  8.27586207],0
v4,1,0.722471,0.126137,[94 16] ; [45  9],[93.23170732 16.76829268] ; [45.76829268  8.23170732],0
b4,1,0.751849,0.099984,[61 51] ; [28 26],[60.04819277 51.95180723] ; [28.95180723 25.04819277],0
s1,1,0.838947,0.041307,[  7 103] ; [ 3 51],[  6.70731707 103.29268293] ; [ 3.29268293 50.70731707],0
b1,1,0.846704,0.037375,[48 64] ; [24 30],[48.57831325 63.42168675] ; [23.42168675 30.57831325],0
