Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000271,13.261721,[53  5] ; [13 10],[47.25925926 10.74074074] ; [18.74074074  4.25925926],1
p9,1,0.00183,9.712491,[55  3] ; [16  7],[50.83950617  7.16049383] ; [20.16049383  2.83950617],0
p10,1,0.008248,6.978773,[56  2] ; [18  5],[52.98765432  5.01234568] ; [21.01234568  1.98765432],0
d2,1,0.012337,6.261796,[33 25] ; [ 6 17],[27.92592593 30.07407407] ; [11.07407407 11.92592593],0
v1,1,0.022524,5.204862,[35 23] ; [ 7 15],[30.45 27.55] ; [11.55 10.45],0
a4,1,0.028398,4.803752,[28 30] ; [ 5 18],[23.62962963 34.37037037] ; [ 9.37037037 13.62962963],0
d1,1,0.033335,4.52851,[40 18] ; [10 13],[35.80246914 22.19753086] ; [14.19753086  8.80246914],0
r1,1,0.036046,4.394906,[48 10] ; [14  9],[44.39506173 13.60493827] ; [17.60493827  5.39506173],0
p3,1,0.037427,4.330872,[44 14] ; [12 11],[40.09876543 17.90123457] ; [15.90123457  7.09876543],0
r4,1,0.03854,4.28105,[53  5] ; [17  6],[50.12345679  7.87654321] ; [19.87654321  3.12345679],0
a6,1,0.048535,3.891362,[39 19] ; [10 13],[35.08641975 22.91358025] ; [13.91358025  9.08641975],0
s2,1,0.064473,3.418402,[44 13] ; [13 10],[40.6125 16.3875] ; [16.3875  6.6125],0
n6,1,0.088474,2.901926,[53  5] ; [17  5],[50.75  7.25] ; [19.25  2.75],0
a3,1,0.094821,2.790558,[37 21] ; [10 13],[33.65432099 24.34567901] ; [13.34567901  9.65432099],0
p5,1,0.126666,2.332896,[10 48] ; [ 1 22],[ 7.87654321 50.12345679] ; [ 3.12345679 19.87654321],0
b1,1,0.185071,1.756424,[27 31] ; [ 7 16],[24.34567901 33.65432099] ; [ 9.65432099 13.34567901],0
p4,1,0.188574,1.728724,[48 10] ; [16  7],[45.82716049 12.17283951] ; [18.17283951  4.82716049],0
b5,1,0.215069,1.536975,[29 29] ; [15  8],[31.50617284 26.49382716] ; [12.49382716 10.50617284],0
p7,1,0.264369,1.245732,[50  8] ; [20  1],[51.39240506  6.60759494] ; [18.60759494  2.39240506],0
v2,1,0.26507,1.242081,[26 31] ; [ 7 15],[23.81012658 33.18987342] ; [ 9.18987342 12.81012658],0
u2,1,0.289729,1.120879,[ 9 12] ; [8 5],[10.5 10.5] ; [6.5 6.5],0
p12,1,0.2936,1.103039,[ 7 51] ; [ 1 22],[ 5.72839506 52.27160494] ; [ 2.27160494 20.72839506],0
s8,1,0.305091,1.051807,[35 23] ; [11 12],[32.9382716 25.0617284] ; [13.0617284  9.9382716],0
s3,1,0.331441,0.943259,[44 14] ; [15  8],[42.24691358 15.75308642] ; [16.75308642  6.24691358],0
d3,1,0.337331,0.92055,[42 16] ; [19  4],[43.67901235 14.32098765] ; [17.32098765  5.67901235],0
n2,1,0.453388,0.562169,[8 1] ; [6 2],[7.41176471 1.58823529] ; [6.58823529 1.41176471],0
a5,1,0.485826,0.485757,[40 18] ; [14  9],[38.66666667 19.33333333] ; [15.33333333  7.66666667],0
n1,1,0.485845,0.485714,[3 6] ; [4 4],[3.70588235 5.29411765] ; [3.29411765 4.70588235],0
p11,1,0.504266,0.445946,[49  9] ; [18  5],[47.97530864 10.02469136] ; [19.02469136  3.97530864],0
a7,1,0.525724,0.40265,[36 22] ; [16  7],[37.2345679 20.7654321] ; [14.7654321  8.2345679],0
r3,1,0.565942,0.329519,[54  3] ; [21  2],[53.4375  3.5625] ; [21.5625  1.4375],0
v3,1,0.636442,0.223425,[19 39] ; [ 6 16],[18.125 39.875] ; [ 6.875 15.125],0
d5,1,0.638432,0.220799,[48 10] ; [18  5],[47.25925926 10.74074074] ; [18.74074074  4.25925926],0
p6,1,0.69401,0.154779,[38 20] ; [14  9],[37.2345679 20.7654321] ; [14.7654321  8.2345679],0
d4,1,0.736718,0.113032,[46 12] ; [19  4],[46.54320988 11.45679012] ; [18.45679012  4.54320988],0
p2,1,0.78041,0.077721,[54  4] ; [21  2],[53.7037037  4.2962963] ; [21.2962963  1.7037037],0
s5,1,0.792313,0.069331,[29 23] ; [11 10],[28.49315068 23.50684932] ; [11.50684932  9.49315068],0
r2,1,0.822503,0.050322,[52  6] ; [21  2],[52.27160494  5.72839506] ; [20.72839506  2.27160494],0
p1,1,0.822503,0.050322,[ 6 52] ; [ 2 21],[ 5.72839506 52.27160494] ; [ 2.27160494 20.72839506],0
s6,1,0.830911,0.045596,[47  6] ; [20  3],[46.72368421  6.27631579] ; [20.27631579  2.72368421],0
b2,1,0.842324,0.03957,[ 7 24] ; [ 3 12],[ 6.73913043 24.26086957] ; [ 3.26086957 11.73913043],0
b3,1,0.842324,0.03957,[ 7 24] ; [ 3 12],[ 6.73913043 24.26086957] ; [ 3.26086957 11.73913043],0
v4,1,0.846722,0.037366,[56  2] ; [22  1],[55.85185185  2.14814815] ; [22.14814815  0.85185185],0
n3,1,0.892795,0.018162,[7 2] ; [6 2],[6.88235294 2.11764706] ; [6.11764706 1.88235294],0
b4,1,0.912251,0.012144,[32 26] ; [13 10],[32.22222222 25.77777778] ; [12.77777778 10.22222222],0
u3,1,0.982959,0.000456,[13  8] ; [8 5],[12.97058824  8.02941176] ; [8.02941176 4.97058824],0
s7,1,0.994561,4.6e-05,[39 17] ; [16  7],[38.98734177 17.01265823] ; [16.01265823  6.98734177],0
