Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,94.801368,[279 109] ; [ 43 117],[227.98540146 160.01459854] ; [94.01459854 65.98540146],1
s2,1,0.0,91.964987,[268 122] ; [ 38 121],[217.37704918 172.62295082] ; [88.62295082 70.37704918],1
s7,1,0.0,68.087998,[247 129] ; [ 41 114],[203.93220339 172.06779661] ; [84.06779661 70.93220339],1
s8,1,0.0,52.693606,[231 159] ; [ 41 121],[192.17391304 197.82608696] ; [79.82608696 82.17391304],1
s5,1,0.0,42.527562,[172 210] ; [ 24 133],[138.90909091 243.09090909] ; [57.09090909 99.90909091],1
r4,1,0.0,27.458545,[371  21] ; [130  32],[354.49819495  37.50180505] ; [146.50180505  15.49819495],1
p4,1,5e-06,20.780244,[277 113] ; [81 79],[253.85454545 136.14545455] ; [104.14545455  55.85454545],1
p6,1,0.000167,14.166824,[173 213] ; [ 44 116],[153.41025641 232.58974359] ; [63.58974359 96.41025641],1
p2,1,0.00021,13.74186,[344  46] ; [121  39],[329.72727273  60.27272727] ; [135.27272727  24.72727273],1
s4,1,0.000248,13.424257,[ 74 311] ; [ 11 151],[ 59.82632541 325.17367459] ; [ 25.17367459 136.82632541],1
r3,1,0.000376,12.649237,[378  12] ; [145  17],[369.51086957  20.48913043] ; [153.48913043   8.51086957],1
v4,1,0.000439,12.360242,[381  11] ; [146  16],[372.89530686  19.10469314] ; [154.10469314   7.89530686],1
p12,1,0.000452,12.302685,[ 47 343] ; [  4 156],[ 36.16363636 353.83636364] ; [ 14.83636364 145.16363636],1
p7,1,0.001676,9.874438,[263 113] ; [90 71],[247.16573557 128.83426443] ; [105.83426443  55.16573557],0
p9,1,0.003624,8.463426,[349  38] ; [129  30],[338.8021978  48.1978022] ; [139.1978022  19.8021978],0
r1,1,0.003799,8.377301,[335  57] ; [121  40],[323.24050633  68.75949367] ; [132.75949367  28.24050633],0
v1,1,0.00407,8.252355,[243 139] ; [80 79],[228.0702403 153.9297597] ; [94.9297597 64.0702403],0
p5,1,0.004481,8.077652,[ 62 327] ; [ 11 149],[ 51.72495446 337.27504554] ; [ 21.27504554 138.72495446],0
r2,1,0.011135,6.443614,[376  14] ; [144  14],[370.0729927  19.9270073] ; [149.9270073   8.0729927],0
p3,1,0.0127,6.210405,[218 173] ; [71 90],[204.70833333 186.29166667] ; [84.29166667 76.70833333],0
u1,1,0.021498,5.285994,[ 98 294] ; [ 26 136],[ 87.7400722 304.2599278] ; [ 36.2599278 125.7400722],0
b5,1,0.022321,5.220627,[249 143] ; [86 76],[237.03971119 154.96028881] ; [97.96028881 64.03971119],0
u4,1,0.024702,5.044652,[ 17 375] ; [  1 161],[ 12.73646209 379.26353791] ; [  5.26353791 156.73646209],0
n6,1,0.034222,4.4836,[362  29] ; [139  21],[355.51905626  35.48094374] ; [145.48094374  14.51905626],0
n4,1,0.065948,3.381107,[355  37] ; [138  24],[348.83754513  43.16245487] ; [144.16245487  17.83754513],0
p10,1,0.075166,3.166446,[339  50] ; [130  30],[332.3151184  56.6848816] ; [136.6848816  23.3151184],0
p8,1,0.076291,3.142193,[222 161] ; [80 81],[212.62132353 170.37867647] ; [89.37867647 71.62132353],0
v2,1,0.083253,3.000222,[234 146] ; [84 73],[225.02793296 154.97206704] ; [92.97206704 64.02793296],0
a7,1,0.138006,2.200058,[292  99] ; [111  51],[284.94213382 106.05786618] ; [118.05786618  43.94213382],0
d3,1,0.141222,2.164594,[306  86] ; [117  45],[299.30685921  92.69314079] ; [123.69314079  38.30685921],0
a3,1,0.196334,1.669439,[311  80] ; [120  41],[305.29166667  85.70833333] ; [125.70833333  35.29166667],0
u3,1,0.211807,1.559032,[50 31] ; [21 21],[46.75609756 34.24390244] ; [24.24390244 17.75609756],0
n2,1,0.262477,1.255645,[60 16] ; [30 13],[57.4789916 18.5210084] ; [32.5210084 10.4789916],0
n1,1,0.294583,1.098556,[35 40] ; [15 26],[32.32758621 42.67241379] ; [17.67241379 23.32758621],0
p11,1,0.314555,1.011453,[324  68] ; [128  34],[319.8267148  72.1732852] ; [132.1732852  29.8267148],0
v3,1,0.314989,1.009641,[170 209] ; [63 94],[164.75186567 214.24813433] ; [68.24813433 88.75186567],0
a2,1,0.323863,0.973284,[118 274] ; [ 42 120],[113.21299639 278.78700361] ; [ 46.78700361 115.21299639],0
b2,1,0.364155,0.823513,[102 146] ; [46 53],[105.77521614 142.22478386] ; [42.22478386 56.77521614],0
b3,1,0.364155,0.823513,[102 146] ; [46 53],[105.77521614 142.22478386] ; [42.22478386 56.77521614],0
a6,1,0.375866,0.784181,[270 121] ; [118  44],[274.3363472 116.6636528] ; [113.6636528  48.3363472],0
d5,1,0.385057,0.754494,[349  43] ; [140  22],[346.00722022  45.99277978] ; [142.99277978  19.00722022],0
u2,1,0.503732,0.447064,[48 32] ; [22 19],[46.28099174 33.71900826] ; [23.71900826 17.28099174],0
a1,1,0.515004,0.423886,[ 25 367] ; [  8 154],[ 23.35018051 368.64981949] ; [  9.64981949 152.35018051],0
d1,1,0.521853,0.410229,[284 108] ; [113  49],[280.90974729 111.09025271] ; [116.09025271  45.90974729],0
