Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.003125,8.732937,[213 105] ; [12 18],[205.60344828 112.39655172] ; [19.39655172 10.60344828],0
s4,1,0.010283,6.585175,[ 55 261] ; [11 19],[ 60.27745665 255.72254335] ; [ 5.72254335 24.27745665],0
a5,1,0.017989,5.59726,[259  59] ; [19 11],[254.03448276  63.96551724] ; [23.96551724  6.03448276],0
r3,1,0.020455,5.372638,[305  13] ; [25  4],[302.42074928  15.57925072] ; [27.57925072  1.42074928],0
d5,1,0.021818,5.260214,[263  52] ; [20 10],[258.39130435  56.60869565] ; [24.60869565  5.39130435],0
r4,1,0.032159,4.589993,[292  26] ; [24  6],[288.75862069  29.24137931] ; [27.24137931  2.75862069],0
v3,1,0.038467,4.284253,[158 151] ; [ 9 20],[152.67159763 156.32840237] ; [14.32840237 14.67159763],0
a4,1,0.050019,3.840807,[165 152] ; [10 20],[159.870317 157.129683] ; [15.129683 14.870317],0
n1,1,0.067123,3.352019,[36 27] ; [3 8],[33.2027027 29.7972973] ; [5.7972973 5.2027027],0
r1,1,0.068186,3.326149,[273  45] ; [22  8],[269.56896552  48.43103448] ; [25.43103448  4.56896552],0
p3,1,0.068661,3.314751,[191 125] ; [13 17],[186.31213873 129.68786127] ; [17.68786127 12.31213873],0
p5,1,0.078626,3.093079,[ 62 252] ; [ 2 28],[ 58.41860465 255.58139535] ; [ 5.58139535 24.41860465],0
u1,1,0.107904,2.584656,[ 85 233] ; [ 4 26],[ 81.32758621 236.67241379] ; [ 7.67241379 22.32758621],0
a8,1,0.11992,2.418366,[ 54 231] ; [ 2 26],[ 50.99041534 234.00958466] ; [ 5.00958466 22.99041534],0
s2,1,0.125282,2.350016,[241  76] ; [19 11],[237.52161383  79.47838617] ; [22.47838617  7.52161383],0
a7,1,0.135097,2.23293,[212 106] ; [24  6],[215.65517241 102.34482759] ; [20.34482759  9.65517241],0
s5,1,0.137852,2.201771,[143 163] ; [ 9 19],[139.25748503 166.74251497] ; [12.74251497 15.25748503],0
n6,1,0.149019,2.082269,[296  20] ; [26  4],[294.08092486  21.91907514] ; [27.91907514  2.08092486],0
d2,1,0.150892,2.063213,[180 136] ; [13 17],[176.26589595 139.73410405] ; [16.73410405 13.26589595],0
s6,1,0.175201,1.837869,[268  44] ; [23  7],[265.47368421  46.52631579] ; [25.52631579  4.47368421],0
s3,1,0.186043,1.748677,[243  71] ; [20 10],[240.06395349  73.93604651] ; [22.93604651  7.06395349],0
d4,1,0.205112,1.605597,[269  46] ; [23  7],[266.60869565  48.39130435] ; [25.39130435  4.60869565],0
p6,1,0.272281,1.205219,[153 162] ; [11 18],[150.1744186 164.8255814] ; [13.8255814 15.1744186],0
p2,1,0.279688,1.168607,[276  41] ; [24  6],[274.06340058  42.93659942] ; [25.93659942  4.06340058],0
b4,1,0.284443,1.145739,[169 149] ; [19 11],[171.79310345 146.20689655] ; [16.20689655 13.79310345],0
r2,1,0.320689,0.986134,[304  10] ; [28  2],[303.04651163  10.95348837] ; [28.95348837  1.04651163],0
p12,1,0.35539,0.854117,[ 39 276] ; [ 2 28],[ 37.43478261 277.56521739] ; [ 3.56521739 26.43478261],0
a3,1,0.364342,0.82287,[263  53] ; [23  7],[261.20231214  54.79768786] ; [24.79768786  5.20231214],0
p9,1,0.380861,0.767921,[288  28] ; [25  4],[286.68985507  29.31014493] ; [26.31014493  2.68985507],0
b1,1,0.386549,0.749771,[133 185] ; [15 15],[135.24137931 182.75862069] ; [12.75862069 17.24137931],0
v1,1,0.410147,0.678375,[188 120] ; [16 14],[185.89349112 122.10650888] ; [18.10650888 11.89349112],0
p7,1,0.421127,0.647167,[217  91] ; [21  6],[218.81791045  89.18208955] ; [19.18208955  7.81791045],0
p1,1,0.431745,0.618125,[ 36 281] ; [ 2 28],[ 34.71469741 282.28530259] ; [ 3.28530259 26.71469741],0
u4,1,0.506186,0.441942,[ 13 305] ; [ 2 28],[ 13.70689655 304.29310345] ; [ 1.29310345 28.70689655],0
b5,1,0.56117,0.337682,[184 134] ; [19 11],[185.5 132.5] ; [17.5 12.5],0
a6,1,0.564889,0.33131,[204 111] ; [21  9],[205.43478261 109.56521739] ; [19.56521739 10.43478261],0
u3,1,0.593778,0.284483,[37 18] ; [4 3],[36.37096774 18.62903226] ; [4.62903226 2.37096774],0
d3,1,0.601513,0.27272,[225  91] ; [20 10],[223.75722543  92.24277457] ; [21.24277457  8.75722543],0
p4,1,0.628106,0.234638,[224  92] ; [20 10],[222.84393064  93.15606936] ; [21.15606936  8.84393064],0
n3,1,0.655447,0.199102,[41 22] ; [7 5],[40.32 22.68] ; [7.68 4.32],0
p8,1,0.720643,0.127878,[183 129] ; [18 11],[183.90615836 128.09384164] ; [17.09384164 11.90615836],0
a2,1,0.766109,0.088488,[ 93 225] ; [ 8 22],[ 92.29310345 225.70689655] ; [ 8.70689655 21.29310345],0
p11,1,0.777775,0.079648,[261  57] ; [24  6],[260.43103448  57.56896552] ; [24.56896552  5.43103448],0
p10,1,0.815879,0.054219,[278  39] ; [25  4],[277.60404624  39.39595376] ; [25.39595376  3.60404624],0
n2,1,0.846172,0.037638,[51 12] ; [10  2],[51.24 11.76] ; [9.76 2.24],0
s8,1,0.853396,0.034147,[226  89] ; [22  8],[226.43478261  88.56521739] ; [21.56521739  8.43478261],0
v4,1,0.877095,0.023917,[308   9] ; [29  1],[307.86455331   9.13544669] ; [29.13544669  0.86455331],0
u2,1,0.8846,0.021066,[33 22] ; [4 3],[32.82258065 22.17741935] ; [4.17741935 2.82258065],0
b3,1,0.924123,0.009071,[ 99 130] ; [ 8 11],[ 98.80241935 130.19758065] ; [ 8.19758065 10.80241935],0
b2,1,0.924123,0.009071,[ 99 130] ; [ 8 11],[ 98.80241935 130.19758065] ; [ 8.19758065 10.80241935],0
v2,1,0.999055,1e-06,[190 123] ; [17 11],[190.00293255 122.99706745] ; [16.99706745 11.00293255],0
