Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.059417,3.553572,[4 7] ; [11  4],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
p2,1,0.068108,3.328047,[6 5] ; [13  2],[8.03846154 2.96153846] ; [10.96153846  4.03846154],0
b1,1,0.068733,3.31303,[9 2] ; [7 8],[6.76923077 4.23076923] ; [9.23076923 5.76923077],0
p4,1,0.125695,2.344877,[4 7] ; [10  5],[5.92307692 5.07692308] ; [8.07692308 6.92307692],0
u2,1,0.136844,2.213095,[5 1] ; [2 3],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
s7,1,0.145251,2.121429,[2 6] ; [8 6],[3.63636364 4.36363636] ; [6.36363636 7.63636364],0
d5,1,0.164725,1.930303,[6 5] ; [12  3],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
s8,1,0.183902,1.765803,[3 8] ; [8 7],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
p9,1,0.188206,1.731602,[5 6] ; [10  4],[6.6 4.4] ; [8.4 5.6],0
d2,1,0.233703,1.418182,[2 9] ; [6 9],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
s5,1,0.261253,1.262107,[ 1 10] ; [ 4 11],[2.11538462 8.88461538] ; [ 2.88461538 12.11538462],0
b5,1,0.279426,1.169881,[5 6] ; [10  5],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
n4,1,0.279426,1.169881,[5 6] ; [10  5],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
r4,1,0.279426,1.169881,[6 5] ; [ 5 10],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
p7,1,0.315266,1.008485,[8 3] ; [8 7],[6.76923077 4.23076923] ; [9.23076923 5.76923077],0
p11,1,0.319806,0.989741,[6 5] ; [11  4],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
s4,1,0.363892,0.824418,[2 9] ; [ 1 14],[1.26923077 9.73076923] ; [ 1.73076923 13.26923077],0
s6,1,0.391153,0.735354,[4 7] ; [8 7],[5.07692308 5.92307692] ; [6.92307692 8.07692308],0
a3,1,0.404657,0.694444,[5 5] ; [10  5],[6. 4.] ; [9. 6.],0
p10,1,0.40905,0.681561,[7 4] ; [11  3],[7.92 3.08] ; [10.08  3.92],0
p8,1,0.462325,0.54026,[6 5] ; [6 9],[5.07692308 5.92307692] ; [6.92307692 8.07692308],0
n1,1,0.490153,0.47619,[1 2] ; [1 6],[0.6 2.4] ; [1.4 5.6],0
n3,1,0.490153,0.47619,[2 1] ; [3 4],[1.5 1.5] ; [3.5 3.5],0
v3,1,0.500352,0.454189,[3 8] ; [6 9],[3.80769231 7.19230769] ; [5.19230769 9.80769231],0
a4,1,0.530236,0.393939,[5 6] ; [ 5 10],[4.23076923 6.76923077] ; [5.76923077 9.23076923],0
r3,1,0.596613,0.280135,[7 4] ; [11  4],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
b4,1,0.596613,0.280135,[7 4] ; [11  4],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
b3,1,0.596701,0.28,[1 4] ; [3 6],[1.42857143 3.57142857] ; [2.57142857 6.42857143],0
b2,1,0.596701,0.28,[1 4] ; [3 6],[1.42857143 3.57142857] ; [2.57142857 6.42857143],0
a8,1,0.711138,0.137143,[2 8] ; [ 2 12],[1.66666667 8.33333333] ; [ 2.33333333 11.66666667],0
a2,1,0.737989,0.111902,[ 1 10] ; [ 2 13],[1.26923077 9.73076923] ; [ 1.73076923 13.26923077],0
u3,1,0.740144,0.11,[3 3] ; [3 2],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
d1,1,0.740797,0.109428,[3 8] ; [ 5 10],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
v1,1,0.740797,0.109428,[3 8] ; [ 5 10],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
p3,1,0.740797,0.109428,[3 8] ; [ 5 10],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
v2,1,0.742174,0.108225,[4 6] ; [7 8],[4.4 5.6] ; [6.6 8.4],0
n2,1,0.77816,0.079365,[2 1] ; [4 3],[1.8 1.2] ; [4.2 2.8],0
a7,1,0.780914,0.077355,[6 5] ; [9 6],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
a5,1,0.780914,0.077355,[6 5] ; [9 6],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
s1,1,0.818726,0.052525,[ 1 10] ; [ 1 14],[ 0.84615385 10.15384615] ; [ 1.15384615 13.84615385],0
s2,1,0.840342,0.040584,[2 9] ; [ 3 11],[2.2 8.8] ; [ 2.8 11.2],0
a6,1,0.850646,0.035455,[4 7] ; [6 9],[4.23076923 6.76923077] ; [5.76923077 9.23076923],0
v4,1,0.850646,0.035455,[7 4] ; [9 6],[6.76923077 4.23076923] ; [9.23076923 5.76923077],0
s3,1,0.94277,0.005154,[3 8] ; [ 4 10],[3.08 7.92] ; [ 3.92 10.08],0
d3,1,0.951159,0.003752,[6 5] ; [8 7],[5.92307692 5.07692308] ; [8.07692308 6.92307692],0
p6,1,0.972542,0.001185,[3 8] ; [ 4 11],[2.96153846 8.03846154] ; [ 4.03846154 10.96153846],0
d4,1,0.972542,0.001185,[8 3] ; [11  4],[8.03846154 2.96153846] ; [10.96153846  4.03846154],0
