Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,25.258661,[61 44] ; [ 7 41],[46.66666667 58.33333333] ; [21.33333333 26.66666667],1
s2,1,2e-06,22.248078,[68 37] ; [11 36],[54.57236842 50.42763158] ; [24.42763158 22.57236842],1
s3,1,2.1e-05,18.078141,[71 32] ; [15 32],[59.05333333 43.94666667] ; [26.94666667 20.05333333],1
s5,1,2.8e-05,17.518057,[52 50] ; [ 7 40],[40.38926174 61.61073826] ; [18.61073826 28.38926174],1
v4,1,0.000149,14.381486,[103   2] ; [38  9],[97.40131579  7.59868421] ; [43.59868421  3.40131579],1
s7,1,0.000179,14.034873,[56 43] ; [10 34],[45.69230769 53.30769231] ; [20.30769231 23.69230769],1
p6,1,0.000664,11.587308,[44 59] ; [ 7 41],[34.78807947 68.21192053] ; [16.21192053 31.78807947],1
r4,1,0.001169,10.539152,[97  8] ; [35 13],[90.58823529 14.41176471] ; [41.41176471  6.58823529],0
p9,1,0.002995,8.810458,[94 11] ; [33 14],[87.73026316 17.26973684] ; [39.26973684  7.73026316],0
p10,1,0.00464,8.014778,[89 14] ; [32 16],[82.53642384 20.46357616] ; [38.46357616  9.53642384],0
n6,1,0.005208,7.805821,[90 15] ; [31 16],[83.58552632 21.41447368] ; [37.41447368  9.58552632],0
p8,1,0.00654,7.395177,[63 42] ; [17 30],[55.26315789 49.73684211] ; [24.73684211 22.26315789],0
p5,1,0.007496,7.150035,[19 85] ; [ 1 45],[13.86666667 90.13333333] ; [ 6.13333333 39.86666667],0
p7,1,0.050551,3.823088,[68 34] ; [24 24],[62.56 39.44] ; [29.44 18.56],0
r1,1,0.05832,3.584541,[87 17] ; [33 14],[82.64900662 21.35099338] ; [37.35099338  9.64900662],0
a2,1,0.065186,3.400276,[27 78] ; [ 6 42],[22.64705882 82.35294118] ; [10.35294118 37.64705882],0
s4,1,0.078896,3.0875,[26 78] ; [ 6 42],[21.89473684 82.10526316] ; [10.10526316 37.89473684],0
p2,1,0.087959,2.911331,[88 16] ; [35 13],[84.15789474 19.84210526] ; [38.84210526  9.15789474],0
d5,1,0.101819,2.67681,[84 20] ; [33 15],[80.05263158 23.94736842] ; [36.94736842 11.05263158],0
a4,1,0.130565,2.285777,[50 53] ; [17 31],[45.70198675 57.29801325] ; [21.29801325 26.70198675],0
d4,1,0.136083,2.221706,[83 21] ; [33 15],[79.36842105 24.63157895] ; [36.63157895 11.36842105],0
a5,1,0.13766,2.203929,[78 27] ; [30 18],[74.11764706 30.88235294] ; [33.88235294 14.11764706],0
d3,1,0.171912,1.866187,[69 36] ; [26 22],[65.19607843 39.80392157] ; [29.80392157 18.19607843],0
r3,1,0.186108,1.748166,[95 10] ; [39  8],[92.56578947 12.43421053] ; [41.43421053  5.56578947],0
a3,1,0.201172,1.633843,[77 27] ; [30 17],[73.69536424 30.30463576] ; [33.30463576 13.69536424],0
r2,1,0.243465,1.360419,[101   4] ; [44  4],[99.50980392  5.49019608] ; [45.49019608  2.50980392],0
n2,1,0.245952,1.346154,[22  4] ; [6 3],[20.8  5.2] ; [7.2 1.8],0
s1,1,0.248166,1.333597,[ 4 98] ; [ 4 43],[ 5.47651007 96.52348993] ; [ 2.52348993 44.47651007],0
p1,1,0.250176,1.322322,[13 92] ; [ 3 45],[10.98039216 94.01960784] ; [ 5.01960784 42.98039216],0
p4,1,0.256974,1.284988,[67 38] ; [26 22],[63.82352941 41.17647059] ; [29.17647059 18.82352941],0
b1,1,0.262221,1.256991,[54 51] ; [20 28],[50.78431373 54.21568627] ; [23.21568627 24.78431373],0
d1,1,0.321804,0.981601,[55 50] ; [21 27],[52.15686275 52.84313725] ; [23.84313725 24.15686275],0
n5,1,0.328133,0.95625,[84 21] ; [35 13],[81.66666667 23.33333333] ; [37.33333333 10.66666667],0
p11,1,0.331133,0.944463,[80 25] ; [33 15],[77.54901961 27.45098039] ; [35.45098039 12.54901961],0
a8,1,0.336438,0.923958,[15 83] ; [ 4 39],[13.20567376 84.79432624] ; [ 5.79432624 37.20567376],0
p3,1,0.33884,0.914815,[52 52] ; [20 28],[49.26315789 54.73684211] ; [22.73684211 25.26315789],0
d2,1,0.341139,0.906146,[48 57] ; [18 30],[45.29411765 59.70588235] ; [20.70588235 27.29411765],0
n4,1,0.419585,0.651476,[82 22] ; [35 13],[80.05263158 23.94736842] ; [36.94736842 11.05263158],0
u3,1,0.423838,0.639649,[17 11] ; [13  5],[18.26086957  9.73913043] ; [11.73913043  6.26086957],0
n1,1,0.49169,0.472827,[15 11] ; [4 5],[14.11428571 11.88571429] ; [4.88571429 4.11428571],0
u1,1,0.553407,0.351249,[17 88] ; [ 6 42],[15.78431373 89.21568627] ; [ 7.21568627 40.78431373],0
a7,1,0.625547,0.238147,[72 33] ; [31 17],[70.68627451 34.31372549] ; [32.31372549 15.68627451],0
