Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,79.989832,[ 51 187] ; [208 147],[103.94940978 134.05059022] ; [155.05059022 199.94940978],1
v1,1,0.0,29.295448,[103 135] ; [234 122],[135.02693603 102.97306397] ; [201.97306397 154.02693603],1
p9,1,0.002122,9.44067,[192  47] ; [318  38],[204.85714286  34.14285714] ; [305.14285714  50.85714286],0
p10,1,0.003063,8.769451,[188  51] ; [314  44],[200.9681742  38.0318258] ; [301.0318258  56.9681742],0
a5,1,0.004186,8.201288,[174  67] ; [297  65],[188.24378109  52.75621891] ; [282.75621891  79.24378109],0
b1,1,0.004244,8.176154,[106 135] ; [118 245],[ 89.37748344 151.62251656] ; [134.62251656 228.37748344],0
a7,1,0.009122,6.798686,[166  75] ; [282  78],[179.64725458  61.35274542] ; [268.35274542  91.64725458],0
a6,1,0.011041,6.458679,[152  89] ; [263  98],[166.13787375  74.86212625] ; [248.86212625 112.13787375],0
s1,1,0.020258,5.389493,[ 13 225] ; [  7 350],[  8. 230.] ; [ 12. 345.],0
r3,1,0.020737,5.348756,[226  14] ; [353   8],[231.21464226   8.78535774] ; [347.78535774  13.21464226],0
a3,1,0.021086,5.319663,[166  73] ; [281  80],[178.055  60.945] ; [268.945  92.055],0
p3,1,0.04376,4.06581,[113 126] ; [201 160],[125.07666667 113.92333333] ; [188.92333333 172.07666667],0
p7,1,0.047094,3.942017,[147  90] ; [246 106],[158.13412564  78.86587436] ; [234.86587436 117.13412564],0
u1,1,0.049093,3.872161,[ 44 197] ; [ 91 272],[ 53.86589404 187.13410596] ; [ 81.13410596 281.86589404],0
s4,1,0.06052,3.523063,[ 48 187] ; [ 52 306],[ 39.62900506 195.37099494] ; [ 60.37099494 297.62900506],0
p11,1,0.061664,3.492046,[188  53] ; [305  58],[196.7102649  44.2897351] ; [296.2897351  66.7102649],0
d2,1,0.092044,2.838256,[118 123] ; [202 159],[128.10631229 112.89368771] ; [191.89368771 169.10631229],0
p12,1,0.100829,2.692376,[ 16 224] ; [ 38 321],[ 21.6360601 218.3639399] ; [ 32.3639399 326.6360601],0
s8,1,0.112475,2.519098,[107 132] ; [184 174],[116.49748744 122.50251256] ; [174.50251256 183.49748744],0
n1,1,0.128502,2.310511,[29 32] ; [20 39],[24.90833333 36.09166667] ; [24.09166667 34.90833333],0
a1,1,0.129226,2.301772,[  7 234] ; [ 20 343],[ 10.77317881 230.22682119] ; [ 16.22682119 346.77317881],0
d4,1,0.138394,2.195729,[196  44] ; [311  50],[202.4625624  37.5374376] ; [304.5374376  56.4625624],0
