Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000411,12.480544,[49 42] ; [ 6 27],[40.36290323 50.63709677] ; [14.63709677 18.36290323],1
v2,1,0.000655,11.613938,[34 54] ; [23  8],[42.1512605 45.8487395] ; [14.8487395 16.1512605],1
p12,1,0.022858,5.179235,[ 2 89] ; [ 4 29],[ 4.40322581 86.59677419] ; [ 1.59677419 31.40322581],0
r4,1,0.024042,5.091584,[69 22] ; [31  2],[73.38709677 17.61290323] ; [26.61290323  6.38709677],0
p9,1,0.027883,4.835266,[62 29] ; [29  4],[66.78225806 24.21774194] ; [24.21774194  8.78225806],0
d4,1,0.033424,4.523926,[62 28] ; [29  4],[66.58536585 23.41463415] ; [24.41463415  8.58536585],0
u1,1,0.035525,4.41975,[ 7 84] ; [ 7 26],[10.27419355 80.72580645] ; [ 3.72580645 29.27419355],0
d3,1,0.037485,4.328236,[52 37] ; [26  7],[56.90163934 32.09836066] ; [21.09836066 11.90163934],0
a7,1,0.039826,4.22529,[56 34] ; [27  6],[60.73170732 29.26829268] ; [22.26829268 10.73170732],0
a2,1,0.040024,4.21685,[ 9 82] ; [ 8 25],[12.47580645 78.52419355] ; [ 4.52419355 28.47580645],0
v1,1,0.049465,3.859485,[34 56] ; [19 14],[38.7804878 51.2195122] ; [14.2195122 18.7804878],0
p10,1,0.051432,3.794162,[61 30] ; [28  5],[65.31451613 25.68548387] ; [23.68548387  9.31451613],0
a6,1,0.058986,3.565656,[49 42] ; [24  9],[53.57258065 37.42741935] ; [19.42741935 13.57258065],0
s6,1,0.067195,3.350241,[51 39] ; [24  8],[55.32786885 34.67213115] ; [19.67213115 12.32786885],0
r1,1,0.069855,3.286432,[59 32] ; [27  6],[63.11290323 27.88709677] ; [22.88709677 10.11290323],0
p6,1,0.09619,2.7676,[37 52] ; [ 8 24],[33.09917355 55.90082645] ; [11.90082645 20.09917355],0
p11,1,0.108943,2.569491,[61 30] ; [27  6],[64.58064516 26.41935484] ; [23.41935484  9.58064516],0
n6,1,0.109914,2.55546,[57 34] ; [25  7],[60.66666667 30.33333333] ; [21.33333333 10.66666667],0
s7,1,0.117067,2.456125,[28 58] ; [15 16],[31.60683761 54.39316239] ; [11.39316239 19.60683761],0
s5,1,0.125623,2.345779,[23 65] ; [13 19],[26.4 61.6] ; [ 9.6 22.4],0
s8,1,0.13938,2.184789,[28 62] ; [15 18],[31.46341463 58.53658537] ; [11.53658537 21.46341463],0
a5,1,0.172648,1.859799,[54 37] ; [24  9],[57.24193548 33.75806452] ; [20.75806452 12.24193548],0
