Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,47.79769,[118  62] ; [16 66],[92.0610687 87.9389313] ; [41.9389313 40.0610687],1
s2,1,0.0,42.981859,[109  72] ; [14 69],[84.32954545 96.67045455] ; [38.67045455 44.32954545],1
s8,1,0.0,36.424009,[100  81] ; [13 70],[ 77.47348485 103.52651515] ; [35.52651515 47.47348485],1
s5,1,0.0,36.038066,[75 99] ; [ 5 78],[ 54.16342412 119.83657588] ; [25.83657588 57.16342412],1
s7,1,1e-06,23.937018,[100  75] ; [19 60],[81.98818898 93.01181102] ; [37.01181102 41.98818898],1
r4,1,0.000546,11.952188,[167  14] ; [64 19],[158.375  22.625] ; [72.625 10.375],1
p4,1,0.001377,10.236064,[134  47] ; [45 38],[122.72348485  58.27651515] ; [56.27651515 26.72348485],0
r3,1,0.005997,7.551099,[174   6] ; [73 10],[169.04942966  10.95057034] ; [77.95057034  5.04942966],0
p6,1,0.009441,6.737529,[92 87] ; [28 54],[82.29885057 96.70114943] ; [37.70114943 44.29885057],0
s4,1,0.011483,6.388946,[ 43 134] ; [ 9 74],[ 35.4 141.6] ; [16.6 66.4],0
p5,1,0.012478,6.241583,[ 25 156] ; [ 3 80],[ 19.1969697 161.8030303] ; [ 8.8030303 74.1969697],0
p7,1,0.0232,5.153474,[147  30] ; [58 24],[140.0965251  36.9034749] ; [64.9034749 17.0965251],0
a3,1,0.026683,4.911219,[125  55] ; [46 37],[117.03422053  62.96577947] ; [53.96577947 29.03422053],0
r1,1,0.035065,4.442023,[147  34] ; [57 25],[140.39543726  40.60456274] ; [63.60456274 18.39543726],0
n5,1,0.03684,4.357784,[141  39] ; [55 28],[134.14448669  45.85551331] ; [61.85551331 21.14448669],0
a5,1,0.072993,3.214407,[137  44] ; [54 29],[130.95075758  50.04924242] ; [60.04924242 22.95075758],0
n4,1,0.089597,2.881608,[138  43] ; [55 28],[132.3219697  48.6780303] ; [60.6780303 22.3219697],0
u1,1,0.090693,2.862023,[ 32 149] ; [ 8 75],[ 27.42424242 153.57575758] ; [12.57575758 70.42424242],0
b5,1,0.108391,2.577532,[101  80] ; [55 28],[106.95454545  74.04545455] ; [49.04545455 33.95454545],0
p10,1,0.116505,2.463681,[154  25] ; [65 18],[149.6221374  29.3778626] ; [69.3778626 13.6221374],0
v1,1,0.128166,2.314581,[87 90] ; [32 50],[81.32432432 95.67567568] ; [37.67567568 44.32432432],0
r2,1,0.133606,2.250093,[167  10] ; [74  9],[164.06538462  12.93461538] ; [76.93461538  6.06538462],0
d4,1,0.147578,2.097106,[151  30] ; [63 20],[146.71969697  34.28030303] ; [67.28030303 15.71969697],0
p9,1,0.155588,2.016593,[157  23] ; [66 16],[153.20610687  26.79389313] ; [69.79389313 12.20610687],0
p2,1,0.168711,1.894358,[165  16] ; [71 12],[161.8030303  19.1969697] ; [74.1969697  8.8030303],0
p3,1,0.171456,1.870171,[109  72] ; [42 40],[103.92015209  77.07984791] ; [47.07984791 34.92015209],0
b2,1,0.208413,1.582418,[39 72] ; [10 31],[35.78289474 75.21710526] ; [13.21710526 27.78289474],0
b3,1,0.208413,1.582418,[39 72] ; [10 31],[35.78289474 75.21710526] ; [13.21710526 27.78289474],0
u3,1,0.211505,1.561096,[34 21] ; [18 19],[31.08695652 23.91304348] ; [20.91304348 16.08695652],0
a8,1,0.218445,1.514558,[ 27 138] ; [ 8 69],[ 23.86363636 141.13636364] ; [11.13636364 65.86363636],0
u2,1,0.219042,1.510634,[33 23] ; [17 20],[30.10752688 25.89247312] ; [19.89247312 17.10752688],0
n6,1,0.291146,1.114316,[155  26] ; [66 16],[152.09505703  28.90494297] ; [68.90494297 13.09505703],0
v4,1,0.311035,1.026276,[174   6] ; [78  5],[172.47148289   7.52851711] ; [79.52851711  3.47148289],0
d5,1,0.32052,0.986825,[147  34] ; [63 20],[143.97727273  37.02272727] ; [66.02272727 16.97727273],0
a4,1,0.374432,0.788904,[ 71 109] ; [28 55],[ 67.75665399 112.24334601] ; [31.24334601 51.75665399],0
p11,1,0.439991,0.596306,[155  26] ; [68 15],[152.89015152  28.10984848] ; [70.10984848 12.89015152],0
n1,1,0.476665,0.506483,[17 17] ; [ 8 12],[15.74074074 18.25925926] ; [ 9.25925926 10.74074074],0
v2,1,0.480054,0.498742,[ 67 110] ; [34 46],[ 69.56031128 107.43968872] ; [31.43968872 48.56031128],0
d1,1,0.490656,0.475088,[102  79] ; [43 40],[99.41287879 81.58712121] ; [45.58712121 37.41287879],0
s1,1,0.539224,0.37698,[  6 175] ; [ 4 78],[  6.88212928 174.11787072] ; [ 3.11787072 78.88212928],0
a7,1,0.549603,0.35803,[135  46] ; [59 24],[133.00757576  47.99242424] ; [60.99242424 22.00757576],0
n2,1,0.600304,0.274538,[26  8] ; [14  6],[25.18518519  8.81481481] ; [14.81481481  5.18518519],0
a2,1,0.631825,0.229594,[ 35 146] ; [14 69],[ 33.59469697 147.40530303] ; [15.40530303 67.59469697],0
p1,1,0.758773,0.094306,[ 15 165] ; [ 6 77],[ 14.37262357 165.62737643] ; [ 6.62737643 76.37262357],0
a6,1,0.764723,0.089571,[119  62] ; [53 30],[117.92424242  63.07575758] ; [54.07575758 28.92424242],0
d3,1,0.769085,0.086185,[121  60] ; [57 26],[122.03787879  58.96212121] ; [55.96212121 27.03787879],0
n3,1,0.901164,0.015423,[22 11] ; [13  7],[21.79245283 11.20754717] ; [13.20754717  6.79245283],0
d2,1,0.979051,0.00069,[ 81 100] ; [37 46],[ 80.90151515 100.09848485] ; [37.09848485 45.90151515],0
b4,1,0.991155,0.000123,[98 83] ; [45 38],[98.04166667 82.95833333] ; [44.95833333 38.04166667],0
b1,1,0.997544,9e-06,[ 72 109] ; [33 50],[ 71.98863636 109.01136364] ; [33.01136364 49.98863636],0
