Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,41.935916,[39 59] ; [181  55],[64.5508982 33.4491018] ; [155.4491018  80.5508982],1
d3,1,2e-06,22.661579,[45 53] ; [172  63],[63.86186186 34.13813814] ; [153.13813814  81.86186186],1
d5,1,0.000552,11.930791,[64 34] ; [195  41],[75.99401198 22.00598802] ; [183.00598802  52.99401198],1
a2,1,0.001149,10.571242,[10 88] ; [ 62 174],[21.1257485 76.8742515] ; [ 50.8742515 185.1257485],0
d4,1,0.00175,9.795269,[65 32] ; [195  41],[75.73573574 21.26426426] ; [184.26426426  51.73573574],0
u1,1,0.002152,9.415316,[ 6 92] ; [ 46 190],[15.25748503 82.74251497] ; [ 36.74251497 199.25748503],0
b5,1,0.003091,8.753203,[46 52] ; [152  84],[58.09580838 39.90419162] ; [139.90419162  96.09580838],0
r4,1,0.004047,8.262822,[77 21] ; [213  23],[85.08982036 12.91017964] ; [204.91017964  31.08982036],0
r1,1,0.004848,7.935436,[66 32] ; [190  43],[75.79456193 22.20543807] ; [180.20543807  52.79456193],0
a5,1,0.006687,7.355043,[58 40] ; [175  61],[68.36526946 29.63473054] ; [164.63473054  71.36526946],0
d1,1,0.007835,7.070702,[40 58] ; [134 102],[51.05389222 46.94610778] ; [122.94610778 113.05389222],0
a3,1,0.009091,6.80492,[57 40] ; [173  63],[66.996997 30.003003] ; [163.003003  72.996997],0
s6,1,0.015822,5.822526,[55 39] ; [169  65],[64.19512195 29.80487805] ; [159.80487805  74.19512195],0
n6,1,0.020409,5.376581,[71 26] ; [197  37],[78.53776435 18.46223565] ; [189.46223565  44.53776435],0
p9,1,0.023737,5.113715,[73 25] ; [198  35],[80.23564955 17.76435045] ; [190.76435045  42.23564955],0
p10,1,0.026851,4.900372,[70 27] ; [194  40],[77.36555891 19.63444109] ; [186.63444109  47.36555891],0
v4,1,0.033653,4.512252,[86 10] ; [224  10],[90.18181818  5.81818182] ; [219.81818182  14.18181818],0
n4,1,0.036456,4.375641,[63 34] ; [179  56],[70.70481928 26.29518072] ; [171.29518072  63.70481928],0
r3,1,0.038308,4.291305,[88 10] ; [224  10],[92.09638554  5.90361446] ; [219.90361446  14.09638554],0
n3,1,0.046017,3.980963,[18  9] ; [43  7],[21.38961039  5.61038961] ; [39.61038961 10.38961039],0
r2,1,0.055025,3.681327,[85 12] ; [216  14],[89.28746177  7.71253823] ; [211.71253823  18.28746177],0
a8,1,0.066937,3.356589,[ 9 83] ; [ 39 177],[14.33766234 77.66233766] ; [ 33.66233766 182.33766234],0
p4,1,0.075475,3.159748,[56 42] ; [159  77],[63.08383234 34.91616766] ; [151.91616766  84.08383234],0
b1,1,0.082733,3.010371,[50 48] ; [ 96 140],[42.83832335 55.16167665] ; [103.16167665 132.83832335],0
p2,1,0.083389,2.997589,[80 17] ; [211  25],[84.76576577 12.23423423] ; [206.23423423  29.76576577],0
s5,1,0.116099,2.469176,[39 55] ; [ 75 157],[32.87116564 61.12883436] ; [ 81.12883436 150.87116564],0
s4,1,0.160215,1.972194,[24 74] ; [ 41 190],[19.36170213 78.63829787] ; [ 45.63829787 185.36170213],0
s2,1,0.161294,1.962051,[42 56] ; [121 115],[47.82634731 50.17365269] ; [115.17365269 120.82634731],0
v2,1,0.178211,1.812479,[35 61] ; [102 127],[40.46769231 55.53230769] ; [ 96.53230769 132.46769231],0
p1,1,0.211828,1.558891,[ 8 90] ; [ 11 224],[ 5.59159159 92.40840841] ; [ 13.40840841 221.59159159],0
p8,1,0.357545,0.846498,[58 40] ; [151  83],[61.69277108 36.30722892] ; [147.30722892  86.69277108],0
p3,1,0.420571,0.648719,[48 50] ; [127 109],[51.34730539 46.65269461] ; [123.65269461 112.34730539],0
v1,1,0.479547,0.499893,[41 55] ; [109 123],[43.90243902 52.09756098] ; [106.09756098 125.90243902],0
s3,1,0.518325,0.417225,[57 40] ; [129 106],[54.34337349 42.65662651] ; [131.65662651 103.34337349],0
u4,1,0.519851,0.414189,[ 1 97] ; [  1 235],[ 0.58682635 97.41317365] ; [  1.41317365 234.58682635],0
b3,1,0.526061,0.401994,[19 43] ; [50 92],[20.97058824 41.02941176] ; [48.02941176 93.97058824],0
b2,1,0.526061,0.401994,[19 43] ; [50 92],[20.97058824 41.02941176] ; [48.02941176 93.97058824],0
u3,1,0.546749,0.363173,[20 21] ; [34 28],[21.49514563 19.50485437] ; [32.50485437 29.49514563],0
s1,1,0.600907,0.27363,[ 4 93] ; [  7 227],[ 3.22356495 93.77643505] ; [  7.77643505 226.22356495],0
n5,1,0.676237,0.174393,[67 30] ; [167  67],[68.57401813 28.42598187] ; [165.42598187  68.57401813],0
s7,1,0.699028,0.149485,[41 53] ; [103 121],[42.56603774 51.43396226] ; [101.43396226 122.56603774],0
a4,1,0.744934,0.105837,[38 59] ; [ 97 139],[39.32432432 57.67567568] ; [ 95.67567568 140.32432432],0
s8,1,0.74665,0.104368,[39 58] ; [ 99 136],[40.31927711 56.68072289] ; [ 97.68072289 137.31927711],0
p5,1,0.790199,0.070784,[10 87] ; [ 22 213],[ 9.34939759 87.65060241] ; [ 22.65060241 212.34939759],0
n2,1,0.805987,0.060322,[20  8] ; [37 13],[20.46153846  7.53846154] ; [36.53846154 13.46153846],0
p12,1,0.808756,0.058579,[ 6 91] ; [ 13 223],[ 5.53453453 91.46546547] ; [ 13.46546547 222.53453453],0
u2,1,0.87485,0.024807,[21 19] ; [33 28],[21.38613861 18.61386139] ; [32.61386139 28.38613861],0
p6,1,0.926479,0.008515,[45 50] ; [110 125],[44.62121212 50.37878788] ; [110.37878788 124.62121212],0
n1,1,0.928075,0.008148,[10 17] ; [18 32],[ 9.81818182 17.18181818] ; [18.18181818 31.81818182],0
a1,1,0.948465,0.004178,[ 4 94] ; [ 10 226],[ 4.10778443 93.89221557] ; [  9.89221557 226.10778443],0
p11,1,0.970686,0.00135,[77 21] ; [185  51],[76.8742515 21.1257485] ; [185.1257485  50.8742515],0
d2,1,0.997691,8e-06,[44 54] ; [106 130],[44.01197605 53.98802395] ; [105.98802395 130.01197605],0
b4,1,0.997691,8e-06,[54 44] ; [130 106],[53.98802395 44.01197605] ; [130.01197605 105.98802395],0
