Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5e-06,20.756666,[19 34] ; [77 28],[32.20253165 20.79746835] ; [63.79746835 41.20253165],1
a6,1,0.000184,13.985189,[21 32] ; [74 31],[31.86708861 21.13291139] ; [63.13291139 41.86708861],1
u1,1,0.000488,12.161799,[ 1 52] ; [25 81],[ 8.66666667 44.33333333] ; [17.33333333 88.66666667],1
d5,1,0.001167,10.541544,[30 23] ; [85 20],[38.57594937 14.42405063] ; [76.42405063 28.57594937],0
p2,1,0.00294,8.84434,[27 26] ; [79 27],[35.33333333 17.66666667] ; [70.66666667 35.33333333],0
d4,1,0.003333,8.615538,[32 20] ; [87 18],[39.41401274 12.58598726] ; [79.58598726 25.41401274],0
b5,1,0.007376,7.179157,[26 27] ; [75 31],[33.66666667 19.33333333] ; [67.33333333 38.66666667],0
a2,1,0.00936,6.752824,[ 5 48] ; [29 77],[11.33333333 41.66666667] ; [22.66666667 83.33333333],0
a3,1,0.017016,5.694744,[26 27] ; [72 33],[32.87341772 20.12658228] ; [65.12658228 39.87341772],0
n2,1,0.026993,4.891266,[20  2] ; [22 12],[16.5  5.5] ; [25.5  8.5],0
p5,1,0.02896,4.77,[ 6 47] ; [  3 103],[ 3. 50.] ; [  6. 100.],0
r1,1,0.033152,4.537904,[40 13] ; [93 12],[44.61392405  8.38607595] ; [88.38607595 16.61392405],0
d1,1,0.072461,3.226379,[20 33] ; [56 50],[25.33333333 27.66666667] ; [50.66666667 55.33333333],0
b1,1,0.091056,2.855603,[29 24] ; [43 63],[24. 29.] ; [48. 58.],0
s6,1,0.112184,2.523189,[23 29] ; [60 44],[27.66666667 24.33333333] ; [55.33333333 48.66666667],0
n6,1,0.121833,2.393592,[32 20] ; [78 28],[36.20253165 15.79746835] ; [73.79746835 32.20253165],0
p8,1,0.153289,2.039216,[14 38] ; [40 64],[18. 34.] ; [36. 68.],0
s5,1,0.159842,1.975723,[14 37] ; [18 84],[10.66666667 40.33333333] ; [21.33333333 80.66666667],0
u2,1,0.162292,1.952739,[15 11] ; [13 20],[12.33898305 13.66101695] ; [15.66101695 17.33898305],0
n4,1,0.165853,1.920036,[30 22] ; [73 33],[33.89873418 18.10126582] ; [69.10126582 36.89873418],0
n5,1,0.21627,1.528953,[25 27] ; [62 44],[28.63291139 23.36708861] ; [58.36708861 47.63291139],0
r2,1,0.216286,1.528846,[51  2] ; [105   1],[52.  1.] ; [104.   2.],0
s4,1,0.229444,1.444304,[ 5 48] ; [17 86],[ 7.47435897 45.52564103] ; [14.52564103 88.47435897],0
p7,1,0.258776,1.275294,[29 24] ; [47 57],[25.65605096 27.34394904] ; [50.34394904 53.65605096],0
v1,1,0.302138,1.064732,[18 35] ; [45 61],[21. 32.] ; [42. 64.],0
