Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,94.918077,[127 200] ; [210  57],[185.52020202 141.47979798] ; [151.47979798 115.52020202],1
v1,1,0.0,29.82753,[156 173] ; [186  81],[188.7885906 140.2114094] ; [153.2114094 113.7885906],1
s8,1,2.3e-05,17.958007,[131 206] ; [149 116],[156.74418605 180.25581395] ; [123.25581395 141.74418605],1
s7,1,0.000141,14.484646,[151 172] ; [158  94],[173.5773913 149.4226087] ; [135.4226087 116.5773913],1
p3,1,0.00016,14.246363,[157 180] ; [165 101],[179.95688226 157.04311774] ; [142.04311774 123.95688226],1
p12,1,0.001718,9.828725,[ 21 314] ; [ 37 230],[ 32.27574751 302.72425249] ; [ 25.72425249 241.27574751],0
s4,1,0.002028,9.524119,[ 62 269] ; [ 26 241],[ 48.7090301 282.2909699] ; [ 39.2909699 227.7090301],0
s2,1,0.004372,8.122311,[159 178] ; [156 109],[176.3372093 160.6627907] ; [138.6627907 126.3372093],0
p5,1,0.005518,7.701476,[ 38 298] ; [ 52 216],[ 50.06622517 285.93377483] ; [ 39.93377483 228.06622517],0
r3,1,0.006976,7.279063,[303  33] ; [258  11],[311.56363636  24.43636364] ; [249.43636364  19.56363636],0
d1,1,0.008386,6.949189,[189 149] ; [180  91],[204.79802956 133.20197044] ; [164.20197044 106.79802956],0
a3,1,0.008574,6.909556,[234 102] ; [212  56],[248.10596026  87.89403974] ; [197.89403974  70.10596026],0
r4,1,0.009468,6.732277,[289  49] ; [250  21],[299.14942529  38.85057471] ; [239.85057471  31.14942529],0
p7,1,0.009606,6.706622,[201 131] ; [184  76],[215.91216216 116.08783784] ; [169.08783784  90.91216216],0
p10,1,0.012655,6.216662,[270  66] ; [233  32],[281.21131448  54.78868552] ; [221.78868552  43.21131448],0
p4,1,0.014973,5.919695,[199 138] ; [182  83],[213.28405316 123.71594684] ; [167.71594684  97.28405316],0
a1,1,0.016838,5.713166,[ 14 324] ; [ 24 247],[ 21.09031199 316.90968801] ; [ 16.90968801 254.09031199],0
v4,1,0.018504,5.547753,[307  30] ; [259  11],[314.23723229  22.76276771] ; [251.76276771  18.23723229],0
r1,1,0.022099,5.237983,[259  77] ; [229  42],[270.12850082  65.87149918] ; [217.87149918  53.12850082],0
n6,1,0.027614,4.852033,[299  37] ; [254  16],[306.61386139  29.38613861] ; [246.38613861  23.61386139],0
p1,1,0.032312,4.581874,[ 26 310] ; [ 35 234],[ 33.87768595 302.12231405] ; [ 27.12231405 241.87768595],0
d2,1,0.050931,3.810534,[165 171] ; [153 115],[176.90066225 159.09933775] ; [141.09933775 126.90066225],0
p11,1,0.058441,3.581087,[261  77] ; [226  45],[270.28899836  67.71100164] ; [216.71100164  54.28899836],0
r2,1,0.068051,3.329407,[310  24] ; [258  10],[315.13621262  18.86378738] ; [252.86378738  15.13621262],0
d5,1,0.068956,3.30769,[267  71] ; [228  41],[275.63426689  62.36573311] ; [219.36573311  49.63426689],0
p8,1,0.072655,3.221988,[173 160] ; [156 107],[183.8204698 149.1795302] ; [145.1795302 117.8204698],0
a2,1,0.091094,2.854928,[ 77 261] ; [ 78 193],[ 86.02627258 251.97372742] ; [ 68.97372742 202.02627258],0
d4,1,0.095151,2.784988,[264  74] ; [223  44],[272.07603306  65.92396694] ; [214.92396694  52.07603306],0
p6,1,0.097162,2.751517,[124 209] ; [116 148],[133.86934673 199.13065327] ; [106.13065327 157.86934673],0
d3,1,0.103765,2.646699,[215 123] ; [188  81],[224.40527183 113.59472817] ; [178.59472817  90.40527183],0
p9,1,0.103989,2.64327,[277  56] ; [233  32],[283.99665552  49.00334448] ; [226.00334448  38.99665552],0
s5,1,0.112669,2.516377,[110 219] ; [103 156],[119.17857143 209.82142857] ; [ 93.82142857 165.17857143],0
u4,1,0.118609,2.435599,[  4 334] ; [  8 263],[  6.66009852 331.33990148] ; [  5.33990148 265.66009852],0
a4,1,0.147252,2.100487,[152 183] ; [138 131],[160.84437086 174.15562914] ; [129.15562914 139.84437086],0
a5,1,0.156864,2.004196,[250  88] ; [213  57],[257.39144737  80.60855263] ; [205.60855263  64.39144737],0
u1,1,0.176007,1.831021,[ 60 278] ; [ 60 211],[ 66.60098522 271.39901478] ; [ 53.39901478 217.60098522],0
s3,1,0.189843,1.718836,[186 151] ; [158 103],[193.85953177 143.14046823] ; [150.14046823 110.85953177],0
n3,1,0.217423,1.521298,[52 26] ; [34 10],[54.98360656 23.01639344] ; [31.01639344 12.98360656],0
n2,1,0.309848,1.031322,[59 21] ; [36  8],[61.29032258 18.70967742] ; [33.70967742 10.29032258],0
b4,1,0.328292,0.955622,[190 148] ; [163 108],[195.91789819 142.08210181] ; [157.08210181 113.91789819],0
s1,1,0.3974,0.716178,[ 13 321] ; [  7 258],[ 11.15191987 322.84808013] ; [  8.84808013 256.15191987],0
s6,1,0.398504,0.712837,[225 107] ; [186  76],[229.71717172 102.28282828] ; [181.28282828  80.71717172],0
u3,1,0.41233,0.672072,[53 51] ; [34 25],[55.50920245 48.49079755] ; [31.49079755 27.50920245],0
u2,1,0.419258,0.652394,[50 53] ; [32 26],[52.45962733 50.54037267] ; [29.54037267 28.45962733],0
p2,1,0.469866,0.522291,[277  59] ; [226  41],[280.27860697  55.72139303] ; [222.72139303  44.27860697],0
b2,1,0.580199,0.305912,[ 80 128] ; [ 75 107],[ 82.66666667 125.33333333] ; [ 72.33333333 109.66666667],0
