Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.059537,3.550235,[14 23] ; [15  9],[17.59016393 19.40983607] ; [11.40983607 12.59016393],0
a4,1,0.120884,2.405824,[13 25] ; [13 11],[15.93548387 22.06451613] ; [10.06451613 13.93548387],0
v2,1,0.134247,2.24269,[19 19] ; [16  7],[21.80327869 16.19672131] ; [13.19672131  9.80327869],0
u1,1,0.134401,2.240923,[ 9 30] ; [ 2 22],[ 6.80952381 32.19047619] ; [ 4.19047619 19.80952381],0
b5,1,0.136674,2.215008,[22 17] ; [18  6],[24.76190476 14.23809524] ; [15.23809524  8.76190476],0
p7,1,0.145727,2.116418,[17 20] ; [15  8],[19.73333333 17.26666667] ; [12.26666667 10.73333333],0
s1,1,0.149081,2.081627,[ 2 35] ; [ 4 20],[ 3.63934426 33.36065574] ; [ 2.36065574 21.63934426],0
p4,1,0.154745,2.02484,[14 25] ; [13 11],[16.71428571 22.28571429] ; [10.28571429 13.71428571],0
n1,1,0.159599,1.978022,[5 8] ; [5 2],[6.5 6.5] ; [3.5 3.5],0
b1,1,0.163836,1.938462,[19 20] ; [16  8],[21.66666667 17.33333333] ; [13.33333333 10.66666667],0
a6,1,0.180784,1.791164,[21 18] ; [17  7],[23.52380952 15.47619048] ; [14.47619048  9.52380952],0
d5,1,0.205811,1.600651,[25 14] ; [19  5],[27.23809524 11.76190476] ; [16.76190476  7.23809524],0
s4,1,0.215022,1.537288,[ 4 35] ; [ 5 18],[ 5.66129032 33.33870968] ; [ 3.33870968 19.66129032],0
p2,1,0.271028,1.211538,[24 15] ; [18  6],[26. 13.] ; [16.  8.],0
p5,1,0.296386,1.090385,[ 1 38] ; [ 2 22],[ 1.85714286 37.14285714] ; [ 1.14285714 22.85714286],0
a7,1,0.304294,1.055282,[22 16] ; [17  7],[23.90322581 14.09677419] ; [15.09677419  8.90322581],0
n3,1,0.305507,1.05,[9 5] ; [6 1],[10.  4.] ; [5. 2.],0
s3,1,0.324974,0.968822,[22 17] ; [10 13],[20.12903226 18.87096774] ; [11.87096774 11.12903226],0
u3,1,0.342095,0.902564,[6 7] ; [6 3],[7.09090909 5.90909091] ; [4.90909091 4.09090909],0
s2,1,0.381544,0.765723,[15 24] ; [11 11],[16.62295082 22.37704918] ; [ 9.37704918 12.62295082],0
d4,1,0.388245,0.74443,[27 12] ; [19  5],[28.47619048 10.52380952] ; [17.52380952  6.47619048],0
a8,1,0.407577,0.685858,[ 4 30] ; [ 1 19],[ 3.14814815 30.85185185] ; [ 1.85185185 18.14814815],0
s8,1,0.409539,0.680138,[ 8 30] ; [ 7 16],[ 9.3442623 28.6557377] ; [ 5.6557377 17.3442623],0
b2,1,0.432768,0.615385,[ 7 18] ; [6 9],[ 8.125 16.875] ; [ 4.875 10.125],0
b3,1,0.432768,0.615385,[ 7 18] ; [6 9],[ 8.125 16.875] ; [ 4.875 10.125],0
d3,1,0.441498,0.592386,[28 11] ; [15  9],[26.61904762 12.38095238] ; [16.38095238  7.61904762],0
p8,1,0.441498,0.592386,[11 28] ; [ 9 15],[12.38095238 26.61904762] ; [ 7.61904762 16.38095238],0
d2,1,0.458032,0.550699,[20 19] ; [10 14],[18.57142857 20.42857143] ; [11.42857143 12.57142857],0
u2,1,0.466394,0.530507,[7 6] ; [3 5],[6.19047619 6.80952381] ; [3.80952381 4.19047619],0
p6,1,0.481471,0.495529,[ 8 31] ; [ 6 15],[ 9.1 29.9] ; [ 4.9 16.1],0
a5,1,0.484002,0.489833,[26 13] ; [18  6],[27.23809524 11.76190476] ; [16.76190476  7.23809524],0
r3,1,0.550229,0.356908,[35  3] ; [21  3],[34.32258065  3.67741935] ; [21.67741935  2.32258065],0
b4,1,0.563833,0.33311,[24 15] ; [13 11],[22.9047619 16.0952381] ; [14.0952381  9.9047619],0
a2,1,0.589707,0.290801,[ 9 30] ; [ 7 17],[ 9.9047619 29.0952381] ; [ 6.0952381 17.9047619],0
n4,1,0.623433,0.241073,[28 10] ; [19  5],[28.80645161  9.19354839] ; [18.19354839  5.80645161],0
s5,1,0.650436,0.205351,[ 8 30] ; [ 6 17],[ 8.72131148 29.27868852] ; [ 5.27868852 17.72131148],0
