Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,35.261206,[ 26 120] ; [44 34],[ 45.625 100.375] ; [24.375 53.625],1
s2,1,1e-06,25.139722,[ 43 103] ; [50 28],[60.61607143 85.38392857] ; [32.38392857 45.61607143],1
s3,1,6e-06,20.391194,[54 90] ; [54 24],[70.05405405 73.94594595] ; [37.94594595 40.05405405],1
s6,1,2.9e-05,17.483675,[65 79] ; [58 20],[79.78378378 64.21621622] ; [43.21621622 34.78378378],1
s4,1,5.5e-05,16.273623,[ 19 128] ; [28 50],[ 30.70666667 116.29333333] ; [16.29333333 61.70666667],1
a3,1,0.000387,12.593935,[79 67] ; [61 17],[91.25 54.75] ; [48.75 29.25],1
p6,1,0.001074,10.695282,[ 29 115] ; [31 45],[ 39.27272727 104.72727273] ; [20.72727273 55.27272727],0
a2,1,0.002758,8.961156,[ 14 133] ; [19 59],[ 21.56 125.44] ; [11.44 66.56],0
s5,1,0.003403,8.577478,[ 30 109] ; [30 44],[39.15492958 99.84507042] ; [20.84507042 53.15492958],0
u1,1,0.004757,7.969486,[ 10 137] ; [15 63],[ 16.33333333 130.66666667] ; [ 8.66666667 69.33333333],0
p10,1,0.006066,7.530641,[87 58] ; [61 17],[96.23318386 48.76681614] ; [51.76681614 26.23318386],0
n4,1,0.010995,6.466091,[48 99] ; [39 39],[56.84 90.16] ; [30.16 47.84],0
d3,1,0.015356,5.875182,[91 55] ; [61 17],[99.07142857 46.92857143] ; [52.92857143 25.07142857],0
a5,1,0.024021,5.093118,[85 62] ; [57 21],[92.77333333 54.22666667] ; [49.22666667 28.77333333],0
u2,1,0.026965,4.893036,[34 33] ; [13  3],[37.93975904 29.06024096] ; [9.06024096 6.93975904],0
d2,1,0.027279,4.873065,[53 94] ; [40 38],[60.76 86.24] ; [32.24 45.76],0
d5,1,0.042488,4.115674,[106  40] ; [66 12],[112.10714286  33.89285714] ; [59.89285714 18.10714286],0
n1,1,0.049004,3.875233,[ 9 34] ; [ 9 11],[12.28571429 30.71428571] ; [ 5.71428571 14.28571429],0
u3,1,0.059668,3.54658,[38 28] ; [14  3],[41.34939759 24.65060241] ; [10.65060241  6.34939759],0
p7,1,0.064073,3.428685,[71 73] ; [48 29],[77.53846154 66.46153846] ; [41.46153846 35.53846154],0
d1,1,0.070963,3.260602,[70 77] ; [47 31],[76.44 70.56] ; [40.56 37.44],0
p3,1,0.074508,3.180796,[50 97] ; [36 42],[56.18666667 90.81333333] ; [29.81333333 48.18666667],0
r4,1,0.07865,3.092571,[126  21] ; [73  5],[130.01333333  16.98666667] ; [68.98666667  9.01333333],0
p9,1,0.086291,2.942247,[102  44] ; [62 15],[107.37219731  38.62780269] ; [56.62780269 20.37219731],0
b3,1,0.090441,2.866504,[18 53] ; [21 32],[22.33064516 48.66935484] ; [16.66935484 36.33064516],0
b2,1,0.090441,2.866504,[18 53] ; [21 32],[22.33064516 48.66935484] ; [16.66935484 36.33064516],0
r3,1,0.093598,2.811371,[138   9] ; [77  1],[140.46666667   6.53333333] ; [74.53333333  3.46666667],0
a4,1,0.099476,2.713922,[ 46 101] ; [33 45],[51.61333333 95.38666667] ; [27.38666667 50.61333333],0
p4,1,0.114343,2.493151,[57 89] ; [39 39],[62.57142857 83.42857143] ; [33.42857143 44.57142857],0
v1,1,0.130658,2.28467,[48 94] ; [34 43],[53.16894977 88.83105023] ; [28.83105023 48.16894977],0
b4,1,0.137732,2.203113,[85 62] ; [53 25],[90.16 56.84] ; [47.84 30.16],0
d4,1,0.163956,1.937352,[115  32] ; [67 11],[118.90666667  28.09333333] ; [63.09333333 14.90666667],0
a8,1,0.19998,1.64252,[  7 129] ; [ 7 64],[  9.19806763 126.80193237] ; [ 4.80193237 66.19806763],0
n3,1,0.230841,1.435674,[30 13] ; [16  3],[31.90322581 11.09677419] ; [14.09677419  4.90322581],0
b1,1,0.27551,1.189105,[54 93] ; [23 55],[50.30666667 96.69333333] ; [26.69333333 51.30666667],0
b5,1,0.358281,0.843909,[94 53] ; [45 33],[90.81333333 56.18666667] ; [48.18666667 29.81333333],0
