Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,33.728015,[263  85] ; [40 51],[240.19134396 107.80865604] ; [62.80865604 28.19134396],1
p10,1,0.0,29.278653,[271  74] ; [45 45],[250.62068966  94.37931034] ; [65.37931034 24.62068966],1
p11,1,1e-06,24.775479,[282  68] ; [51 41],[263.68778281  86.31221719] ; [69.31221719 22.68778281],1
v4,1,2e-06,22.999042,[337  13] ; [74 16],[326.93181818  23.06818182] ; [84.06818182  5.93181818],1
r3,1,7e-06,20.159468,[331  18] ; [74 18],[320.51020408  28.48979592] ; [84.48979592  7.51020408],1
r4,1,3e-05,17.430134,[321  29] ; [70 22],[309.61538462  40.38461538] ; [81.38461538 10.61538462],1
p9,1,3.3e-05,17.238358,[279  65] ; [55 36],[264.12873563  79.87126437] ; [69.87126437 21.12873563],1
n4,1,6.2e-05,16.052193,[270  79] ; [52 40],[254.82539683  94.17460317] ; [67.17460317 24.82539683],1
p2,1,0.006527,7.398596,[282  66] ; [61 29],[272.52054795  75.47945205] ; [70.47945205 19.52054795],0
p7,1,0.008444,6.936831,[211 135] ; [40 48],[200.10599078 145.89400922] ; [50.89400922 37.10599078],0
p4,1,0.008619,6.900021,[185 162] ; [34 56],[173.89702517 173.10297483] ; [45.10297483 44.89702517],0
b1,1,0.014448,5.98253,[119 231] ; [44 48],[129.07239819 220.92760181] ; [33.92760181 58.07239819],0
s6,1,0.018018,5.594413,[162 179] ; [31 61],[151.99307159 189.00692841] ; [41.00692841 50.99307159],0
p6,1,0.018027,5.593543,[108 238] ; [16 71],[ 99.08545035 246.91454965] ; [24.91454965 62.08545035],0
p8,1,0.02083,5.340963,[176 166] ; [34 56],[166.25 175.75] ; [43.75 46.25],0
p3,1,0.027065,4.886653,[164 185] ; [31 60],[154.67045455 194.32954545] ; [40.32954545 50.67045455],0
v1,1,0.031889,4.604469,[171 171] ; [34 57],[161.91685912 180.08314088] ; [43.08314088 47.91685912],0
v2,1,0.033652,4.512308,[183 155] ; [36 51],[174.16941176 163.83058824] ; [44.83058824 42.16941176],0
d4,1,0.037953,4.307127,[274  75] ; [62 29],[266.50909091  82.49090909] ; [69.49090909 21.50909091],0
s1,1,0.040247,4.207431,[  4 342] ; [ 4 87],[  6.33409611 339.66590389] ; [ 1.66590389 89.33409611],0
s7,1,0.050618,3.820855,[ 93 242] ; [15 71],[ 85.93824228 249.06175772] ; [22.06175772 63.93824228],0
v3,1,0.051432,3.794136,[127 215] ; [22 63],[119.33957845 222.66042155] ; [29.66042155 55.33957845],0
d1,1,0.072289,3.230265,[189 161] ; [40 52],[181.33484163 168.66515837] ; [47.66515837 44.33484163],0
a5,1,0.07451,3.180761,[247 103] ; [56 36],[239.9321267 110.0678733] ; [63.0678733 28.9321267],0
a1,1,0.078567,3.094301,[ 12 338] ; [ 7 85],[ 15.04524887 334.95475113] ; [ 3.95475113 88.04524887],0
s5,1,0.110715,2.543979,[ 68 274] ; [11 77],[ 62.83255814 279.16744186] ; [16.16744186 71.83255814],0
d3,1,0.112018,2.525523,[235 115] ; [53 38],[228.57142857 121.42857143] ; [59.42857143 31.57142857],0
s8,1,0.122194,2.388975,[ 87 260] ; [16 76],[ 81.41457859 265.58542141] ; [21.58542141 70.41457859],0
a7,1,0.198567,1.652883,[248 101] ; [59 33],[242.95464853 106.04535147] ; [64.04535147 27.95464853],0
u2,1,0.205178,1.605126,[56 63] ; [18 12],[59.10067114 59.89932886] ; [14.89932886 15.10067114],0
u1,1,0.246424,1.343467,[ 46 304] ; [ 8 84],[ 42.760181 307.239819] ; [11.239819 80.760181],0
s4,1,0.26092,1.263871,[ 36 310] ; [ 6 86],[ 33.17808219 312.82191781] ; [ 8.82191781 83.17808219],0
p1,1,0.27263,1.203468,[ 26 323] ; [10 81],[ 28.55454545 320.44545455] ; [ 7.44545455 83.55454545],0
n3,1,0.284038,1.14767,[59 21] ; [19 11],[56.72727273 23.27272727] ; [21.27272727  8.72727273],0
s3,1,0.286942,1.133913,[ 80 265] ; [26 65],[ 83.87614679 261.12385321] ; [22.12385321 68.87614679],0
r1,1,0.293047,1.10557,[275  73] ; [68 24],[271.28181818  76.71818182] ; [71.71818182 20.28181818],0
d5,1,0.441264,0.592994,[272  78] ; [68 24],[269.23076923  80.76923077] ; [70.76923077 21.23076923],0
a8,1,0.461362,0.542589,[ 34 279] ; [ 7 79],[ 32.16290727 280.83709273] ; [ 8.83709273 77.16290727],0
u3,1,0.539511,0.376448,[61 60] ; [17 13],[62.50331126 58.49668874] ; [15.49668874 14.50331126],0
b2,1,0.550044,0.357238,[ 77 127] ; [18 36],[ 75.11627907 128.88372093] ; [19.88372093 34.11627907],0
b3,1,0.550044,0.357238,[ 77 127] ; [18 36],[ 75.11627907 128.88372093] ; [19.88372093 34.11627907],0
a2,1,0.573806,0.316356,[ 70 280] ; [16 76],[ 68.09954751 281.90045249] ; [17.90045249 74.09954751],0
n1,1,0.63343,0.227439,[30 51] ; [13 18],[31.09821429 49.90178571] ; [11.90178571 19.09821429],0
d2,1,0.640783,0.21772,[149 198] ; [42 50],[150.97266515 196.02733485] ; [40.02733485 51.97266515],0
p5,1,0.658902,0.19486,[ 32 317] ; [ 7 84],[ 30.93409091 318.06590909] ; [ 8.06590909 82.93409091],0
b4,1,0.685938,0.163518,[206 144] ; [52 40],[204.29864253 145.70135747] ; [53.70135747 38.29864253],0
b5,1,0.764002,0.090138,[207 143] ; [56 36],[208.25791855 141.74208145] ; [54.74208145 37.25791855],0
n2,1,0.784583,0.074721,[56 26] ; [21 11],[55.38596491 26.61403509] ; [21.61403509 10.38596491],0
a3,1,0.801027,0.063513,[229 118] ; [62 30],[230.01594533 116.98405467] ; [60.98405467 31.01594533],0
u4,1,0.835907,0.042904,[  3 347] ; [ 1 91],[  3.16742081 346.83257919] ; [ 0.83257919 91.16742081],0
a6,1,0.861444,0.030463,[244 106] ; [65 27],[244.68325792 105.31674208] ; [64.31674208 27.68325792],0
a4,1,0.8865,0.020373,[142 204] ; [37 55],[141.40182648 204.59817352] ; [37.59817352 54.40182648],0
