Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,27.533253,[82 10] ; [13 17],[71.63934426 20.36065574] ; [23.36065574  6.63934426],1
s7,1,0.31238,1.020585,[38 46] ; [10 19],[35.68141593 48.31858407] ; [12.31858407 16.68141593],0
p7,1,0.327602,0.958356,[53 35] ; [15 15],[50.71186441 37.28813559] ; [17.28813559 12.71186441],0
b5,1,0.334777,0.930331,[49 43] ; [19 11],[51.27868852 40.72131148] ; [16.72131148 13.27868852],0
d2,1,0.345905,0.888425,[23 69] ; [ 5 25],[21.1147541 70.8852459] ; [ 6.8852459 23.1147541],0
s6,1,0.387673,0.746227,[60 29] ; [17 12],[58.07627119 30.92372881] ; [18.92372881 10.07627119],0
r4,1,0.411359,0.67487,[85  7] ; [29  1],[85.96721311  6.03278689] ; [28.03278689  1.96721311],0
a3,1,0.457519,0.551957,[52 38] ; [15 15],[50.25 39.75] ; [16.75 13.25],0
a7,1,0.459347,0.547484,[62 30] ; [18 12],[60.32786885 31.67213115] ; [19.67213115 10.32786885],0
p11,1,0.490753,0.474875,[73 19] ; [22  8],[71.63934426 20.36065574] ; [23.36065574  6.63934426],0
n2,1,0.495521,0.464516,[20  4] ; [11  1],[20.66666667  3.33333333] ; [10.33333333  1.66666667],0
u3,1,0.508251,0.437666,[20 20] ; [9 6],[21.09090909 18.90909091] ; [7.90909091 7.09090909],0
p2,1,0.526255,0.401618,[69 22] ; [21  9],[67.68595041 23.31404959] ; [22.31404959  7.68595041],0
s8,1,0.586214,0.296296,[35 55] ; [10 20],[33.75 56.25] ; [11.25 18.75],0
v2,1,0.592078,0.28711,[43 42] ; [13 16],[41.75438596 43.24561404] ; [14.24561404 14.75438596],0
b4,1,0.595124,0.282413,[47 45] ; [17 13],[48.26229508 43.73770492] ; [15.73770492 14.26229508],0
a2,1,0.604844,0.267752,[ 9 83] ; [ 2 28],[ 8.29508197 83.70491803] ; [ 2.70491803 27.29508197],0
s2,1,0.640982,0.21746,[35 54] ; [10 19],[33.94067797 55.05932203] ; [11.05932203 17.94067797],0
d1,1,0.643924,0.213647,[ 5 87] ; [ 1 29],[ 4.52459016 87.47540984] ; [ 1.47540984 28.52459016],0
v4,1,0.667424,0.18463,[87  5] ; [28  1],[87.43801653  4.56198347] ; [27.56198347  1.43801653],0
p1,1,0.68087,0.169148,[15 76] ; [ 4 26],[14.2892562 76.7107438] ; [ 4.7107438 25.2892562],0
d3,1,0.682826,0.166962,[30 62] ; [11 19],[30.91803279 61.08196721] ; [10.08196721 19.91803279],0
s3,1,0.711997,0.136291,[43 44] ; [16 14],[43.87179487 43.12820513] ; [15.12820513 14.87179487],0
a1,1,0.721785,0.126789,[ 2 90] ; [ 1 29],[ 2.26229508 89.73770492] ; [ 0.73770492 29.26229508],0
a8,1,0.789983,0.070933,[10 72] ; [ 3 26],[ 9.6036036 72.3963964] ; [ 3.3963964 25.6036036],0
r2,1,0.801083,0.063476,[87  5] ; [28  2],[86.72131148  5.27868852] ; [28.27868852  1.72131148],0
a6,1,0.848351,0.036566,[57 35] ; [18 12],[56.55737705 35.44262295] ; [18.44262295 11.55737705],0
v1,1,0.871702,0.026081,[45 45] ; [15 14],[45.37815126 44.62184874] ; [14.62184874 14.37815126],0
a5,1,0.892516,0.018258,[57 35] ; [19 11],[57.31147541 34.68852459] ; [18.68852459 11.31147541],0
u2,1,0.91197,0.012222,[18 22] ; [7 8],[18.18181818 21.81818182] ; [6.81818182 8.18181818],0
b1,1,0.932528,0.007168,[36 56] ; [12 18],[36.19672131 55.80327869] ; [11.80327869 18.19672131],0
s1,1,0.977257,0.000813,[ 6 82] ; [ 2 28],[ 5.96610169 82.03389831] ; [ 2.03389831 27.96610169],0
p12,1,1.0,0.0,[ 6 84] ; [ 2 28],[ 6. 84.] ; [ 2. 28.],0
