Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.568987,[384 200] ; [100  12],[406.11494253 177.88505747] ; [77.88505747 34.11494253],1
s5,1,6e-06,20.47066,[181 394] ; [58 49],[201.50293255 373.49706745] ; [37.49706745 69.50293255],1
s3,1,1.4e-05,18.841008,[317 266] ; [87 27],[337.92252511 245.07747489] ; [66.07747489 47.92252511],1
s2,1,1.8e-05,18.369219,[287 301] ; [80 33],[307.84022825 280.15977175] ; [59.15977175 53.84022825],1
b3,1,0.001426,10.171678,[151 219] ; [11 47],[140.04672897 229.95327103] ; [21.95327103 36.04672897],0
b2,1,0.001426,10.171678,[151 219] ; [11 47],[140.04672897 229.95327103] ; [21.95327103 36.04672897],0
a8,1,0.003136,8.726683,[ 90 443] ; [  6 100],[ 80.07511737 452.92488263] ; [15.92488263 90.07511737],0
v3,1,0.019124,5.490097,[246 316] ; [36 77],[234.79111111 327.20888889] ; [47.20888889 65.79111111],0
n4,1,0.025105,5.01662,[473 118] ; [82 34],[463.93917963 127.06082037] ; [91.06082037 24.93917963],0
s7,1,0.028396,4.803846,[277 284] ; [68 44],[287.58543834 273.41456166] ; [57.41456166 54.58543834],0
d3,1,0.055004,3.681951,[410 179] ; [91 25],[418.56595745 170.43404255] ; [82.43404255 33.56595745],0
p6,1,0.062178,3.478315,[204 376] ; [51 64],[212.8057554 367.1942446] ; [42.1942446 72.8057554],0
u2,1,0.062715,3.464102,[101  63] ; [12 16],[96.52083333 67.47916667] ; [16.47916667 11.52083333],0
v2,1,0.076435,3.139115,[345 219] ; [59 54],[336.56720827 227.43279173] ; [67.43279173 45.56720827],0
s8,1,0.12437,2.361408,[268 319] ; [62 54],[275.54765292 311.45234708] ; [54.45234708 61.54765292],0
n3,1,0.126424,2.335875,[90 31] ; [18  2],[92.68085106 28.31914894] ; [15.31914894  4.68085106],0
p11,1,0.127097,2.327603,[476 116] ; [86 30],[469.92090395 122.07909605] ; [92.07909605 23.92090395],0
n5,1,0.150145,2.070778,[447 140] ; [81 35],[440.87624467 146.12375533] ; [87.12375533 28.87624467],0
p2,1,0.167554,1.904695,[496  91] ; [92 24],[490.97581792  96.02418208] ; [97.02418208 18.97581792],0
