Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.00418,8.204087,[48 20] ; [12 18],[41.63265306 26.36734694] ; [18.36734694 11.63265306],0
v3,1,0.004885,7.921504,[46 21] ; [11 18],[39.78125 27.21875] ; [17.21875 11.78125],0
v2,1,0.007639,7.116183,[45 22] ; [11 18],[39.08333333 27.91666667] ; [16.91666667 12.08333333],0
s2,1,0.015474,5.861648,[45 23] ; [12 18],[39.55102041 28.44897959] ; [17.44897959 12.55102041],0
s8,1,0.027617,4.851842,[46 21] ; [13 16],[41.17708333 25.82291667] ; [17.82291667 11.17708333],0
u2,1,0.042583,4.111888,[11  2] ; [5 6],[8.66666667 4.33333333] ; [7.33333333 3.66666667],0
d4,1,0.05239,3.763263,[58  9] ; [21  9],[54.56701031 12.43298969] ; [24.43298969  5.56701031],0
d5,1,0.061538,3.49543,[56 11] ; [20 10],[52.49484536 14.50515464] ; [23.50515464  6.49484536],0
a3,1,0.062615,3.466722,[55 13] ; [19 11],[51.34693878 16.65306122] ; [22.65306122  7.34693878],0
n5,1,0.067559,3.341361,[63  5] ; [24  6],[60.36734694  7.63265306] ; [26.63265306  3.36734694],0
p10,1,0.08192,3.02639,[63  4] ; [24  5],[60.71875  6.28125] ; [26.28125  2.71875],0
a4,1,0.114615,2.489406,[32 36] ; [ 9 21],[28.44897959 39.55102041] ; [12.55102041 17.44897959],0
n4,1,0.119807,2.419836,[62  6] ; [24  6],[59.67346939  8.32653061] ; [26.32653061  3.67346939],0
d2,1,0.120102,2.415995,[36 31] ; [11 19],[32.46391753 34.53608247] ; [14.53608247 15.46391753],0
s6,1,0.143565,2.139329,[53 13] ; [25  2],[55.35483871 10.64516129] ; [22.64516129  4.35483871],0
n2,1,0.189526,1.721296,[11  1] ; [7 3],[9.81818182 2.18181818] ; [8.18181818 1.81818182],0
d3,1,0.19581,1.673353,[49 18] ; [18 12],[46.27835052 20.72164948] ; [20.72164948  9.27835052],0
b1,1,0.205718,1.601307,[32 36] ; [10 20],[29.14285714 38.85714286] ; [12.85714286 17.14285714],0
p3,1,0.235322,1.408402,[51 16] ; [26  4],[53.18556701 13.81443299] ; [23.81443299  6.18556701],0
u3,1,0.239113,1.385814,[9 4] ; [5 6],[7.58333333 5.41666667] ; [6.41666667 4.58333333],0
s5,1,0.243012,1.363034,[44 18] ; [17 12],[41.56043956 20.43956044] ; [19.43956044  9.56043956],0
a2,1,0.260379,1.266741,[13 55] ; [ 3 27],[11.10204082 56.89795918] ; [ 4.89795918 25.10204082],0
p9,1,0.26678,1.233229,[65  3] ; [26  3],[63.79381443  4.20618557] ; [27.20618557  1.79381443],0
b5,1,0.276527,1.184078,[33 35] ; [11 19],[30.53061224 37.46938776] ; [13.46938776 16.53061224],0
b4,1,0.276539,1.184022,[42 26] ; [15 15],[39.55102041 28.44897959] ; [17.44897959 12.55102041],0
p12,1,0.330739,0.946003,[20 48] ; [ 6 24],[18.04081633 49.95918367] ; [ 7.95918367 22.04081633],0
n3,1,0.342095,0.902564,[6 6] ; [7 3],[7.09090909 4.90909091] ; [5.90909091 4.09090909],0
p11,1,0.391323,0.734826,[59  9] ; [24  6],[57.59183673 10.40816327] ; [25.40816327  4.59183673],0
a7,1,0.394763,0.724222,[51 17] ; [20 10],[49.26530612 18.73469388] ; [21.73469388  8.26530612],0
p1,1,0.394763,0.724222,[17 51] ; [10 20],[18.73469388 49.26530612] ; [ 8.26530612 21.73469388],0
r4,1,0.444292,0.585173,[63  5] ; [29  1],[63.83673469  4.16326531] ; [28.16326531  1.83673469],0
b3,1,0.446482,0.579567,[26 26] ; [ 8 12],[24.55555556 27.44444444] ; [ 9.44444444 10.55555556],0
b2,1,0.446482,0.579567,[26 26] ; [ 8 12],[24.55555556 27.44444444] ; [ 9.44444444 10.55555556],0
r2,1,0.478369,0.50258,[63  4] ; [27  3],[62.16494845  4.83505155] ; [27.83505155  2.16494845],0
p4,1,0.48581,0.485793,[59  8] ; [24  5],[57.92708333  9.07291667] ; [25.07291667  3.92708333],0
s4,1,0.494138,0.467504,[10 56] ; [ 3 27],[ 8.9375 57.0625] ; [ 4.0625 25.9375],0
p2,1,0.50967,0.434744,[60  8] ; [25  5],[58.97959184  9.02040816] ; [26.02040816  3.97959184],0
a1,1,0.50967,0.434744,[ 8 60] ; [ 5 25],[ 9.02040816 58.97959184] ; [ 3.97959184 26.02040816],0
p8,1,0.575814,0.313051,[55 13] ; [22  7],[53.97938144 14.02061856] ; [23.02061856  5.97938144],0
a6,1,0.606091,0.265906,[41 26] ; [20 10],[42.13402062 24.86597938] ; [18.86597938 11.13402062],0
s3,1,0.693745,0.155061,[43 24] ; [18 12],[42.13402062 24.86597938] ; [18.86597938 11.13402062],0
s1,1,0.719292,0.129172,[ 6 62] ; [ 2 28],[ 5.55102041 62.44897959] ; [ 2.44897959 27.55102041],0
a8,1,0.727107,0.121784,[10 50] ; [ 4 25],[ 9.43820225 50.56179775] ; [ 4.56179775 24.43820225],0
a5,1,0.742642,0.107818,[50 18] ; [23  7],[50.65306122 17.34693878] ; [22.34693878  7.65306122],0
u1,1,0.77274,0.083401,[13 55] ; [ 5 25],[12.48979592 55.51020408] ; [ 5.51020408 24.48979592],0
r1,1,0.77274,0.083401,[55 13] ; [25  5],[55.51020408 12.48979592] ; [24.48979592  5.51020408],0
p6,1,0.799117,0.064765,[40 26] ; [19 11],[40.5625 25.4375] ; [18.4375 11.5625],0
n6,1,0.888632,0.01961,[62  5] ; [28  2],[62.16494845  4.83505155] ; [27.83505155  2.16494845],0
n1,1,0.898708,0.016204,[7 5] ; [5 4],[6.85714286 5.14285714] ; [5.14285714 3.85714286],0
r3,1,0.903233,0.014781,[63  5] ; [28  2],[63.14285714  4.85714286] ; [27.85714286  2.14285714],0
p7,1,0.954128,0.003309,[52 14] ; [23  6],[52.10526316 13.89473684] ; [22.89473684  6.10526316],0
s7,1,0.965097,0.001915,[46 18] ; [20  8],[45.91304348 18.08695652] ; [20.08695652  7.91304348],0
