Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,86.158009,[159  91] ; [ 4 79],[122.37237237 127.62762763] ; [40.62762763 42.37237237],1
d3,1,0.0,77.159478,[191  59] ; [18 63],[157.85498489  92.14501511] ; [51.14501511 29.85498489],1
d5,1,0.0,60.418197,[212  38] ; [34 48],[185.24096386  64.75903614] ; [60.75903614 21.24096386],1
a7,1,0.0,28.080385,[191  59] ; [37 45],[171.68674699  78.31325301] ; [56.31325301 25.68674699],1
r1,1,0.0,27.497989,[189  61] ; [37 46],[169.66966967  80.33033033] ; [56.33033033 26.66966967],1
a3,1,1e-06,24.80325,[177  73] ; [33 49],[158.13253012  91.86746988] ; [51.86746988 30.13253012],1
a5,1,1.6e-05,18.576576,[169  81] ; [34 49],[152.4024024  97.5975976] ; [50.5975976 32.4024024],1
d2,1,6.7e-05,15.889835,[119 130] ; [19 64],[103.5 145.5] ; [34.5 48.5],1
r3,1,0.000103,15.087844,[228  22] ; [62 21],[217.71771772  32.28228228] ; [72.28228228 10.71771772],1
p10,1,0.000791,11.261681,[176  72] ; [41 40],[163.57446809  84.42553191] ; [53.42553191 27.57446809],1
r4,1,0.000845,11.13902,[204  46] ; [53 30],[192.94294294  57.05705706] ; [64.05705706 18.94294294],1
u1,1,0.000919,10.984988,[ 36 214] ; [ 1 82],[ 27.77777778 222.22222222] ; [ 9.22222222 73.77777778],1
a2,1,0.001585,9.977248,[ 53 197] ; [ 5 78],[ 43.54354354 206.45645646] ; [14.45645646 68.54354354],0
a4,1,0.001899,9.644639,[101 148] ; [18 65],[ 89.25 159.75] ; [29.75 53.25],0
r2,1,0.002231,9.348838,[219  26] ; [63 20],[210.6402439  34.3597561] ; [71.3597561 11.6402439],0
u2,1,0.003225,8.675556,[44 28] ; [17 33],[36. 36.] ; [25. 25.],0
u3,1,0.005247,7.792208,[39 31] ; [15 35],[31.5 38.5] ; [22.5 27.5],0
v2,1,0.006312,7.459053,[ 95 144] ; [18 61],[ 84.92767296 154.07232704] ; [28.07232704 50.92767296],0
p9,1,0.011283,6.420173,[180  68] ; [46 34],[170.87804878  77.12195122] ; [55.12195122 24.87804878],0
a6,1,0.015686,5.83776,[172  78] ; [45 38],[162.91291291  87.08708709] ; [54.08708709 28.91291291],0
p11,1,0.019636,5.44396,[179  71] ; [48 35],[170.42042042  79.57957958] ; [56.57957958 26.42042042],0
n4,1,0.020839,5.340235,[178  71] ; [48 35],[169.5  79.5] ; [56.5 26.5],0
s7,1,0.0241,5.087455,[ 84 155] ; [17 62],[ 75.90880503 163.09119497] ; [25.09119497 53.90880503],0
b4,1,0.027943,4.831556,[149 101] ; [38 45],[140.39039039 109.60960961] ; [46.60960961 36.39039039],0
s6,1,0.030705,4.669377,[120 127] ; [29 54],[111.52424242 135.47575758] ; [37.47575758 45.52424242],0
v4,1,0.0653,3.397391,[224  26] ; [68 15],[219.21921922  30.78078078] ; [72.78078078 10.21921922],0
b3,1,0.073583,3.201227,[44 92] ; [ 9 39],[39.17391304 96.82608696] ; [13.82608696 34.17391304],0
b2,1,0.073583,3.201227,[44 92] ; [ 9 39],[39.17391304 96.82608696] ; [13.82608696 34.17391304],0
p1,1,0.076165,3.144891,[ 11 238] ; [ 8 75],[ 14.25 234.75] ; [ 4.75 78.25],0
s8,1,0.085018,2.966272,[ 79 171] ; [18 65],[ 72.82282282 177.17717718] ; [24.17717718 58.82282282],0
p12,1,0.111089,2.538658,[  6 243] ; [ 5 78],[  8.25 240.75] ; [ 2.75 80.25],0
n6,1,0.151052,2.0616,[188  61] ; [56 27],[183.  66.] ; [61. 22.],0
p4,1,0.172773,1.858713,[113 133] ; [31 52],[107.67173252 138.32826748] ; [36.32826748 46.67173252],0
s2,1,0.18379,1.766709,[ 92 157] ; [24 59],[ 87. 162.] ; [29. 54.],0
p2,1,0.185549,1.752607,[181  68] ; [54 29],[176.25  72.75] ; [58.75 24.25],0
v3,1,0.24816,1.333631,[ 64 181] ; [16 65],[ 60.12269939 184.87730061] ; [19.87730061 61.12269939],0
b1,1,0.263313,1.251254,[100 150] ; [39 44],[104.35435435 145.64564565] ; [34.64564565 48.35435435],0
n2,1,0.281816,1.158309,[51 27] ; [18 15],[48.48648649 29.51351351] ; [20.51351351 12.48648649],0
s3,1,0.319268,0.991941,[115 132] ; [33 49],[111.11246201 135.88753799] ; [36.88753799 45.11246201],0
a1,1,0.441076,0.59348,[ 10 240] ; [ 5 78],[ 11.26126126 238.73873874] ; [ 3.73873874 79.26126126],0
b5,1,0.504334,0.445804,[146 104] ; [45 38],[143.39339339 106.60660661] ; [47.60660661 35.39339339],0
n5,1,0.593351,0.285141,[155  91] ; [55 28],[157.0212766  88.9787234] ; [52.9787234 30.0212766],0
n1,1,0.712301,0.135989,[24 54] ; [11 21],[24.81818182 53.18181818] ; [10.18181818 21.81818182],0
p8,1,0.738845,0.111144,[105 143] ; [33 49],[103.70909091 144.29090909] ; [34.29090909 47.70909091],0
p5,1,0.771888,0.084046,[ 11 239] ; [ 3 79],[ 10.54216867 239.45783133] ; [ 3.45783133 78.54216867],0
n3,1,0.868395,0.027455,[49 29] ; [20 11],[49.37614679 28.62385321] ; [19.62385321 11.37614679],0
s4,1,0.874251,0.025047,[ 35 213] ; [11 71],[ 34.56969697 213.43030303] ; [11.43030303 70.56969697],0
p3,1,0.910722,0.012573,[ 84 166] ; [27 55],[ 83.58433735 166.41566265] ; [27.41566265 54.58433735],0
p7,1,0.927521,0.008275,[125 119] ; [43 40],[125.35779817 118.64220183] ; [42.64220183 40.35779817],0
a8,1,0.981252,0.000552,[ 27 209] ; [ 9 69],[ 27.05732484 208.94267516] ; [ 8.94267516 69.05732484],0
p6,1,0.986067,0.000305,[ 57 190] ; [19 63],[ 57.05775076 189.94224924] ; [18.94224924 63.05775076],0
s1,1,0.990128,0.000153,[  9 239] ; [ 3 79],[  9.01818182 238.98181818] ; [ 2.98181818 79.01818182],0
