Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,179.438331,[  6 118] ; [413 177],[72.767507 51.232493] ; [346.232493 243.767507],1
d3,1,0.0,119.723332,[33 91] ; [454 136],[84.57703081 39.42296919] ; [402.42296919 187.57703081],1
d5,1,0.0,105.389876,[59 65] ; [517  73],[100.03361345  23.96638655] ; [475.96638655 114.03361345],1
a3,1,0.0,31.6508,[63 61] ; [447 142],[88.69565217 35.30434783] ; [421.30434783 167.69565217],1
a5,1,0.0,30.704989,[66 58] ; [457 133],[90.82913165 33.17086835] ; [432.17086835 157.82913165],1
d2,1,0.0,28.942449,[31 93] ; [303 285],[58.16853933 65.83146067] ; [275.83146067 312.16853933],1
u1,1,1.6e-05,18.593296,[  5 119] ; [119 471],[ 21.53501401 102.46498599] ; [102.46498599 487.53501401],1
a4,1,3e-05,17.436161,[33 90] ; [279 310],[53.8988764 69.1011236] ; [258.1011236 330.8988764],1
a2,1,8e-05,15.561457,[ 11 113] ; [148 442],[27.61344538 96.38655462] ; [131.38655462 458.61344538],1
s2,1,0.000376,12.649002,[42 78] ; [309 276],[59.74468085 60.25531915] ; [291.25531915 293.74468085],1
a7,1,0.002043,9.510754,[75 49] ; [437 152],[89.04347826 34.95652174] ; [422.95652174 166.04347826],0
b3,1,0.003683,8.433951,[19 59] ; [155 214],[30.36241611 47.63758389] ; [143.63758389 225.36241611],0
b2,1,0.003683,8.433951,[19 59] ; [155 214],[30.36241611 47.63758389] ; [143.63758389 225.36241611],0
p2,1,0.003914,8.323503,[94 28] ; [510  75],[104.22630835  17.77369165] ; [499.77369165  85.22630835],0
n3,1,0.005309,7.77117,[27  1] ; [80 32],[21.4  6.6] ; [85.6 26.4],0
v2,1,0.007452,7.160549,[55 61] ; [345 222],[67.93557833 48.06442167] ; [332.06442167 234.93557833],0
p4,1,0.007946,7.045688,[62 61] ; [370 215],[75.05084746 47.94915254] ; [356.94915254 228.05084746],0
s5,1,0.009464,6.733124,[27 92] ; [199 370],[39.09011628 79.90988372] ; [186.90988372 382.09011628],0
r2,1,0.009796,6.671673,[110  13] ; [555  27],[116.0212766   6.9787234] ; [548.9787234  33.0212766],0
s8,1,0.012531,6.234088,[43 80] ; [278 310],[55.53164557 67.46835443] ; [265.46835443 322.53164557],0
s7,1,0.013992,6.039158,[44 72] ; [288 283],[56.05822416 59.94177584] ; [275.94177584 295.05822416],0
u2,1,0.015882,5.815844,[28 33] ; [91 51],[35.75862069 25.24137931] ; [83.24137931 58.75862069],0
r1,1,0.019397,5.46538,[90 33] ; [484 104],[99.29957806 23.70042194] ; [474.70042194 113.29957806],0
p9,1,0.020597,5.360535,[101  22] ; [521  61],[108.51914894  14.48085106] ; [513.48085106  68.51914894],0
p1,1,0.029312,4.749206,[ 16 106] ; [ 42 544],[  9.99435028 112.00564972] ; [ 48.00564972 537.99435028],0
n4,1,0.030719,4.668571,[89 35] ; [474 115],[97.91304348 26.08695652] ; [465.08695652 123.91304348],0
u3,1,0.035661,4.413263,[29 32] ; [90 52],[35.75862069 25.24137931] ; [83.24137931 58.75862069],0
v1,1,0.036785,4.360354,[56 64] ; [326 245],[66.33863965 53.66136035] ; [315.66136035 255.33863965],0
v3,1,0.039438,4.241882,[39 83] ; [238 328],[49.11918605 72.88081395] ; [227.88081395 338.11918605],0
s6,1,0.044305,4.044901,[71 50] ; [394 184],[80.49356223 40.50643777] ; [384.50643777 193.49356223],0
s1,1,0.063727,3.437629,[  6 114] ; [ 12 570],[  3.07692308 116.92307692] ; [ 14.92307692 567.07692308],0
s3,1,0.069568,3.29319,[59 62] ; [335 245],[68.0085592 52.9914408] ; [325.9914408 254.0085592],0
a1,1,0.079163,3.081995,[  2 122] ; [ 31 559],[  5.73109244 118.26890756] ; [ 27.26890756 562.73109244],0
n6,1,0.079852,3.067905,[101  23] ; [513  74],[107.08298172  16.91701828] ; [506.91701828  80.08298172],0
n2,1,0.08712,2.926794,[25  3] ; [83 29],[21.6  6.4] ; [86.4 25.6],0
p6,1,0.097277,2.749624,[37 85] ; [221 356],[45.03004292 76.96995708] ; [212.96995708 364.03004292],0
r4,1,0.099344,2.716048,[110  14] ; [549  41],[114.44817927   9.55182073] ; [544.55182073  45.44817927],0
p10,1,0.12252,2.384803,[99 22] ; [508  75],[104.328125  16.671875] ; [502.671875  80.328125],0
a6,1,0.124015,2.365872,[78 46] ; [412 177],[85.2173913 38.7826087] ; [404.7826087 184.2173913],0
p7,1,0.16113,1.963593,[73 47] ; [386 186],[79.59537572 40.40462428] ; [379.40462428 192.59537572],0
a8,1,0.2111,1.563864,[ 12 101] ; [ 82 459],[16.24159021 96.75840979] ; [ 77.75840979 463.24159021],0
p8,1,0.260716,1.264953,[62 59] ; [329 250],[67.58714286 53.41285714] ; [323.41285714 255.58714286],0
s4,1,0.283758,1.149004,[23 99] ; [ 87 494],[ 19.08961593 102.91038407] ; [ 90.91038407 490.08961593],0
b4,1,0.287934,1.129258,[68 56] ; [354 236],[73.28851541 50.71148459] ; [348.71148459 241.28851541],0
p5,1,0.469035,0.524248,[ 12 110] ; [ 71 513],[ 14.3427762 107.6572238] ; [ 68.6572238 515.3427762],0
p12,1,0.488433,0.479976,[  9 114] ; [ 54 528],[ 10.99148936 112.00851064] ; [ 52.00851064 529.99148936],0
n1,1,0.506009,0.442312,[11 16] ; [38 74],[ 9.51798561 17.48201439] ; [39.48201439 72.51798561],0
p3,1,0.546399,0.363809,[59 63] ; [302 286],[62.03098592 59.96901408] ; [298.96901408 289.03098592],0
v4,1,0.596392,0.280472,[115   6] ; [565  23],[116.05077574   4.94922426] ; [563.94922426  24.05077574],0
b5,1,0.775916,0.081023,[71 53] ; [346 244],[72.42016807 51.57983193] ; [344.57983193 245.42016807],0
b1,1,0.8243,0.049292,[42 82] ; [206 384],[43.07002801 80.92997199] ; [204.92997199 385.07002801],0
n5,1,0.828795,0.046763,[94 30] ; [448 136],[94.92655367 29.07344633] ; [447.07344633 136.92655367],0
