Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.681226,[40 80] ; [186  65],[73.09973046 46.90026954] ; [152.90026954  98.09973046],1
b2,1,0.198539,1.653091,[29 42] ; [41 88],[24.85 46.15] ; [45.15 83.85],0
p11,1,0.216848,1.525107,[90 30] ; [174  79],[84.93297587 35.06702413] ; [179.06702413  73.93297587],0
p8,1,0.229315,1.445104,[35 83] ; [ 89 158],[40.08767123 77.91232877] ; [ 83.91232877 163.08767123],0
n5,1,0.242797,1.364279,[82 37] ; [158  94],[76.98113208 42.01886792] ; [163.01886792  88.98113208],0
a8,1,0.251831,1.313118,[ 11 102] ; [ 33 201],[14.32853026 98.67146974] ; [ 29.67146974 204.32853026],0
p3,1,0.282437,1.155326,[32 87] ; [ 55 197],[27.90566038 91.09433962] ; [ 59.09433962 192.90566038],0
v1,1,0.29282,1.106612,[57 61] ; [104 141],[52.33608815 65.66391185] ; [108.66391185 136.33608815],0
p6,1,0.320376,0.98741,[24 93] ; [ 40 206],[20.62809917 96.37190083] ; [ 43.37190083 202.62809917],0
n2,1,0.327187,0.96,[36  9] ; [54 21],[33.75 11.25] ; [56.25 18.75],0
v3,1,0.370555,0.801802,[35 79] ; [ 87 158],[38.74094708 75.25905292] ; [ 83.25905292 161.74094708],0
s6,1,0.371386,0.799021,[63 54] ; [147 103],[66.94822888 50.05177112] ; [143.05177112 106.94822888],0
p12,1,0.409851,0.679234,[  7 111] ; [ 10 240],[  5.45108696 112.54891304] ; [ 11.54891304 238.45108696],0
u2,1,0.437964,0.601611,[20 22] ; [44 36],[22.03278689 19.96721311] ; [41.96721311 38.03278689],0
p2,1,0.551511,0.354617,[83 36] ; [184  69],[85.41129032 33.58870968] ; [181.58870968  71.41129032],0
p7,1,0.576626,0.311721,[59 59] ; [112 127],[56.5210084 61.4789916] ; [114.4789916 124.5210084],0
a5,1,0.618467,0.248028,[80 40] ; [162  91],[77.85522788 42.14477212] ; [164.14477212  88.85522788],0
a3,1,0.621045,0.244402,[78 41] ; [171  80],[80.08378378 38.91621622] ; [168.91621622  82.08378378],0
s1,1,0.635909,0.224133,[  5 114] ; [  8 240],[  4.21525886 114.78474114] ; [  8.78474114 239.21525886],0
n6,1,0.678787,0.171495,[94 25] ; [195  58],[92.44892473 26.55107527] ; [196.55107527  56.44892473],0
s2,1,0.692394,0.156506,[48 70] ; [108 144],[49.75135135 68.24864865] ; [106.24864865 145.75135135],0
n3,1,0.692409,0.15649,[30 14] ; [53 21],[30.94915254 13.05084746] ; [52.05084746 21.94915254],0
n4,1,0.75032,0.101262,[81 38] ; [168  85],[79.65322581 39.34677419] ; [169.34677419  83.65322581],0
s4,1,0.752213,0.099681,[21 98] ; [ 41 210],[19.94054054 99.05945946] ; [ 42.05945946 208.94054054],0
d2,1,0.778211,0.079327,[50 69] ; [102 150],[48.75471698 70.24528302] ; [103.24528302 148.75471698],0
p5,1,0.7858,0.073858,[  4 114] ; [ 10 242],[  4.46486486 113.53513514] ; [  9.53513514 242.46486486],0
n1,1,0.800279,0.064002,[15 30] ; [26 47],[15.63559322 29.36440678] ; [25.36440678 47.63559322],0
s8,1,0.825298,0.048724,[42 77] ; [ 86 166],[41.05660377 77.94339623] ; [ 86.94339623 165.05660377],0
s3,1,0.826552,0.048016,[59 60] ; [127 123],[59.98373984 59.01626016] ; [126.01626016 123.98373984],0
s7,1,0.897136,0.016713,[42 72] ; [ 92 153],[42.55153203 71.44846797] ; [ 91.44846797 153.55153203],0
p1,1,0.941581,0.00537,[  6 114] ; [ 13 238],[  6.14555256 113.85444744] ; [ 12.85444744 238.14555256],0
b4,1,0.969777,0.001435,[69 51] ; [146 107],[69.1689008 50.8310992] ; [145.8310992 107.1689008],0
a4,1,0.97653,0.000866,[46 74] ; [ 97 155],[46.12903226 73.87096774] ; [ 96.87096774 155.12903226],0
