Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.681226,[40 80] ; [186  65],[73.09973046 46.90026954] ; [152.90026954  98.09973046],1
a6,1,0.0,26.946011,[56 64] ; [186  65],[78.27493261 41.72506739] ; [163.72506739  87.27493261],1
d1,1,0.000544,11.959206,[42 78] ; [137 116],[57.58713137 62.41286863] ; [121.41286863 131.58713137],1
d4,1,0.00062,11.715797,[80 40] ; [208  44],[92.90322581 27.09677419] ; [195.09677419  56.90322581],1
a2,1,0.001074,10.695402,[ 11 109] ; [ 59 194],[22.52010724 97.47989276] ; [ 47.47989276 205.52010724],0
d5,1,0.001324,10.308884,[76 44] ; [199  53],[88.70967742 31.29032258] ; [186.29032258  65.70967742],0
b5,1,0.003745,8.403719,[64 56] ; [174  79],[76.56836461 43.43163539] ; [161.43163539  91.56836461],0
u3,1,0.011232,6.428179,[15 27] ; [49 33],[21.67741935 20.32258065] ; [42.32258065 39.67741935],0
a1,1,0.018519,5.546385,[  9 111] ; [  6 247],[  4.82573727 115.17426273] ; [ 10.17426273 242.82573727],0
u1,1,0.034413,4.474065,[  8 112] ; [ 36 217],[ 14.15549598 105.84450402] ; [ 29.84450402 223.15549598],0
v2,1,0.041166,4.169172,[50 65] ; [130 106],[58.97435897 56.02564103] ; [121.02564103 114.97435897],0
p10,1,0.041585,4.152003,[76 42] ; [186  63],[84.23978202 33.76021798] ; [177.76021798  71.23978202],0
b1,1,0.048251,3.901212,[53 67] ; [ 85 168],[44.39678284 75.60321716] ; [ 93.60321716 159.39678284],0
r3,1,0.054648,3.692806,[106  14] ; [237  15],[110.64516129   9.35483871] ; [232.35483871  19.64516129],0
r2,1,0.082696,3.011095,[110  10] ; [241  10],[113.5309973   6.4690027] ; [237.4690027  13.5309973],0
r1,1,0.090322,2.868627,[84 36] ; [196  55],[90.56603774 29.43396226] ; [189.43396226  61.56603774],0
r4,1,0.109877,2.555992,[99 21] ; [224  29],[103.91420912  16.08579088] ; [219.08579088  33.91420912],0
p9,1,0.128494,2.310603,[84 32] ; [195  50],[89.65096953 26.34903047] ; [189.34903047  55.65096953],0
s5,1,0.187046,1.740736,[35 81] ; [ 57 184],[29.89355742 86.10644258] ; [ 62.10644258 178.89355742],0
b3,1,0.198539,1.653091,[29 42] ; [41 88],[24.85 46.15] ; [45.15 83.85],0
