Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-05,19.497102,[45 58] ; [109  44],[61.9609375 41.0390625] ; [92.0390625 60.9609375],1
s2,1,0.000196,13.870508,[68 35] ; [132  22],[80.15564202 22.84435798] ; [119.84435798  34.15564202],1
v3,1,0.001007,10.813909,[31 69] ; [80 74],[43.7007874 56.2992126] ; [67.2992126 86.7007874],0
n5,1,0.001035,10.763139,[70 32] ; [132  22],[80.484375 21.515625] ; [121.515625  32.484375],0
d4,1,0.001741,9.804828,[82 21] ; [142  11],[90.125 12.875] ; [133.875  19.125],0
v2,1,0.002712,8.991628,[47 54] ; [99 52],[58.51587302 42.48412698] ; [87.48412698 63.51587302],0
a3,1,0.003213,8.682561,[71 32] ; [130  24],[80.55642023 22.44357977] ; [120.44357977  33.55642023],0
p8,1,0.003407,8.575626,[48 53] ; [101  52],[59.2480315 41.7519685] ; [89.7519685 63.2480315],0
p6,1,0.007391,7.175449,[39 64] ; [83 68],[49.47244094 53.52755906] ; [72.52755906 78.47244094],0
d1,1,0.008954,6.831904,[56 47] ; [109  46],[65.87209302 37.12790698] ; [99.12790698 55.87209302],0
d5,1,0.009113,6.800545,[79 24] ; [136  17],[86.50390625 16.49609375] ; [128.49609375  24.50390625],0
p7,1,0.013992,6.039191,[64 36] ; [118  33],[72.50996016 27.49003984] ; [109.49003984  41.50996016],0
s3,1,0.015653,5.841429,[68 34] ; [121  30],[76.19762846 25.80237154] ; [112.80237154  38.19762846],0
n4,1,0.019622,5.445229,[72 31] ; [126  27],[79.6640625 23.3359375] ; [118.3359375  34.6640625],0
s4,1,0.038957,4.26275,[36 65] ; [ 36 116],[28.743083 72.256917] ; [ 43.256917 108.743083],0
v4,1,0.039058,4.25836,[96  6] ; [152   2],[98.8125  3.1875] ; [149.1875   4.8125],0
b5,1,0.04328,4.084446,[50 53] ; [95 60],[57.8875969 45.1124031] ; [87.1124031 67.8875969],0
a5,1,0.052123,3.771832,[77 26] ; [131  24],[83.03875969 19.96124031] ; [124.96124031  30.03875969],0
p9,1,0.077489,3.116798,[87 13] ; [144  10],[90.94488189  9.05511811] ; [140.05511811  13.94488189],0
p3,1,0.083291,2.999485,[53 50] ; [96 58],[59.71595331 43.28404669] ; [89.28404669 64.71595331],0
a4,1,0.088508,2.901308,[46 57] ; [86 69],[52.69767442 50.30232558] ; [79.30232558 75.69767442],0
u1,1,0.092724,2.826429,[18 85] ; [ 41 114],[23.55426357 79.44573643] ; [ 35.44573643 119.55426357],0
p10,1,0.100891,2.691404,[85 17] ; [139  15],[89.25 12.75] ; [134.75  19.25],0
s1,1,0.110869,2.541792,[ 7 96] ; [  4 147],[ 4.46062992 98.53937008] ; [  6.53937008 144.46062992],0
r1,1,0.113021,2.511464,[82 20] ; [135  19],[86.4609375 15.5390625] ; [130.5390625  23.4609375],0
a8,1,0.124034,2.365629,[ 9 84] ; [ 24 119],[13.00423729 79.99576271] ; [ 19.99576271 123.00423729],0
n1,1,0.143217,2.143045,[10 17] ; [19 15],[12.83606557 14.16393443] ; [16.16393443 17.83606557],0
a2,1,0.146611,2.107163,[24 79] ; [ 49 106],[29.14341085 73.85658915] ; [ 43.85658915 111.14341085],0
p5,1,0.154341,2.028811,[17 86] ; [ 37 118],[21.55813953 81.44186047] ; [ 32.44186047 122.55813953],0
n2,1,0.174596,1.843032,[21  7] ; [30  4],[23.03225806  4.96774194] ; [27.96774194  6.03225806],0
p11,1,0.178411,1.810809,[75 28] ; [124  31],[79.44573643 23.55426357] ; [119.55426357  35.44573643],0
u3,1,0.186428,1.745625,[19 13] ; [19  6],[21.33333333 10.66666667] ; [16.66666667  8.33333333],0
p4,1,0.223864,1.47943,[66 36] ; [110  43],[70.4 31.6] ; [105.6  47.4],0
b2,1,0.226428,1.463162,[21 39] ; [43 53],[24.61538462 35.38461538] ; [39.38461538 56.61538462],0
b3,1,0.226428,1.463162,[21 39] ; [43 53],[24.61538462 35.38461538] ; [39.38461538 56.61538462],0
n3,1,0.232726,1.424122,[21  7] ; [20 13],[18.81967213  9.18032787] ; [22.18032787 10.81967213],0
d3,1,0.259269,1.272657,[71 32] ; [116  38],[74.94552529 28.05447471] ; [112.05447471  41.94552529],0
