Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,39.237086,[52  1] ; [14 22],[39.30337079 13.69662921] ; [26.69662921  9.30337079],1
r1,1,0.0,29.687325,[40 13] ; [ 6 30],[27.39325843 25.60674157] ; [18.60674157 17.39325843],1
r2,1,1e-06,24.988381,[51  2] ; [18 17],[41.55681818 11.44318182] ; [27.44318182  7.55681818],1
v4,1,1.9e-05,18.295579,[48  4] ; [19 17],[39.59090909 12.40909091] ; [27.40909091  8.59090909],1
n2,1,0.000272,13.253563,[20  2] ; [ 7 12],[14.48780488  7.51219512] ; [12.51219512  6.48780488],1
p7,1,0.002267,9.319443,[29 24] ; [ 8 28],[22.03370787 30.96629213] ; [14.96629213 21.03370787],0
u3,1,0.014056,6.031078,[15 12] ; [ 4 16],[10.91489362 16.08510638] ; [ 8.08510638 11.91489362],0
s8,1,0.019002,5.501343,[15 37] ; [ 3 33],[10.63636364 41.36363636] ; [ 7.36363636 28.63636364],0
p11,1,0.019756,5.433352,[31 22] ; [12 24],[25.60674157 27.39325843] ; [17.39325843 18.60674157],0
u2,1,0.026603,4.91642,[15 11] ; [ 5 15],[11.30434783 14.69565217] ; [ 8.69565217 11.30434783],0
a5,1,0.038216,4.295386,[31 22] ; [13 23],[26.20224719 26.79775281] ; [17.79775281 18.20224719],0
a8,1,0.057512,3.607718,[ 8 42] ; [ 1 33],[ 5.35714286 44.64285714] ; [ 3.64285714 30.35714286],0
p3,1,0.065436,3.393962,[20 33] ; [ 7 29],[16.07865169 36.92134831] ; [10.92134831 25.07865169],0
n3,1,0.079098,3.083338,[14  6] ; [ 8 11],[11.28205128  8.71794872] ; [10.71794872  8.28205128],0
a4,1,0.091485,2.848055,[23 30] ; [ 9 26],[19.27272727 33.72727273] ; [12.72727273 22.27272727],0
s4,1,0.09363,2.810828,[ 5 48] ; [ 8 28],[ 7.74157303 45.25842697] ; [ 5.25842697 30.74157303],0
