Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,52.217915,[52 41] ; [ 41 205],[25.51327434 67.48672566] ; [ 67.48672566 178.51327434],1
s6,1,1e-06,24.420494,[64 31] ; [ 98 161],[43.47457627 51.52542373] ; [118.52542373 140.47457627],1
p6,1,0.000216,13.689493,[44 50] ; [ 67 190],[29.72649573 64.27350427] ; [ 81.27350427 175.72649573],1
p9,1,0.000523,12.03097,[86  9] ; [189  69],[74.00849858 20.99150142] ; [200.99150142  57.00849858],1
r1,1,0.001219,10.461619,[83 12] ; [185  77],[71.31652661 23.68347339] ; [196.68347339  65.31652661],0
p10,1,0.002178,9.393424,[81 13] ; [180  77],[69.8974359 24.1025641] ; [191.1025641  65.8974359],0
p7,1,0.004115,8.232187,[67 27] ; [140 118],[55.27840909 38.72159091] ; [151.72159091 106.27840909],0
s3,1,0.005524,7.699378,[33 62] ; [ 53 206],[23.07909605 71.92090395] ; [ 62.92090395 196.07909605],0
r4,1,0.005832,7.601432,[89  7] ; [212  51],[80.4902507 15.5097493] ; [220.5097493  42.4902507],0
v3,1,0.006841,7.314241,[45 50] ; [ 81 174],[34.2 60.8] ; [ 91.8 163.2],0
p11,1,0.011219,6.43028,[83 13] ; [194  69],[74.0724234 21.9275766] ; [202.9275766  60.0724234],0
s5,1,0.012251,6.274156,[25 66] ; [ 40 217],[16.99712644 74.00287356] ; [ 48.00287356 208.99712644],0
d2,1,0.017077,5.688455,[55 41] ; [112 148],[45.03370787 50.96629213] ; [121.96629213 138.03370787],0
p8,1,0.02442,5.064524,[55 38] ; [117 140],[45.70285714 47.29714286] ; [126.29714286 130.70285714],0
d1,1,0.028094,4.822309,[60 36] ; [130 133],[50.80779944 45.19220056] ; [139.19220056 123.80779944],0
p12,1,0.035503,4.420804,[ 9 85] ; [ 10 249],[ 5.05949008 88.94050992] ; [ 13.94050992 245.05949008],0
r3,1,0.036504,4.373412,[92  4] ; [231  30],[86.85714286  9.14285714] ; [236.14285714  24.85714286],0
a5,1,0.04614,3.976493,[77 19] ; [183  80],[69.5264624 26.4735376] ; [190.4735376  72.5264624],0
u2,1,0.05387,3.716729,[17  9] ; [40 51],[12.66666667 13.33333333] ; [44.33333333 46.66666667],0
n6,1,0.055028,3.681241,[85 11] ; [209  53],[78.83798883 17.16201117] ; [215.16201117  46.83798883],0
s1,1,0.06329,3.448996,[ 4 90] ; [  3 258],[ 1.85352113 92.14647887] ; [  5.14647887 255.85352113],0
p3,1,0.078119,3.1036,[52 44] ; [114 147],[44.63865546 51.36134454] ; [121.36134454 139.63865546],0
p5,1,0.084214,2.981644,[15 81] ; [ 24 237],[10.48739496 85.51260504] ; [ 28.51260504 232.48739496],0
u1,1,0.088965,2.892993,[18 78] ; [ 31 232],[13.10306407 82.89693593] ; [ 35.89693593 227.10306407],0
