Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.031539,4.623405,[11 19] ; [10  4],[14.31818182 15.68181818] ; [6.68181818 7.31818182],0
v4,1,0.05181,3.781905,[29  1] ; [11  3],[27.27272727  2.72727273] ; [12.72727273  1.27272727],0
p7,1,0.053007,3.743704,[22  8] ; [5 7],[19.28571429 10.71428571] ; [7.71428571 4.28571429],0
s2,1,0.057712,3.601956,[16 15] ; [ 3 11],[13.08888889 17.91111111] ; [5.91111111 8.08888889],0
d3,1,0.071766,3.242168,[22  9] ; [6 8],[19.28888889 11.71111111] ; [8.71111111 5.28888889],0
p4,1,0.081244,3.039833,[16 15] ; [ 3 10],[13.38636364 17.61363636] ; [5.61363636 7.38636364],0
p8,1,0.102023,2.673634,[17 14] ; [ 4 10],[14.46666667 16.53333333] ; [6.53333333 7.46666667],0
n4,1,0.16474,1.930167,[24  7] ; [8 6],[22.04444444  8.95555556] ; [9.95555556 4.04444444],0
p1,1,0.168529,1.895984,[ 1 30] ; [ 2 12],[ 2.06666667 28.93333333] ; [ 0.93333333 13.06666667],0
p6,1,0.194658,1.682011,[ 7 23] ; [ 1 13],[ 5.45454545 24.54545455] ; [ 2.54545455 11.45454545],0
d5,1,0.203126,1.619753,[27  4] ; [10  4],[25.48888889  5.51111111] ; [11.51111111  2.48888889],0
v1,1,0.206898,1.593004,[10 21] ; [ 2 12],[ 8.26666667 22.73333333] ; [ 3.73333333 10.26666667],0
n2,1,0.252244,1.310833,[7 1] ; [3 2],[6.15384615 1.84615385] ; [3.84615385 1.15384615],0
p11,1,0.252709,1.308267,[23  8] ; [8 6],[21.35555556  9.64444444] ; [9.64444444 4.35555556],0
b4,1,0.25493,1.296083,[19 12] ; [11  3],[20.66666667 10.33333333] ; [9.33333333 4.66666667],0
r3,1,0.283023,1.152517,[28  3] ; [11  3],[26.86666667  4.13333333] ; [12.13333333  1.86666667],0
s6,1,0.32233,0.979468,[16 15] ; [5 9],[14.46666667 16.53333333] ; [6.53333333 7.46666667],0
r4,1,0.356354,0.850702,[24  7] ; [9 5],[22.73333333  8.26666667] ; [10.26666667  3.73333333],0
d4,1,0.389463,0.740619,[23  8] ; [12  2],[24.11111111  6.88888889] ; [10.88888889  3.11111111],0
s4,1,0.391212,0.735171,[ 5 25] ; [ 1 13],[ 4.09090909 25.90909091] ; [ 1.90909091 12.09090909],0
s8,1,0.391985,0.732777,[13 18] ; [ 4 10],[11.71111111 19.28888889] ; [5.28888889 8.71111111],0
b1,1,0.391985,0.732777,[18 13] ; [10  4],[19.28888889 11.71111111] ; [8.71111111 5.28888889],0
b2,1,0.396563,0.718722,[ 4 17] ; [3 6],[ 4.9 16.1] ; [2.1 6.9],0
b3,1,0.396563,0.718722,[ 4 17] ; [3 6],[ 4.9 16.1] ; [2.1 6.9],0
a5,1,0.477769,0.503951,[19 12] ; [7 7],[17.91111111 13.08888889] ; [8.08888889 5.91111111],0
s3,1,0.477769,0.503951,[19 12] ; [7 7],[17.91111111 13.08888889] ; [8.08888889 5.91111111],0
p3,1,0.540089,0.375375,[ 8 22] ; [5 9],[ 8.86363636 21.13636364] ; [4.13636364 9.86363636],0
s5,1,0.593353,0.285138,[ 9 22] ; [ 3 11],[ 8.26666667 22.73333333] ; [ 3.73333333 10.26666667],0
n5,1,0.648834,0.207373,[20 11] ; [10  4],[20.66666667 10.33333333] ; [9.33333333 4.66666667],0
s7,1,0.66534,0.187102,[16 14] ; [6 7],[15.34883721 14.65116279] ; [6.65116279 6.34883721],0
d2,1,0.730668,0.118499,[15 16] ; [6 8],[14.46666667 16.53333333] ; [6.53333333 7.46666667],0
b5,1,0.730668,0.118499,[15 16] ; [6 8],[14.46666667 16.53333333] ; [6.53333333 7.46666667],0
u3,1,0.732678,0.116667,[6 4] ; [2 2],[5.71428571 4.28571429] ; [2.28571429 1.71428571],0
u2,1,0.732678,0.116667,[6 4] ; [2 2],[5.71428571 4.28571429] ; [2.28571429 1.71428571],0
d1,1,0.763256,0.090726,[17 14] ; [7 7],[16.53333333 14.46666667] ; [7.46666667 6.53333333],0
n3,1,0.763824,0.090278,[6 3] ; [3 1],[6.23076923 2.76923077] ; [2.76923077 1.23076923],0
a8,1,0.780332,0.077778,[ 4 26] ; [ 2 10],[ 4.28571429 25.71428571] ; [ 1.71428571 10.28571429],0
u1,1,0.782097,0.076501,[ 3 28] ; [ 1 13],[ 2.75555556 28.24444444] ; [ 1.24444444 12.75555556],0
