Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.022979,5.170112,[24  7] ; [38 33],[18.84313725 12.15686275] ; [43.15686275 27.84313725],0
s1,1,0.052177,3.770086,[ 4 28] ; [ 2 69],[ 1.86407767 30.13592233] ; [ 4.13592233 66.86407767],0
s3,1,0.080032,3.064256,[14 16] ; [20 50],[10.2 19.8] ; [23.8 46.2],0
b4,1,0.103976,2.643473,[23  9] ; [39 32],[19.26213592 12.73786408] ; [42.73786408 28.26213592],0
s8,1,0.118952,2.431071,[ 8 24] ; [ 9 62],[ 5.2815534 26.7184466] ; [11.7184466 59.2815534],0
p10,1,0.130144,2.29079,[19 12] ; [31 38],[15.5 15.5] ; [34.5 34.5],0
a4,1,0.131324,2.276786,[14 18] ; [20 50],[10.66666667 21.33333333] ; [23.33333333 46.66666667],0
a7,1,0.131833,2.270786,[19 12] ; [32 39],[15.5 15.5] ; [35.5 35.5],0
v2,1,0.159967,1.974534,[14 16] ; [22 47],[10.90909091 19.09090909] ; [25.09090909 43.90909091],0
s5,1,0.166895,1.910616,[ 7 25] ; [ 8 62],[ 4.70588235 27.29411765] ; [10.29411765 59.70588235],0
d1,1,0.208661,1.580693,[14 18] ; [22 49],[11.18446602 20.81553398] ; [24.81553398 46.18446602],0
b3,1,0.233819,1.417478,[ 5 15] ; [17 25],[ 7.09677419 12.90322581] ; [14.90322581 27.09677419],0
b2,1,0.233819,1.417478,[ 5 15] ; [17 25],[ 7.09677419 12.90322581] ; [14.90322581 27.09677419],0
s4,1,0.246666,1.34209,[ 3 29] ; [13 58],[ 4.97087379 27.02912621] ; [11.02912621 59.97087379],0
s7,1,0.256579,1.287124,[11 19] ; [17 50],[ 8.65979381 21.34020619] ; [19.34020619 47.65979381],0
b1,1,0.280355,1.165371,[13 19] ; [37 34],[15.53398058 16.46601942] ; [34.46601942 36.53398058],0
p11,1,0.280355,1.165371,[13 19] ; [37 34],[15.53398058 16.46601942] ; [34.46601942 36.53398058],0
d5,1,0.308385,1.03758,[21 11] ; [39 32],[18.6407767 13.3592233] ; [41.3592233 29.6407767],0
d3,1,0.334382,0.931853,[17 15] ; [30 40],[14.74509804 17.25490196] ; [32.25490196 37.74509804],0
a3,1,0.33754,0.919753,[20 11] ; [38 32],[17.8019802 13.1980198] ; [40.1980198 29.8019802],0
p9,1,0.353785,0.859833,[14 17] ; [37 30],[16.13265306 14.86734694] ; [34.86734694 32.13265306],0
a5,1,0.372959,0.793783,[17 15] ; [31 40],[14.91262136 17.08737864] ; [33.08737864 37.91262136],0
u2,1,0.379621,0.77193,[6 5] ; [13 20],[4.75 6.25] ; [14.25 18.75],0
n2,1,0.384174,0.757304,[14  8] ; [16 15],[12.45283019  9.54716981] ; [17.54716981 13.45283019],0
n3,1,0.396507,0.718894,[ 9 12] ; [17 14],[10.5 10.5] ; [15.5 15.5],0
s6,1,0.425214,0.635861,[12 20] ; [21 50],[10.25242718 21.74757282] ; [22.74757282 48.25242718],0
p6,1,0.474893,0.510568,[ 3 29] ; [10 59],[ 4.11881188 27.88118812] ; [ 8.88118812 60.11881188],0
d2,1,0.486455,0.484358,[11 20] ; [30 40],[12.58415842 18.41584158] ; [28.41584158 41.58415842],0
p4,1,0.511331,0.431342,[ 6 25] ; [18 53],[ 7.29411765 23.70588235] ; [16.70588235 54.29411765],0
p8,1,0.511543,0.43091,[ 6 26] ; [17 52],[ 7.28712871 24.71287129] ; [15.71287129 53.28712871],0
n5,1,0.518243,0.417388,[18 13] ; [46 25],[19.45098039 11.54901961] ; [44.54901961 26.45098039],0
v1,1,0.568198,0.325706,[10 22] ; [17 49],[ 8.81632653 23.18367347] ; [18.18367347 47.81632653],0
a1,1,0.628924,0.233523,[ 3 29] ; [ 9 62],[ 3.72815534 28.27184466] ; [ 8.27184466 62.72815534],0
p7,1,0.665303,0.187146,[10 20] ; [20 49],[ 9.09090909 20.90909091] ; [20.90909091 48.09090909],0
p5,1,0.681802,0.168105,[ 2 30] ; [ 3 66],[ 1.58415842 30.41584158] ; [ 3.41584158 65.58415842],0
r3,1,0.693949,0.154843,[15 15] ; [38 32],[15.9 14.1] ; [37.1 32.9],0
v4,1,0.695318,0.153388,[17 13] ; [42 27],[17.87878788 12.12121212] ; [41.12121212 27.87878788],0
v3,1,0.696589,0.152045,[ 7 25] ; [13 57],[ 6.2745098 25.7254902] ; [13.7254902 56.2745098],0
n1,1,0.755815,0.096709,[ 8 14] ; [10 21],[ 7.47169811 14.52830189] ; [10.52830189 20.47169811],0
n6,1,0.809106,0.05836,[16 14] ; [36 35],[15.44554455 14.55445545] ; [36.55445545 34.44554455],0
r2,1,0.816534,0.053827,[17 12] ; [37 29],[16.48421053 12.51578947] ; [37.51578947 28.48421053],0
a8,1,0.816609,0.053782,[ 2 26] ; [ 4 64],[ 1.75 26.25] ; [ 4.25 63.75],0
s2,1,0.840567,0.040469,[ 8 23] ; [17 54],[ 7.59803922 23.40196078] ; [17.40196078 53.59803922],0
u3,1,0.846038,0.037704,[4 8] ; [10 23],[3.73333333 8.26666667] ; [10.26666667 22.73333333],0
a2,1,0.856831,0.032548,[ 4 28] ; [ 8 63],[ 3.72815534 28.27184466] ; [ 8.27184466 62.72815534],0
p1,1,0.868551,0.02739,[ 2 30] ; [ 5 65],[ 2.19607843 29.80392157] ; [ 4.80392157 65.19607843],0
u1,1,0.882466,0.021858,[ 2 30] ; [ 5 66],[ 2.17475728 29.82524272] ; [ 4.82524272 66.17475728],0
p2,1,0.929044,0.007929,[17 15] ; [36 33],[16.79207921 15.20792079] ; [36.20792079 32.79207921],0
a6,1,0.970249,0.001391,[15 17] ; [33 38],[14.91262136 17.08737864] ; [33.08737864 37.91262136],0
b5,1,0.970249,0.001391,[17 15] ; [38 33],[17.08737864 14.91262136] ; [37.91262136 33.08737864],0
n4,1,0.993349,6.9e-05,[18 14] ; [40 31],[18.01941748 13.98058252] ; [39.98058252 31.01941748],0
