Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000468,12.237248,[23 20] ; [120  30],[31.86010363 11.13989637] ; [111.13989637  38.86010363],1
d5,1,0.000888,11.047281,[24 19] ; [121  29],[32.30569948 10.69430052] ; [112.69430052  37.30569948],1
a6,1,0.000979,10.867372,[19 24] ; [107  43],[28.07253886 14.92746114] ; [97.92746114 52.07253886],1
d4,1,0.00194,9.605736,[28 15] ; [129  21],[34.97927461  8.02072539] ; [122.02072539  27.97927461],0
r2,1,0.006604,7.3777,[34  9] ; [137  10],[38.7  4.3] ; [132.3  14.7],0
r3,1,0.008091,7.013175,[37  6] ; [145   5],[40.5492228  2.4507772] ; [141.4507772   8.5492228],0
r4,1,0.009464,6.733125,[30 13] ; [130  20],[35.64766839  7.35233161] ; [124.35233161  25.64766839],0
u3,1,0.018552,5.543283,[ 7 12] ; [34 16],[11.28985507  7.71014493] ; [29.71014493 20.28985507],0
p9,1,0.020837,5.340359,[27 16] ; [119  30],[32.69791667 10.30208333] ; [113.30208333  35.69791667],0
a2,1,0.025338,5.00064,[ 2 41] ; [ 28 122],[ 6.68393782 36.31606218] ; [ 23.31606218 126.68393782],0
d1,1,0.036065,4.394036,[16 27] ; [83 67],[22.05699482 20.94300518] ; [76.94300518 73.05699482],0
p10,1,0.040382,4.201764,[24 19] ; [107  41],[29.4921466 13.5078534] ; [101.5078534  46.4921466],0
u1,1,0.040999,4.176058,[ 1 42] ; [ 20 130],[ 4.67875648 38.32124352] ; [ 16.32124352 133.67875648],0
r1,1,0.045972,3.982621,[27 16] ; [116  33],[32.02604167 10.97395833] ; [110.97395833  38.02604167],0
b1,1,0.051849,3.78062,[21 22] ; [ 49 101],[15.59585492 27.40414508] ; [54.40414508 95.59585492],0
s6,1,0.055102,3.679001,[18 25] ; [87 62],[23.515625 19.484375] ; [81.484375 67.515625],0
s8,1,0.073385,3.205629,[10 33] ; [57 93],[14.92746114 28.07253886] ; [52.07253886 97.92746114],0
a5,1,0.07906,3.084114,[23 20] ; [102  48],[27.84974093 15.15025907] ; [97.15025907 52.84974093],0
s2,1,0.163824,1.938571,[13 30] ; [63 87],[16.93264249 26.06735751] ; [59.06735751 90.93264249],0
v4,1,0.235742,1.405874,[38  4] ; [142   7],[39.58115183  2.41884817] ; [140.41884817   8.58115183],0
v3,1,0.251341,1.315836,[ 8 33] ; [ 41 103],[10.85945946 30.14054054] ; [ 38.14054054 105.85945946],0
b5,1,0.277489,1.179347,[23 20] ; [94 56],[26.06735751 16.93264249] ; [90.93264249 59.06735751],0
p5,1,0.279034,1.171789,[ 1 42] ; [ 10 140],[ 2.4507772 40.5492228] ; [  8.5492228 141.4507772],0
p1,1,0.295917,1.092503,[ 5 38] ; [ 10 138],[ 3.37696335 39.62303665] ; [ 11.62303665 136.37696335],0
n4,1,0.300578,1.071629,[21 22] ; [60 90],[18.04663212 24.95336788] ; [62.95336788 87.04663212],0
v2,1,0.31096,1.026593,[18 24] ; [74 69],[20.88648649 21.11351351] ; [71.11351351 71.88648649],0
n6,1,0.315896,1.005864,[25 18] ; [99 50],[27.77083333 15.22916667] ; [96.22916667 52.77083333],0
n3,1,0.328034,0.956643,[9 4] ; [36  8],[10.26315789  2.73684211] ; [34.73684211  9.26315789],0
a3,1,0.329676,0.950172,[24 18] ; [98 52],[26.6875 15.3125] ; [95.3125 54.6875],0
p7,1,0.368867,0.807477,[29 14] ; [88 59],[26.47894737 16.52105263] ; [90.52105263 56.47894737],0
p3,1,0.380915,0.767746,[21 22] ; [62 88],[18.49222798 24.50777202] ; [64.50777202 85.49222798],0
s7,1,0.387801,0.745827,[12 29] ; [53 92],[14.32795699 26.67204301] ; [50.67204301 94.32795699],0
v1,1,0.389486,0.740547,[14 28] ; [59 86],[16.39572193 25.60427807] ; [56.60427807 88.39572193],0
a1,1,0.414414,0.6661,[ 3 40] ; [  6 144],[ 2.00518135 40.99481865] ; [  6.99481865 143.00518135],0
a8,1,0.453322,0.562332,[ 2 37] ; [ 12 124],[ 3.12 35.88] ; [ 10.88 125.12],0
u2,1,0.478997,0.501145,[10  9] ; [31 19],[11.28985507  7.71014493] ; [29.71014493 20.28985507],0
p4,1,0.554961,0.348504,[18 24] ; [72 78],[19.6875 22.3125] ; [70.3125 79.6875],0
b2,1,0.61471,0.253372,[ 7 21] ; [24 56],[ 8.03703704 19.96296296] ; [22.96296296 57.03703704],0
b3,1,0.61471,0.253372,[ 7 21] ; [24 56],[ 8.03703704 19.96296296] ; [22.96296296 57.03703704],0
p11,1,0.644171,0.213329,[30 13] ; [110  40],[31.19170984 11.80829016] ; [108.80829016  41.19170984],0
s3,1,0.650561,0.205194,[22 19] ; [74 75],[20.71578947 20.28421053] ; [75.28421053 73.71578947],0
s1,1,0.683651,0.166044,[ 2 41] ; [  5 145],[ 1.55958549 41.44041451] ; [  5.44041451 144.55958549],0
s4,1,0.68557,0.163923,[ 8 35] ; [ 24 126],[ 7.12953368 35.87046632] ; [ 24.87046632 125.12953368],0
p8,1,0.760457,0.092953,[20 22] ; [67 82],[19.13089005 22.86910995] ; [67.86910995 81.13089005],0
n2,1,0.783654,0.075384,[9 4] ; [28 15],[8.58928571 4.41071429] ; [28.41071429 14.58928571],0
p6,1,0.960956,0.002397,[11 29] ; [ 41 106],[11.12299465 28.87700535] ; [ 40.87700535 106.12299465],0
n1,1,0.97894,0.000697,[ 3 10] ; [10 34],[ 2.96491228 10.03508772] ; [10.03508772 33.96491228],0
a4,1,0.978972,0.000695,[15 28] ; [52 98],[14.92746114 28.07253886] ; [52.07253886 97.92746114],0
d2,1,0.980974,0.000569,[17 26] ; [59 91],[16.93264249 26.06735751] ; [59.06735751 90.93264249],0
b4,1,0.988171,0.00022,[27 16] ; [94 56],[26.95854922 16.04145078] ; [94.04145078 55.95854922],0
s5,1,0.993154,7.4e-05,[11 30] ; [ 39 106],[11.02150538 29.97849462] ; [ 38.97849462 106.02150538],0
