Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,95.342041,[398 103] ; [ 74 109],[345.71929825 155.28070175] ; [126.28070175  56.71929825],1
d3,1,0.0,73.539805,[397 104] ; [ 83 100],[351.57894737 149.42105263] ; [128.42105263  54.57894737],1
a2,1,0.0,26.835156,[145 357] ; [ 18 165],[119.4540146 382.5459854] ; [ 43.5459854 139.4540146],1
r4,1,4e-06,21.073134,[463  39] ; [146  37],[446.30364964  55.69635036] ; [162.69635036  20.30364964],1
u1,1,8e-06,19.933949,[106 396] ; [ 12 171],[ 86.47591241 415.52408759] ; [ 31.52408759 151.47591241],1
b5,1,1.4e-05,18.846837,[338 164] ; [90 93],[313.65839416 188.34160584] ; [114.34160584  68.65839416],1
r3,1,6.1e-05,16.080635,[485  13] ; [165  18],[475.33039648  22.66960352] ; [174.66960352   8.33039648],1
d1,1,0.00015,14.376273,[309 193] ; [ 83 100],[287.27591241 214.72408759] ; [104.72408759  78.27591241],1
u3,1,0.000194,13.883768,[91 55] ; [19 38],[79.11330049 66.88669951] ; [30.88669951 26.11330049],1
r2,1,0.000237,13.511205,[476  20] ; [159  21],[465.91715976  30.08284024] ; [169.08284024  10.91715976],1
r1,1,0.000289,13.14156,[413  84] ; [129  54],[396.13823529 100.86176471] ; [145.86176471  37.13823529],1
d5,1,0.00031,13.006841,[425  77] ; [132  50],[408.79239766  93.20760234] ; [148.20760234  33.79239766],1
d4,1,0.001093,10.663497,[424  78] ; [133  48],[409.3909224  92.6090776] ; [147.6090776  33.3909224],0
b1,1,0.003639,8.455584,[167 335] ; [ 83 100],[183.21167883 318.78832117] ; [ 66.78832117 116.21167883],0
p4,1,0.005863,7.591926,[314 186] ; [93 89],[298.38709677 201.61290323] ; [108.61290323  73.38709677],0
v2,1,0.025335,5.000834,[281 203] ; [86 92],[268.32024169 215.67975831] ; [98.67975831 79.32024169],0
v4,1,0.063706,3.438171,[482  17] ; [168  12],[477.68777614  21.31222386] ; [172.31222386   7.68777614],0
a5,1,0.089493,2.883467,[373 129] ; [124  59],[364.22481752 137.77518248] ; [132.77518248  50.22481752],0
s5,1,0.101049,2.688906,[139 350] ; [ 62 115],[147.58108108 341.41891892] ; [ 53.41891892 123.58108108],0
s7,1,0.127785,2.319214,[216 264] ; [90 84],[224.58715596 255.41284404] ; [81.41284404 92.58715596],0
p10,1,0.158954,1.984154,[410  86] ; [141  40],[403.68685377  92.31314623] ; [147.31314623  33.68685377],0
