Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.000323,12.930292,[54 27] ; [19 35],[43.8 37.2] ; [29.2 24.8],1
v2,1,0.000497,12.127028,[54 24] ; [19 31],[44.484375 33.515625] ; [28.515625 21.484375],1
a4,1,0.0074,7.173194,[29 52] ; [ 8 46],[22.2 58.8] ; [14.8 39.2],0
n4,1,0.009889,6.654738,[65 15] ; [33 21],[58.50746269 21.49253731] ; [39.49253731 14.50746269],0
a2,1,0.012375,6.256305,[12 69] ; [ 1 53],[ 7.8 73.2] ; [ 5.2 48.8],0
r1,1,0.023059,5.164089,[68 12] ; [37 17],[62.68656716 17.31343284] ; [42.31343284 11.68656716],0
v3,1,0.03266,4.563532,[38 42] ; [15 37],[32.12121212 47.87878788] ; [20.87878788 31.12121212],0
a8,1,0.034423,4.473574,[20 54] ; [ 6 46],[15.26984127 58.73015873] ; [10.73015873 41.26984127],0
d3,1,0.045326,4.006473,[33 48] ; [13 41],[27.6 53.4] ; [18.4 35.6],0
u3,1,0.047439,3.929733,[17  5] ; [ 9 10],[13.95121951  8.04878049] ; [12.04878049  6.95121951],0
u1,1,0.067076,3.353175,[ 8 73] ; [ 1 53],[ 5.4 75.6] ; [ 3.6 50.4],0
d4,1,0.073818,3.196023,[53 28] ; [27 27],[48. 33.] ; [32. 22.],0
b4,1,0.090969,2.857143,[48 33] ; [24 30],[43.2 37.8] ; [28.8 25.2],0
a5,1,0.095546,2.778361,[55 26] ; [29 25],[50.4 30.6] ; [33.6 20.4],0
d5,1,0.100952,2.690439,[52 29] ; [27 27],[47.4 33.6] ; [31.6 22.4],0
n5,1,0.120324,2.413102,[65 16] ; [37 17],[61.2 19.8] ; [40.8 13.2],0
u2,1,0.12087,2.406015,[15  6] ; [ 9 10],[12.6  8.4] ; [11.4  7.6],0
s7,1,0.129089,2.303424,[63 13] ; [38 15],[59.50387597 16.49612403] ; [41.49612403 11.50387597],0
s6,1,0.136176,2.220644,[70 10] ; [42 12],[66.86567164 13.13432836] ; [45.13432836  8.86567164],0
p9,1,0.147877,2.094017,[73  8] ; [44 10],[70.2 10.8] ; [46.8  7.2],0
s1,1,0.149505,2.077299,[ 6 74] ; [ 1 53],[ 4.17910448 75.82089552] ; [ 2.82089552 51.17910448],0
r4,1,0.157599,1.997111,[74  7] ; [45  9],[71.4  9.6] ; [47.6  6.4],0
r3,1,0.180464,1.793799,[78  3] ; [49  5],[76.2  4.8] ; [50.8  3.2],0
r2,1,0.182735,1.775241,[73  6] ; [46  8],[70.68421053  8.31578947] ; [48.31578947  5.68421053],0
s5,1,0.193166,1.693306,[33 43] ; [17 36],[29.45736434 46.54263566] ; [20.54263566 32.45736434],0
n2,1,0.213006,1.550877,[13  2] ; [13  6],[11.47058824  3.52941176] ; [14.52941176  4.47058824],0
p5,1,0.232832,1.423479,[15 65] ; [ 6 48],[12.53731343 67.46268657] ; [ 8.46268657 45.53731343],0
b3,1,0.244514,1.354378,[28 32] ; [ 9 18],[25.51724138 34.48275862] ; [11.48275862 15.51724138],0
