Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2.3e-05,17.904579,[ 4 35] ; [22 18],[12.83544304 26.16455696] ; [13.16455696 26.83544304],1
s8,1,0.00018,14.029741,[ 5 37] ; [20 20],[12.80487805 29.19512195] ; [12.19512195 27.80487805],1
s2,1,0.000802,11.23573,[ 6 36] ; [19 20],[12.96296296 29.03703704] ; [12.03703704 26.96296296],1
r1,1,0.001981,9.566667,[14 28] ; [27 13],[21. 21.] ; [20. 20.],0
s5,1,0.003409,8.574594,[ 2 40] ; [11 27],[ 6.825 35.175] ; [ 6.175 31.825],0
p10,1,0.006758,7.336106,[16 25] ; [27 12],[22.0375 18.9625] ; [20.9625 18.0375],0
s3,1,0.007425,7.167178,[12 29] ; [23 16],[17.9375 23.0625] ; [17.0625 21.9375],0
p11,1,0.01266,6.21597,[24 18] ; [33  7],[29.19512195 12.80487805] ; [27.80487805 12.19512195],0
s4,1,0.014332,5.996804,[ 3 39] ; [11 29],[ 7.17073171 34.82926829] ; [ 6.82926829 33.17073171],0
p4,1,0.014636,5.959765,[11 31] ; [21 19],[16.3902439 25.6097561] ; [15.6097561 24.3902439],0
r3,1,0.018306,5.566652,[26 16] ; [34  6],[30.73170732 11.26829268] ; [29.26829268 10.73170732],0
r4,1,0.019614,5.44592,[21 21] ; [30 10],[26.12195122 15.87804878] ; [24.87804878 15.12195122],0
d5,1,0.023189,5.154286,[ 9 33] ; [18 22],[13.82926829 28.17073171] ; [13.17073171 26.82926829],0
n5,1,0.031705,4.614386,[27 15] ; [34  6],[31.24390244 10.75609756] ; [29.75609756 10.24390244],0
p5,1,0.040941,4.178467,[ 1 41] ; [ 6 34],[ 3.58536585 38.41463415] ; [ 3.41463415 36.58536585],0
p9,1,0.040953,4.17795,[19 21] ; [28 12],[23.5 16.5] ; [23.5 16.5],0
a6,1,0.047986,3.910484,[15 27] ; [23 17],[19.46341463 22.53658537] ; [18.53658537 21.46341463],0
n6,1,0.049912,3.844416,[24 18] ; [31  9],[28.17073171 13.82926829] ; [26.82926829 13.17073171],0
v3,1,0.072806,3.218586,[ 6 35] ; [12 26],[ 9.34177215 31.65822785] ; [ 8.65822785 29.34177215],0
v4,1,0.074213,3.187286,[32  9] ; [36  3],[34.85  6.15] ; [33.15  5.85],0
a8,1,0.075566,3.15778,[ 3 36] ; [ 8 28],[ 5.72 33.28] ; [ 5.28 30.72],0
a5,1,0.077244,3.121957,[12 30] ; [19 21],[15.87804878 26.12195122] ; [15.12195122 24.87804878],0
