Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,43.649968,[89 54] ; [ 4 46],[68.90673575 74.09326425] ; [24.09326425 25.90673575],1
d4,1,6.6e-05,15.928733,[123  20] ; [29 20],[113.20833333  29.79166667] ; [38.79166667 10.20833333],1
d3,1,0.000696,11.500616,[106  37] ; [24 26],[96.32124352 46.67875648] ; [33.67875648 16.32124352],1
a8,1,0.004699,7.991932,[  3 129] ; [ 6 41],[  6.63687151 125.36312849] ; [ 2.36312849 44.63687151],0
a4,1,0.00816,6.99794,[55 88] ; [ 9 41],[47.41968912 95.58031088] ; [16.58031088 33.41968912],0
d2,1,0.011766,6.345722,[60 83] ; [11 39],[52.60621762 90.39378238] ; [18.39378238 31.60621762],0
a7,1,0.015623,5.844803,[111  32] ; [30 20],[104.47150259  38.52849741] ; [36.52849741 13.47150259],0
a5,1,0.017983,5.597818,[93 50] ; [23 27],[85.94818653 57.05181347] ; [30.05181347 19.94818653],0
p11,1,0.032929,4.549462,[91 52] ; [40 10],[97.06217617 45.93782383] ; [33.93782383 16.06217617],0
a3,1,0.033826,4.503461,[93 50] ; [24 26],[86.68911917 56.31088083] ; [30.31088083 19.68911917],0
p5,1,0.039996,4.218063,[  4 137] ; [ 5 45],[  6.64397906 134.35602094] ; [ 2.35602094 47.64397906],0
v2,1,0.088216,2.906627,[73 60] ; [19 28],[67.97777778 65.02222222] ; [24.02222222 22.97777778],0
p7,1,0.107299,2.593558,[73 64] ; [32 16],[77.75675676 59.24324324] ; [27.24324324 20.75675676],0
r2,1,0.112132,2.523919,[139   4] ; [46  4],[137.07253886   5.92746114] ; [47.92746114  2.07253886],0
r1,1,0.146789,2.105311,[116  26] ; [36 14],[112.41666667  29.58333333] ; [39.58333333 10.41666667],0
p10,1,0.221106,1.497176,[101  37] ; [32 18],[97.62765957 40.37234043] ; [35.37234043 14.62765957],0
s4,1,0.224063,1.47816,[ 38 105] ; [ 9 41],[ 34.8238342 108.1761658] ; [12.1761658 37.8238342],0
b5,1,0.228861,1.447926,[91 52] ; [27 23],[87.43005181 55.56994819] ; [30.56994819 19.43005181],0
u3,1,0.253871,1.301873,[34 15] ; [14 11],[31.78378378 17.21621622] ; [16.21621622  8.78378378],0
s6,1,0.258819,1.275062,[91 49] ; [28 22],[87.68421053 52.31578947] ; [31.31578947 18.68421053],0
n2,1,0.276792,1.182774,[38 14] ; [13  2],[39.58208955 12.41791045] ; [11.41791045  3.58208955],0
u1,1,0.289098,1.123819,[ 16 127] ; [ 3 47],[ 14.07772021 128.92227979] ; [ 4.92227979 45.07772021],0
a2,1,0.293046,1.105574,[ 23 120] ; [ 5 45],[ 20.74611399 122.25388601] ; [ 7.25388601 42.74611399],0
a1,1,0.297091,1.087205,[  4 139] ; [ 3 47],[  5.1865285 137.8134715] ; [ 1.8134715 48.1865285],0
p12,1,0.306427,1.046015,[  4 137] ; [ 3 47],[  5.16753927 135.83246073] ; [ 1.83246073 48.16753927],0
n5,1,0.329008,0.952798,[47 95] ; [20 29],[49.81151832 92.18848168] ; [17.18848168 31.81151832],0
p6,1,0.329158,0.952208,[ 36 104] ; [ 9 39],[ 33.5106383 106.4893617] ; [11.4893617 36.5106383],0
s5,1,0.370328,0.802563,[45 92] ; [13 37],[42.49197861 94.50802139] ; [15.50802139 34.49197861],0
s2,1,0.380226,0.769972,[67 75] ; [20 30],[64.34375 77.65625] ; [22.65625 27.34375],0
n6,1,0.382948,0.761216,[92 49] ; [36 14],[94.4921466 46.5078534] ; [33.5078534 16.4921466],0
p3,1,0.396404,0.719209,[55 87] ; [16 34],[52.51041667 89.48958333] ; [18.48958333 31.51041667],0
p8,1,0.405737,0.691256,[66 75] ; [20 30],[63.48691099 77.51308901] ; [22.51308901 27.48691099],0
n1,1,0.414949,0.664575,[16 36] ; [ 3 12],[14.74626866 37.25373134] ; [ 4.25373134 10.74626866],0
u4,1,0.434352,0.611158,[  1 142] ; [ 1 49],[  1.48186528 141.51813472] ; [ 0.51813472 49.48186528],0
p1,1,0.438804,0.599409,[ 10 131] ; [ 2 48],[  8.85863874 132.14136126] ; [ 3.14136126 46.85863874],0
v1,1,0.447226,0.577674,[61 77] ; [19 31],[58.72340426 79.27659574] ; [21.27659574 28.72340426],0
b2,1,0.47204,0.517196,[23 47] ; [ 6 18],[21.59574468 48.40425532] ; [ 7.40425532 16.59574468],0
b3,1,0.47204,0.517196,[23 47] ; [ 6 18],[21.59574468 48.40425532] ; [ 7.40425532 16.59574468],0
s7,1,0.475861,0.508333,[47 88] ; [14 34],[45. 90.] ; [16. 32.],0
s8,1,0.503064,0.448466,[50 92] ; [15 35],[48.07291667 93.92708333] ; [16.92708333 33.07291667],0
p4,1,0.54705,0.362629,[65 77] ; [20 29],[63.19371728 78.80628272] ; [21.80628272 27.19371728],0
b4,1,0.548364,0.360256,[87 56] ; [28 22],[85.20725389 57.79274611] ; [29.79274611 20.20725389],0
u2,1,0.569865,0.322909,[28 21] ; [16  9],[29.13513514 19.86486486] ; [14.86486486 10.13513514],0
p9,1,0.599064,0.27641,[109  28] ; [38 12],[107.69518717  29.30481283] ; [39.30481283 10.69518717],0
v4,1,0.613264,0.25545,[138   5] ; [48  1],[138.53125   4.46875] ; [47.46875  1.53125],0
a6,1,0.754851,0.097499,[95 48] ; [32 18],[94.0984456 48.9015544] ; [32.9015544 17.0984456],0
s1,1,0.755101,0.097294,[  4 138] ; [ 1 49],[  3.69791667 138.30208333] ; [ 1.30208333 48.69791667],0
s3,1,0.807808,0.059173,[71 71] ; [26 24],[71.73958333 70.26041667] ; [25.26041667 24.73958333],0
b1,1,0.812018,0.05656,[46 97] ; [17 33],[46.67875648 96.32124352] ; [16.32124352 33.67875648],0
v3,1,0.841093,0.040199,[37 95] ; [13 36],[36.4640884 95.5359116] ; [13.5359116 35.4640884],0
p2,1,0.896162,0.017033,[103  38] ; [37 13],[103.35078534  37.64921466] ; [36.64921466 13.35078534],0
n3,1,0.900835,0.015527,[38 15] ; [11  4],[38.19117647 14.80882353] ; [10.80882353  4.19117647],0
