Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,52.056166,[256 103] ; [127 166],[210.88496933 148.11503067] ; [172.11503067 120.88496933],1
v3,1,0.0,45.851393,[194 162] ; [ 83 212],[151.47772657 204.52227343] ; [125.52227343 169.47772657],1
n5,1,2e-06,23.124274,[304  64] ; [203 102],[277.23031204  90.76968796] ; [229.76968796  75.23031204],1
p4,1,4e-06,21.088947,[246 121] ; [150 153],[216.91343284 150.08656716] ; [179.08656716 123.91343284],1
p6,1,5e-06,20.748991,[158 203] ; [ 81 222],[129.93825301 231.06174699] ; [109.06174699 193.93825301],1
s8,1,5.7e-05,16.198247,[185 182] ; [107 199],[159.2332838 207.7667162] ; [132.7667162 173.2332838],1
p3,1,0.000114,14.888638,[207 161] ; [126 179],[182.08618128 185.91381872] ; [150.91381872 154.08618128],1
p9,1,0.000118,14.818999,[324  42] ; [233  68],[305.64017991  60.35982009] ; [251.35982009  49.64017991],1
p10,1,0.000179,14.042175,[312  54] ; [223  80],[292.69058296  73.30941704] ; [242.30941704  60.69058296],1
p2,1,0.000533,11.997056,[324  44] ; [239  67],[307.39465875  60.60534125] ; [255.60534125  50.39465875],1
s2,1,0.000642,11.649822,[194 174] ; [121 185],[171.98813056 196.01186944] ; [143.01186944 162.98813056],1
p8,1,0.000832,11.169307,[216 147] ; [140 161],[194.62048193 168.37951807] ; [161.37951807 139.62048193],1
s6,1,0.001175,10.529425,[254 112] ; [173 129],[233.95508982 132.04491018] ; [193.04491018 108.95508982],0
n4,1,0.001741,9.804747,[308  61] ; [226  81],[291.48816568  77.51183432] ; [242.51183432  64.48816568],0
s5,1,0.001847,9.695983,[130 230] ; [ 74 224],[111.61094225 248.38905775] ; [ 92.38905775 205.61094225],0
s7,1,0.002398,9.21708,[185 167] ; [118 173],[165.87247278 186.12752722] ; [137.12752722 153.87247278],0
r1,1,0.004139,8.221925,[328  41] ; [248  58],[314.88  54.12] ; [261.12  44.88],0
p7,1,0.004886,7.92118,[250 109] ; [178 123],[232.80606061 126.19393939] ; [195.19393939 105.80606061],0
a5,1,0.006529,7.398152,[290  81] ; [211  95],[274.55096012  96.44903988] ; [226.44903988  79.55096012],0
v4,1,0.011389,6.403608,[366   5] ; [292  14],[360.58788774  10.41211226] ; [297.41211226   8.58788774],0
p11,1,0.016722,5.725368,[309  62] ; [233  74],[296.58112094  74.41887906] ; [245.41887906  61.58112094],0
b2,1,0.017212,5.674587,[108 136] ; [ 58 119],[ 96.20902613 147.79097387] ; [ 69.79097387 107.20902613],0
b3,1,0.017212,5.674587,[108 136] ; [ 58 119],[ 96.20902613 147.79097387] ; [ 69.79097387 107.20902613],0
r2,1,0.019796,5.429801,[364   5] ; [292  13],[359.14540059   9.85459941] ; [296.85459941   8.14540059],0
n6,1,0.022781,5.185095,[320  47] ; [248  59],[309.28189911  57.71810089] ; [258.71810089  48.28189911],0
b5,1,0.024392,5.066542,[237 134] ; [170 137],[222.70943953 148.29056047] ; [184.29056047 122.70943953],0
p12,1,0.024519,5.05751,[ 38 328] ; [ 17 287],[ 30.04477612 335.95522388] ; [ 24.95522388 279.04477612],0
d1,1,0.030157,4.70032,[230 141] ; [165 142],[216.14306785 154.85693215] ; [178.85693215 128.14306785],0
p5,1,0.032101,4.593086,[ 52 314] ; [ 27 278],[ 43.09090909 322.90909091] ; [ 35.90909091 269.09090909],0
u4,1,0.046689,3.956551,[ 12 359] ; [  3 304],[  8.2079646 362.7920354] ; [  6.7920354 300.2079646],0
p1,1,0.060508,3.523405,[ 38 331] ; [ 19 285],[ 31.2526003 337.7473997] ; [ 25.7473997 278.2526003],0
a3,1,0.063383,3.446578,[274  94] ; [208  98],[263.16913947 104.83086053] ; [218.83086053  87.16913947],0
n1,1,0.065154,3.401077,[29 29] ; [29 55],[23.69014085 34.30985915] ; [34.30985915 49.69014085],0
d4,1,0.076422,3.139392,[313  56] ; [242  62],[304.30163447  64.69836553] ; [250.69836553  53.30163447],0
a4,1,0.083922,2.987256,[176 192] ; [126 180],[164.89020772 203.10979228] ; [137.10979228 168.89020772],0
u3,1,0.109279,2.564624,[62 35] ; [51 46],[56.5 40.5] ; [56.5 40.5],0
d5,1,0.136644,2.215353,[305  64] ; [239  67],[297.38666667  71.61333333] ; [246.61333333  59.38666667],0
a2,1,0.136714,2.214555,[ 98 273] ; [ 66 241],[ 89.74041298 281.25958702] ; [ 74.25958702 232.74041298],0
s3,1,0.143456,2.140491,[202 163] ; [151 153],[192.59342302 172.40657698] ; [160.40657698 143.59342302],0
a8,1,0.179017,1.805762,[ 61 269] ; [ 41 243],[ 54.82084691 275.17915309] ; [ 47.17915309 236.82084691],0
u1,1,0.190667,1.71246,[ 71 300] ; [ 47 260],[ 64.56932153 306.43067847] ; [ 53.43067847 253.56932153],0
b4,1,0.193334,1.692025,[225 146] ; [171 136],[216.69026549 154.30973451] ; [179.30973451 127.69026549],0
n2,1,0.217383,1.521561,[46 12] ; [61 26],[42.8 15.2] ; [64.2 22.8],0
b1,1,0.259654,1.270601,[133 238] ; [123 184],[140.08259587 230.91740413] ; [115.91740413 191.08259587],0
d2,1,0.273559,1.198811,[185 184] ; [140 165],[177.93026706 191.06973294] ; [147.06973294 157.93026706],0
d3,1,0.331347,0.943626,[258 112] ; [202 103],[252.14814815 117.85185185] ; [207.85185185  97.14814815],0
u2,1,0.414423,0.666075,[59 37] ; [54 43],[56.20725389 39.79274611] ; [56.79274611 40.20725389],0
n3,1,0.529741,0.394888,[45 13] ; [62 23],[43.3986014 14.6013986] ; [63.6013986 21.3986014],0
s1,1,0.667089,0.185027,[ 11 353] ; [ 11 293],[ 11.98802395 352.01197605] ; [ 10.01197605 293.98802395],0
a6,1,0.685204,0.164326,[257 112] ; [208  97],[254.57715134 114.42284866] ; [210.42284866  94.57715134],0
a1,1,0.858599,0.03174,[ 18 353] ; [ 14 293],[ 17.51032448 353.48967552] ; [ 14.48967552 292.51032448],0
a7,1,0.940418,0.005587,[273  97] ; [225  81],[272.5739645  97.4260355] ; [225.4260355  80.5739645],0
