Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,63.816357,[340 152] ; [ 56 109],[296.54794521 195.45205479] ; [99.45205479 65.54794521],1
a3,1,0.0,61.577696,[396  95] ; [80 83],[357.36391437 133.63608563] ; [118.63608563  44.36391437],1
d2,1,0.0,61.215461,[287 204] ; [ 38 126],[243.6259542 247.3740458] ; [81.3740458 82.6259542],1
a4,1,0.0,54.460569,[263 227] ; [ 34 131],[222.18320611 267.81679389] ; [74.81679389 90.18320611],1
d5,1,0.0,36.668525,[431  60] ; [110  54],[405.54351145  85.45648855] ; [135.45648855  28.54351145],1
u1,1,0.0,33.872167,[119 373] ; [  6 159],[ 93.60730594 398.39269406] ; [ 31.39269406 133.60730594],1
d4,1,0.0,29.37889,[429  62] ; [113  51],[406.29312977  84.70687023] ; [135.70687023  28.29312977],1
r1,1,0.0,29.315925,[419  70] ; [109  55],[395.39356815  93.60643185] ; [132.60643185  31.39356815],1
a6,1,1e-06,24.406755,[358 133] ; [86 79],[332.32317073 158.67682927] ; [111.67682927  53.32317073],1
n4,1,4.2e-05,16.779541,[420  71] ; [117  47],[402.54503817  88.45496183] ; [134.45496183  29.54503817],1
s7,1,0.000275,13.234337,[263 207] ; [62 96],[243.23248408 226.76751592] ; [81.76751592 76.23248408],1
p10,1,0.000382,12.616272,[433  54] ; [126  36],[419.46533128  67.53466872] ; [139.53466872  22.46533128],1
d3,1,0.000504,12.101498,[367 125] ; [99 65],[349.5 142.5] ; [116.5  47.5],1
v1,1,0.000623,11.70732,[288 193] ; [71 89],[269.3900156 211.6099844] ; [89.6099844 70.3900156],1
p9,1,0.000777,11.29649,[445  41] ; [133  29],[433.5  52.5] ; [144.5  17.5],1
s8,1,0.001404,10.200427,[241 246] ; [ 58 107],[223.33282209 263.66717791] ; [75.66717791 89.33282209],0
v2,1,0.001971,9.576641,[291 187] ; [74 84],[274.32389937 203.67610063] ; [90.67610063 67.32389937],0
s5,1,0.002423,9.197494,[186 287] ; [ 41 117],[170.16006339 302.83993661] ; [ 56.83993661 101.16006339],0
r4,1,0.002777,8.948797,[458  34] ; [141  24],[448.56621005  43.43378995] ; [150.43378995  14.56621005],0
n5,1,0.003691,8.429719,[409  81] ; [120  44],[396.34556575  93.65443425] ; [132.65443425  31.34556575],0
p4,1,0.004818,7.94668,[337 153] ; [93 71],[322.17125382 167.82874618] ; [107.82874618  56.17125382],0
r2,1,0.006166,7.501272,[467  18] ; [149  15],[460.33898305  24.66101695] ; [155.66101695   8.33898305],0
s6,1,0.006383,7.439001,[343 135] ; [97 64],[329.13928013 148.86071987] ; [110.86071987  50.13928013],0
p3,1,0.00996,6.642068,[277 214] ; [74 91],[262.71493902 228.28506098] ; [88.28506098 76.71493902],0
p11,1,0.01018,6.603049,[421  71] ; [127  38],[410.37442922  81.62557078] ; [137.62557078  27.37442922],0
b2,1,0.016016,5.801129,[128 175] ; [26 66],[118.13164557 184.86835443] ; [35.86835443 56.13164557],0
b3,1,0.016016,5.801129,[128 175] ; [26 66],[118.13164557 184.86835443] ; [35.86835443 56.13164557],0
p8,1,0.019356,5.469082,[297 185] ; [84 80],[284.2755418 197.7244582] ; [96.7244582 67.2755418],0
p6,1,0.028558,4.794087,[211 276] ; [ 54 107],[199.15895062 287.84104938] ; [65.84104938 95.15895062],0
s2,1,0.031136,4.645474,[266 219] ; [74 90],[254.08320493 230.91679507] ; [85.91679507 78.08320493],0
p7,1,0.034772,4.456316,[346 136] ; [102  60],[335.30434783 146.69565217] ; [112.69565217  49.30434783],0
u4,1,0.116437,2.464599,[ 13 478] ; [  1 164],[ 10.47865854 480.52134146] ; [  3.52134146 161.47865854],0
a1,1,0.176907,1.823418,[ 24 468] ; [  4 161],[ 20.96803653 471.03196347] ; [  7.03196347 157.96803653],0
a7,1,0.188287,1.730973,[369 123] ; [113  49],[362.60550459 129.39449541] ; [119.39449541  42.60550459],0
v3,1,0.191296,1.707609,[204 276] ; [ 59 102],[196.94227769 283.05772231] ; [66.05772231 94.94227769],0
p12,1,0.21537,1.534954,[ 45 444] ; [ 10 154],[ 41.18683002 447.81316998] ; [ 13.81316998 150.18683002],0
n2,1,0.303579,1.058407,[73 23] ; [27 13],[70.58823529 25.41176471] ; [29.41176471 10.58823529],0
s4,1,0.318188,0.996381,[ 82 403] ; [ 22 140],[ 77.95981453 407.04018547] ; [ 26.04018547 135.95981453],0
u3,1,0.438589,0.599972,[53 42] ; [42 42],[50.41899441 44.58100559] ; [44.58100559 39.41899441],0
b1,1,0.448182,0.575246,[174 318] ; [ 53 112],[169.99086758 322.00913242] ; [ 57.00913242 107.99086758],0
p1,1,0.531591,0.39135,[ 43 449] ; [ 17 147],[ 45. 447.] ; [ 15. 149.],0
v4,1,0.558439,0.342414,[473  16] ; [158   7],[471.80275229  17.19724771] ; [159.19724771   5.80275229],0
s1,1,0.569348,0.323775,[ 11 474] ; [  5 158],[ 11.97530864 473.02469136] ; [  4.02469136 158.97530864],0
n3,1,0.603208,0.270184,[72 24] ; [29 12],[70.77372263 25.22627737] ; [30.22627737 10.77372263],0
u2,1,0.618787,0.247577,[51 45] ; [41 42],[49.34078212 46.65921788] ; [42.65921788 40.34078212],0
b4,1,0.706639,0.141658,[284 208] ; [98 67],[286.06392694 205.93607306] ; [95.93607306 69.06392694],0
a8,1,0.731832,0.117436,[ 65 376] ; [ 24 127],[ 66.29898649 374.70101351] ; [ 22.70101351 128.29898649],0
s3,1,0.743076,0.107442,[279 205] ; [91 71],[277.21362229 206.78637771] ; [92.78637771 69.21362229],0
n1,1,0.763794,0.090301,[35 60] ; [14 27],[34.22794118 60.77205882] ; [14.77205882 26.22794118],0
b5,1,0.826451,0.048073,[294 198] ; [97 68],[292.80365297 199.19634703] ; [98.19634703 66.80365297],0
p5,1,0.971746,0.001255,[ 66 425] ; [ 22 143],[ 65.86585366 425.13414634] ; [ 22.13414634 142.86585366],0
r3,1,1.0,0.0,[471  18] ; [157   6],[471.  18.] ; [157.   6.],0
