Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.030499,4.680956,[29  8] ; [45 33],[23.80869565 13.19130435] ; [50.19130435 27.80869565],0
v3,1,0.058361,3.583359,[12 25] ; [39 37],[16.69911504 20.30088496] ; [34.30088496 41.69911504],0
a5,1,0.063395,3.446272,[24 13] ; [63 15],[27.99130435  9.00869565] ; [59.00869565 18.99130435],0
s5,1,0.063443,3.445007,[ 5 29] ; [24 52],[ 8.96363636 25.03636364] ; [20.03636364 55.96363636],0
p4,1,0.065113,3.402108,[17 20] ; [50 28],[21.55652174 15.44347826] ; [45.44347826 32.55652174],0
s6,1,0.066807,3.35979,[28  8] ; [47 31],[23.68421053 12.31578947] ; [51.31578947 26.68421053],0
r2,1,0.088042,2.909814,[35  1] ; [67 10],[32.49557522  3.50442478] ; [69.50442478  7.49557522],0
v1,1,0.092393,2.832184,[14 21] ; [44 33],[18.125 16.875] ; [39.875 37.125],0
n2,1,0.113846,2.5,[10  2] ; [10  8],[8. 4.] ; [12.  6.],0
n4,1,0.199745,1.644235,[33  4] ; [62 16],[30.56521739  6.43478261] ; [64.43478261 13.56521739],0
n5,1,0.213774,1.545685,[30  7] ; [54 23],[27.26315789  9.73684211] ; [56.73684211 20.26315789],0
p8,1,0.24021,1.37936,[25 12] ; [42 33],[22.13392857 14.86607143] ; [44.86607143 30.13392857],0
p9,1,0.262437,1.255856,[31  6] ; [70  7],[32.78070175  4.21929825] ; [68.21929825  8.78070175],0
v4,1,0.263165,1.252032,[33  4] ; [74  4],[34.42608696  2.57391304] ; [72.57391304  5.42608696],0
d3,1,0.282684,1.15414,[27 10] ; [49 29],[24.45217391 12.54782609] ; [51.54782609 26.45217391],0
b5,1,0.293544,1.103295,[17 20] ; [44 34],[19.62608696 17.37391304] ; [41.37391304 36.62608696],0
a7,1,0.306514,1.045638,[29  8] ; [54 24],[26.70434783 10.29565217] ; [56.29565217 21.70434783],0
u2,1,0.313787,1.014668,[6 4] ; [17  5],[7.1875 2.8125] ; [15.8125  6.1875],0
n6,1,0.325059,0.968482,[33  4] ; [64 14],[31.20869565  5.79130435] ; [65.79130435 12.20869565],0
r1,1,0.356057,0.851752,[29  7] ; [68 10],[30.63157895  5.36842105] ; [66.36842105 11.63157895],0
p1,1,0.411768,0.673691,[ 4 33] ; [ 5 73],[ 2.89565217 34.10434783] ; [ 6.10434783 71.89565217],0
s1,1,0.427842,0.628675,[ 2 34] ; [ 2 75],[ 1.27433628 34.72566372] ; [ 2.72566372 74.27433628],0
d1,1,0.476113,0.507754,[23 14] ; [43 35],[21.23478261 15.76521739] ; [44.76521739 33.23478261],0
d4,1,0.484762,0.488132,[31  6] ; [61 17],[29.6  7.4] ; [62.4 15.6],0
a8,1,0.512204,0.429561,[ 5 29] ; [14 56],[ 6.21153846 27.78846154] ; [12.78846154 57.21153846],0
p3,1,0.515434,0.42302,[18 19] ; [43 35],[19.62608696 17.37391304] ; [41.37391304 36.62608696],0
p12,1,0.517799,0.418275,[ 2 34] ; [ 7 70],[ 2.86725664 33.13274336] ; [ 6.13274336 70.86725664],0
b4,1,0.533666,0.387407,[21 16] ; [49 29],[22.52173913 14.47826087] ; [47.47826087 30.52173913],0
u1,1,0.549659,0.357929,[ 5 32] ; [14 64],[ 6.11304348 30.88695652] ; [12.88695652 65.11304348],0
a1,1,0.551293,0.355005,[ 1 36] ; [ 4 74],[ 1.60869565 35.39130435] ; [ 3.39130435 74.60869565],0
s4,1,0.574036,0.315976,[ 3 34] ; [ 9 69],[ 3.86086957 33.13913043] ; [ 8.13913043 69.86086957],0
p2,1,0.584221,0.29946,[31  6] ; [62 16],[29.92173913  7.07826087] ; [63.07826087 14.92173913],0
p7,1,0.607086,0.26444,[24 12] ; [55 22],[25.16814159 10.83185841] ; [53.83185841 23.16814159],0
p5,1,0.633542,0.227288,[ 7 30] ; [12 66],[ 6.11304348 30.88695652] ; [12.88695652 65.11304348],0
a4,1,0.648751,0.207479,[14 23] ; [33 45],[15.12173913 21.87826087] ; [31.87826087 46.12173913],0
p11,1,0.663758,0.188991,[32  5] ; [65 13],[31.20869565  5.79130435] ; [65.79130435 12.20869565],0
n3,1,0.668129,0.183799,[8 4] ; [10  7],[7.44827586 4.55172414] ; [10.55172414  6.44827586],0
b3,1,0.728702,0.120306,[12 13] ; [25 32],[11.2804878 13.7195122] ; [25.7195122 31.2804878],0
b2,1,0.728702,0.120306,[12 13] ; [25 32],[11.2804878 13.7195122] ; [25.7195122 31.2804878],0
p10,1,0.741508,0.108806,[30  6] ; [66 11],[30.5840708  5.4159292] ; [65.4159292 11.5840708],0
b1,1,0.744443,0.10626,[14 23] ; [32 46],[14.8 22.2] ; [31.2 46.8],0
v2,1,0.805166,0.060844,[19 17] ; [42 34],[19.60714286 16.39285714] ; [41.39285714 34.60714286],0
a2,1,0.841779,0.039848,[ 7 30] ; [16 62],[ 7.4 29.6] ; [15.6 62.4],0
n1,1,0.867695,0.027751,[4 7] ; [ 6 12],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
r4,1,0.877603,0.023719,[34  3] ; [71  7],[33.7826087  3.2173913] ; [71.2173913  6.7826087],0
p6,1,0.887208,0.020118,[15 21] ; [31 46],[14.65486726 21.34513274] ; [31.34513274 45.65486726],0
d5,1,0.891279,0.018683,[29  8] ; [62 16],[29.27826087  7.72173913] ; [61.72173913 16.27826087],0
a3,1,0.895226,0.017343,[27 10] ; [56 22],[26.70434783 10.29565217] ; [56.29565217 21.70434783],0
d2,1,0.903198,0.014792,[19 18] ; [41 37],[19.30434783 17.69565217] ; [40.69565217 37.30434783],0
r3,1,0.950208,0.003899,[35  2] ; [74  4],[35.06956522  1.93043478] ; [73.93043478  4.06956522],0
s7,1,0.953753,0.003363,[21 16] ; [43 32],[21.14285714 15.85714286] ; [42.85714286 32.14285714],0
u3,1,0.961291,0.002356,[6 4] ; [13  9],[5.9375 4.0625] ; [13.0625  8.9375],0
