Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n1,1,0.001647,9.906106,[ 2 13] ; [32 22],[7.39130435 7.60869565] ; [26.60869565 27.39130435],0
d1,1,0.006029,7.541529,[18 23] ; [232 121],[26.01522843 14.98477157] ; [223.98477157 129.01522843],0
p6,1,0.00708,7.252465,[10 30] ; [163 181],[18.02083333 21.97916667] ; [154.97916667 189.02083333],0
d5,1,0.008608,6.902445,[28 13] ; [297  54],[33.99234694  7.00765306] ; [291.00765306  59.99234694],0
v3,1,0.014219,6.010803,[14 27] ; [186 156],[21.40992167 19.59007833] ; [178.59007833 163.40992167],0
p4,1,0.017782,5.617542,[22 19] ; [250  99],[28.59487179 12.40512821] ; [243.40512821 105.59487179],0
p3,1,0.021586,5.278841,[17 24] ; [210 139],[23.86410256 17.13589744] ; [203.13589744 145.86410256],0
s4,1,0.02909,4.762294,[11 30] ; [ 48 298],[ 6.25064599 34.74935401] ; [ 52.74935401 293.25064599],0
p8,1,0.030147,4.700879,[18 22] ; [215 128],[24.33420366 15.66579634] ; [208.66579634 134.33420366],0
n6,1,0.043432,4.078502,[34  7] ; [324  27],[37.44387755  3.55612245] ; [320.55612245  30.44387755],0
r1,1,0.046439,3.96561,[30 11] ; [300  52],[34.42748092  6.57251908] ; [295.57251908  56.42748092],0
r4,1,0.04749,3.927948,[35  6] ; [331  22],[38.08629442  2.91370558] ; [327.91370558  25.08629442],0
p2,1,0.055232,3.675075,[32  9] ; [309  40],[35.84871795  5.15128205] ; [305.15128205  43.84871795],0
r3,1,0.063492,3.44373,[36  4] ; [339  13],[38.26530612  1.73469388] ; [336.73469388  15.26530612],0
s7,1,0.066939,3.356527,[16 23] ; [188 145],[21.38709677 17.61290323] ; [182.61290323 150.38709677],0
d2,1,0.077892,3.108354,[16 25] ; [188 163],[21.33673469 19.66326531] ; [182.66326531 168.33673469],0
p5,1,0.089484,2.88364,[ 3 38] ; [ 62 287],[ 6.83333333 34.16666667] ; [ 58.16666667 290.83333333],0
u1,1,0.12298,2.378951,[ 5 36] ; [ 80 273],[ 8.84517766 32.15482234] ; [ 76.15482234 276.84517766],0
a4,1,0.127775,2.319331,[15 26] ; [172 178],[19.60869565 21.39130435] ; [167.39130435 182.60869565],0
a8,1,0.13504,2.233588,[ 3 36] ; [ 53 259],[ 6.22222222 32.77777778] ; [ 49.77777778 262.22222222],0
s8,1,0.136683,2.214914,[17 24] ; [187 161],[21.50128535 19.49871465] ; [182.49871465 165.50128535],0
d3,1,0.15844,1.98905,[25 16] ; [252 100],[28.89821883 12.10178117] ; [248.10178117 103.89821883],0
s6,1,0.166172,1.917144,[26 15] ; [254  91],[29.74093264 11.25906736] ; [250.25906736  94.74093264],0
s5,1,0.167417,1.90592,[12 29] ; [137 202],[16.07631579 24.92368421] ; [132.92368421 206.07631579],0
u3,1,0.176028,1.830842,[8 2] ; [48 35],[6.02150538 3.97849462] ; [49.97849462 33.02150538],0
s2,1,0.184259,1.762938,[19 22] ; [198 148],[22.98966408 18.01033592] ; [194.01033592 151.98966408],0
n2,1,0.215445,1.534454,[14  1] ; [43 11],[12.39130435  2.60869565] ; [44.60869565  9.39130435],0
n3,1,0.221879,1.492175,[9 6] ; [41 13],[10.86956522  4.13043478] ; [39.13043478 14.86956522],0
p12,1,0.23016,1.439873,[ 2 39] ; [ 38 311],[ 4.20512821 36.79487179] ; [ 35.79487179 313.20512821],0
p7,1,0.244111,1.356696,[25 14] ; [248  92],[28.09234828 10.90765172] ; [244.90765172  95.09234828],0
p1,1,0.291165,1.114225,[ 2 39] ; [ 35 316],[ 3.86989796 37.13010204] ; [ 33.13010204 317.86989796],0
p9,1,0.324729,0.969803,[38  2] ; [314  34],[36.28865979  3.71134021] ; [315.71134021  32.28865979],0
p11,1,0.346206,0.887316,[32  9] ; [296  57],[34.1319797  6.8680203] ; [293.8680203  59.1319797],0
s3,1,0.377072,0.780225,[21 20] ; [201 143],[23.64155844 17.35844156] ; [198.35844156 145.64155844],0
u2,1,0.41432,0.666371,[4 6] ; [44 38],[5.2173913 4.7826087] ; [42.7826087 39.2173913],0
b4,1,0.556097,0.346507,[26 15] ; [207 146],[24.24619289 16.75380711] ; [208.75380711 144.24619289],0
d4,1,0.559738,0.340158,[33  8] ; [295  56],[34.30612245  6.69387755] ; [293.69387755  57.30612245],0
v2,1,0.597114,0.27937,[26 14] ; [237 106],[27.46736292 12.53263708] ; [235.53263708 107.46736292],0
v4,1,0.626603,0.236695,[40  1] ; [338  14],[39.4351145  1.5648855] ; [338.5648855  13.4351145],0
b5,1,0.633134,0.227834,[27 14] ; [219 134],[25.59898477 15.40101523] ; [220.40101523 132.59898477],0
a6,1,0.677045,0.173471,[29 12] ; [237 114],[27.82142857 13.17857143] ; [238.17857143 112.82142857],0
