Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.009346,6.755556,[ 5 13] ; [14  6],[9. 9.] ; [10. 10.],0
b1,1,0.407515,0.68604,[12  7] ; [10 10],[10.71794872  8.28205128] ; [11.28205128  8.71794872],0
p6,1,0.461251,0.542857,[ 6 13] ; [ 4 15],[ 5. 14.] ; [ 5. 14.],0
p3,1,0.79829,0.065311,[ 5 14] ; [ 6 14],[ 5.35897436 13.64102564] ; [ 5.64102564 14.35897436],0
p11,1,0.869462,0.027008,[ 9 10] ; [10 10],[9.25641026 9.74358974] ; [ 9.74358974 10.25641026],0
