Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,37.692268,[ 44 243] ; [67 95],[ 70.95100223 216.04899777] ; [ 40.04899777 121.95100223],1
p7,1,0.0,36.737668,[102 174] ; [109  54],[132.65603645 143.34396355] ; [78.34396355 84.65603645],1
p8,1,2e-06,22.779183,[ 82 202] ; [84 79],[105.46756152 178.53243848] ; [ 60.53243848 102.46756152],1
p2,1,4.2e-05,16.778733,[199  91] ; [141  23],[217.18061674  72.81938326] ; [122.81938326  41.18061674],1
s6,1,0.000443,12.343259,[154 132] ; [114  47],[171.47203579 114.52796421] ; [96.52796421 64.47203579],1
s8,1,0.000821,11.192234,[ 84 206] ; [73 91],[100.28634361 189.71365639] ; [ 56.71365639 107.28634361],1
v1,1,0.002544,9.10832,[114 170] ; [89 73],[129.26457399 154.73542601] ; [73.73542601 88.26457399],0
s7,1,0.002899,8.870001,[ 97 183] ; [79 82],[111.74603175 168.25396825] ; [64.25396825 96.74603175],0
a5,1,0.003,8.807431,[177 114] ; [123  42],[191.44736842  99.55263158] ; [108.55263158  56.44736842],0
n5,1,0.009568,6.713527,[187 103] ; [125  39],[199.29515419  90.70484581] ; [112.70484581  51.29515419],0
d3,1,0.010569,6.536463,[179 109] ; [122  43],[191.36423841  96.63576159] ; [109.63576159  55.36423841],0
p5,1,0.012394,6.253637,[  8 280] ; [ 13 151],[ 13.38053097 274.61946903] ; [  7.61946903 156.38053097],0
d1,1,0.012487,6.240424,[141 150] ; [100  65],[153.79605263 137.20394737] ; [87.20394737 77.79605263],0
v4,1,0.022436,5.211658,[266  22] ; [160   4],[271.43362832  16.56637168] ; [154.56637168   9.43362832],0
p10,1,0.023056,5.164277,[196  90] ; [128  35],[206.37861915  79.62138085] ; [117.62138085  45.37861915],0
n4,1,0.026882,4.898351,[191 100] ; [124  40],[201.46153846  89.53846154] ; [113.53846154  50.46153846],0
s2,1,0.029146,4.758996,[123 165] ; [87 76],[134.10199557 153.89800443] ; [75.89800443 87.10199557],0
r4,1,0.038915,4.264561,[249  42] ; [152  13],[255.90131579  35.09868421] ; [145.09868421  19.90131579],0
