Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000406,12.505392,[70 28] ; [2 9],[64.73394495 33.26605505] ; [7.26605505 3.73394495],1
r2,1,0.002265,9.320976,[80 15] ; [5 6],[76.17924528 18.82075472] ; [8.82075472 2.17924528],0
p2,1,0.047893,3.913724,[79 19] ; [6 5],[76.42201835 21.57798165] ; [8.57798165 2.42201835],0
p10,1,0.067562,3.341279,[76 20] ; [6 5],[73.57009346 22.42990654] ; [8.42990654 2.57009346],0
a7,1,0.071185,3.255492,[63 35] ; [4 7],[60.23853211 37.76146789] ; [6.76146789 4.23853211],0
v2,1,0.078028,3.105504,[42 52] ; [8 3],[44.76190476 49.23809524] ; [5.23809524 5.76190476],0
p9,1,0.084475,2.976634,[82 15] ; [7 4],[79.93518519 17.06481481] ; [9.06481481 1.93518519],0
p7,1,0.099754,2.709475,[59 36] ; [4 7],[56.46226415 38.53773585] ; [6.53773585 4.46226415],0
a8,1,0.112383,2.520385,[ 5 87] ; [2 9],[ 6.25242718 85.74757282] ; [ 0.74757282 10.25242718],0
n4,1,0.12808,2.315621,[67 31] ; [5 6],[64.73394495 33.26605505] ; [7.26605505 3.73394495],0
n6,1,0.129424,2.299395,[81 17] ; [7 4],[79.11926606 18.88073394] ; [8.88073394 2.11926606],0
b4,1,0.179045,1.80553,[60 38] ; [9 2],[62.03669725 35.96330275] ; [6.96330275 4.03669725],0
s8,1,0.263049,1.252637,[44 54] ; [3 8],[42.25688073 55.74311927] ; [4.74311927 6.25688073],0
p8,1,0.265443,1.240147,[47 50] ; [3 7],[45.3271028 51.6728972] ; [4.6728972 5.3271028],0
d2,1,0.312107,1.021738,[38 60] ; [6 5],[39.55963303 58.44036697] ; [4.44036697 6.55963303],0
v1,1,0.339341,0.912919,[49 46] ; [4 7],[47.5 47.5] ; [5.5 5.5],0
r3,1,0.347508,0.882536,[89  9] ; [9 2],[88.11009174  9.88990826] ; [9.88990826 1.11009174],0
a2,1,0.347508,0.882536,[ 9 89] ; [2 9],[ 9.88990826 88.11009174] ; [1.11009174 9.88990826],0
a3,1,0.350555,0.871447,[57 41] ; [8 3],[58.44036697 39.55963303] ; [6.55963303 4.44036697],0
u2,1,0.366526,0.815407,[24 16] ; [1 2],[23.25581395 16.74418605] ; [1.74418605 1.25581395],0
n2,1,0.384206,0.7572,[27  8] ; [1 1],[26.48648649  8.51351351] ; [1.51351351 0.48648649],0
s5,1,0.419886,0.650635,[37 56] ; [3 8],[35.76923077 57.23076923] ; [4.23076923 6.76923077],0
d4,1,0.419983,0.650362,[81 17] ; [8 3],[80.01834862 17.98165138] ; [8.98165138 2.01834862],0
b5,1,0.45521,0.557646,[60 38] ; [8 3],[61.13761468 36.86238532] ; [6.86238532 4.13761468],0
p11,1,0.536704,0.381684,[79 19] ; [8 3],[78.22018349 19.77981651] ; [8.77981651 2.22018349],0
s7,1,0.547579,0.361672,[47 47] ; [4 6],[46.09615385 47.90384615] ; [4.90384615 5.09615385],0
p6,1,0.559127,0.341218,[35 61] ; [5 6],[35.88785047 60.11214953] ; [4.11214953 6.88785047],0
u3,1,0.57753,0.310245,[20 20] ; [1 2],[19.53488372 20.46511628] ; [1.46511628 1.53488372],0
d1,1,0.586623,0.295648,[45 53] ; [6 5],[45.85321101 52.14678899] ; [5.14678899 5.85321101],0
v3,1,0.638239,0.221053,[31 64] ; [4 6],[31.66666667 63.33333333] ; [3.33333333 6.66666667],0
a4,1,0.69623,0.152423,[30 68] ; [4 7],[30.56880734 67.43119266] ; [3.43119266 7.56880734],0
p1,1,0.703347,0.145014,[ 6 92] ; [ 1 10],[ 6.29357798 91.70642202] ; [ 0.70642202 10.29357798],0
n5,1,0.712965,0.135333,[67 30] ; [7 4],[66.46296296 30.53703704] ; [7.53703704 3.46296296],0
b1,1,0.716827,0.131553,[39 59] ; [5 6],[39.55963303 58.44036697] ; [4.44036697 6.55963303],0
p3,1,0.726273,0.122561,[50 48] ; [5 6],[49.44954128 48.55045872] ; [5.55045872 5.44954128],0
s3,1,0.775334,0.081456,[58 40] ; [7 4],[58.44036697 39.55963303] ; [6.55963303 4.44036697],0
n1,1,0.779361,0.078485,[14 21] ; [1 1],[14.18918919 20.81081081] ; [0.81081081 1.18918919],0
a6,1,0.817807,0.053069,[57 41] ; [6 5],[56.64220183 41.35779817] ; [6.35779817 4.64220183],0
s2,1,0.825208,0.048775,[59 39] ; [7 4],[59.33944954 38.66055046] ; [6.66055046 4.33944954],0
p4,1,0.868994,0.027204,[56 42] ; [6 5],[55.74311927 42.25688073] ; [6.25688073 4.74311927],0
a5,1,0.876149,0.02429,[60 38] ; [7 4],[60.23853211 37.76146789] ; [6.76146789 4.23853211],0
p12,1,0.915587,0.011235,[ 8 90] ; [ 1 10],[ 8.09174312 89.90825688] ; [ 0.90825688 10.09174312],0
b2,1,0.948427,0.004184,[17 45] ; [2 5],[17.07246377 44.92753623] ; [1.92753623 5.07246377],0
b3,1,0.948427,0.004184,[17 45] ; [2 5],[17.07246377 44.92753623] ; [1.92753623 5.07246377],0
s4,1,0.95788,0.002789,[26 72] ; [3 8],[26.0733945 71.9266055] ; [2.9266055 8.0733945],0
d3,1,0.980684,0.000586,[62 36] ; [7 4],[62.03669725 35.96330275] ; [6.96330275 4.03669725],0
d5,1,0.984366,0.000384,[71 27] ; [8 3],[71.02752294 26.97247706] ; [7.97247706 3.02752294],0
