Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.011007,6.464205,[100  28] ; [6 7],[96.22695035 31.77304965] ; [9.77304965 3.22695035],0
n3,1,0.029987,4.710017,[21  6] ; [1 3],[19.16129032  7.83870968] ; [2.83870968 1.16129032],0
v1,1,0.113921,2.498964,[77 49] ; [5 8],[74.33093525 51.66906475] ; [7.66906475 5.33093525],0
d5,1,0.132212,2.266341,[102  26] ; [8 5],[99.85815603 28.14184397] ; [10.14184397  2.85815603],0
n5,1,0.135437,2.229049,[94 34] ; [7 6],[91.68794326 36.31205674] ; [9.31205674 3.68794326],0
b4,1,0.136215,2.220209,[82 46] ; [11  2],[84.42553191 43.57446809] ; [8.57446809 4.42553191],0
a4,1,0.149965,2.072606,[56 72] ; [ 3 10],[53.56028369 74.43971631] ; [5.43971631 7.56028369],0
b1,1,0.179615,1.800808,[43 85] ; [ 2 11],[40.85106383 87.14893617] ; [4.14893617 8.85106383],0
s6,1,0.198255,1.655183,[60 67] ; [8 4],[62.1294964 64.8705036] ; [5.8705036 6.1294964],0
b5,1,0.226134,1.465016,[81 47] ; [6 7],[78.9787234 49.0212766] ; [8.0212766 4.9787234],0
n2,1,0.236057,1.403986,[21  6] ; [2 2],[20.03225806  6.96774194] ; [2.96774194 1.03225806],0
p11,1,0.261816,1.25913,[97 31] ; [8 5],[95.31914894 32.68085106] ; [9.68085106 3.31914894],0
p2,1,0.315738,1.00652,[102  24] ; [9 4],[100.61870504  25.38129496] ; [10.38129496  2.61870504],0
s5,1,0.315951,1.005634,[26 99] ; [4 8],[27.37226277 97.62773723] ; [2.62773723 9.37226277],0
p8,1,0.324885,0.96918,[66 59] ; [5 8],[64.3115942 60.6884058] ; [6.6884058 6.3115942],0
d1,1,0.387401,0.747085,[75 53] ; [6 7],[73.53191489 54.46808511] ; [7.46808511 5.53191489],0
p5,1,0.426323,0.632819,[ 11 116] ; [ 2 11],[ 11.79285714 115.20714286] ; [ 1.20714286 11.79285714],0
b3,1,0.437547,0.602706,[25 46] ; [2 7],[23.9625 47.0375] ; [3.0375 5.9625],0
b2,1,0.437547,0.602706,[25 46] ; [2 7],[23.9625 47.0375] ; [3.0375 5.9625],0
a3,1,0.440943,0.593828,[85 43] ; [10  3],[86.24113475 41.75886525] ; [8.75886525 4.24113475],0
p3,1,0.447153,0.577858,[54 72] ; [7 6],[55.29496403 70.70503597] ; [5.70503597 7.29496403],0
p10,1,0.457038,0.55314,[95 31] ; [11  2],[96.08633094 29.91366906] ; [9.91366906 3.08633094],0
r1,1,0.465715,0.532124,[100  28] ; [9 4],[98.95035461 29.04964539] ; [10.04964539  2.95035461],0
v2,1,0.475127,0.510027,[94 30] ; [11  2],[95.03649635 28.96350365] ; [9.96350365 3.03649635],0
u1,1,0.565059,0.33102,[ 17 111] ; [ 1 12],[ 16.34042553 111.65957447] ; [ 1.65957447 11.34042553],0
s2,1,0.579516,0.307018,[42 86] ; [3 9],[41.14285714 86.85714286] ; [3.85714286 8.14285714],0
a2,1,0.585893,0.296804,[ 28 100] ; [ 2 11],[ 27.23404255 100.76595745] ; [ 2.76595745 10.23404255],0
p4,1,0.58805,0.2934,[67 57] ; [6 7],[66.0729927 57.9270073] ; [6.9270073 6.0729927],0
p6,1,0.589835,0.290602,[30 95] ; [4 9],[30.79710145 94.20289855] ; [3.20289855 9.79710145],0
a6,1,0.595099,0.282452,[88 40] ; [8 5],[87.14893617 40.85106383] ; [8.85106383 4.14893617],0
r4,1,0.612008,0.257262,[112  16] ; [12  1],[112.56737589  15.43262411] ; [11.43262411  1.56737589],0
u2,1,0.631827,0.229592,[22 20] ; [2 1],[22.4 19.6] ; [1.6 1.4],0
p12,1,0.711477,0.136806,[ 14 113] ; [ 1 12],[ 13.60714286 113.39285714] ; [ 1.39285714 11.60714286],0
a8,1,0.734288,0.115211,[ 15 104] ; [ 1 10],[ 14.64615385 104.35384615] ; [1.35384615 9.64615385],0
p7,1,0.751561,0.100224,[73 52] ; [7 6],[72.46376812 52.53623188] ; [7.53623188 5.46376812],0
n6,1,0.760116,0.093225,[103  25] ; [10  3],[102.58156028  25.41843972] ; [10.41843972  2.58156028],0
d4,1,0.770899,0.084797,[102  25] ; [10  3],[101.6  25.4] ; [10.4  2.6],0
d3,1,0.793776,0.068335,[84 44] ; [9 4],[84.42553191 43.57446809] ; [8.57446809 4.42553191],0
a7,1,0.807248,0.059525,[93 33] ; [10  3],[93.36690647 32.63309353] ; [9.63309353 3.36690647],0
p9,1,0.825328,0.048708,[101  26] ; [10  3],[100.69285714  26.30714286] ; [10.30714286  2.69285714],0
d2,1,0.876676,0.024082,[61 65] ; [6 7],[60.73381295 65.26618705] ; [6.26618705 6.73381295],0
a5,1,0.887925,0.019861,[91 37] ; [9 4],[90.78014184 37.21985816] ; [9.21985816 3.78014184],0
r3,1,0.935629,0.006523,[118   9] ; [12  1],[117.92857143   9.07142857] ; [12.07142857  0.92857143],0
s8,1,0.972477,0.00119,[29 99] ; [ 3 10],[29.04964539 98.95035461] ; [ 2.95035461 10.04964539],0
s3,1,0.978717,0.000712,[52 74] ; [5 7],[52.04347826 73.95652174] ; [4.95652174 7.04347826],0
