Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.076531,3.137068,[1 2] ; [30  8],[2.26829268 0.73170732] ; [28.73170732  9.26829268],0
b4,1,0.35737,0.847115,[1 2] ; [23 15],[1.75609756 1.24390244] ; [22.24390244 15.75609756],0
b1,1,0.578216,0.309127,[2 1] ; [19 19],[1.53658537 1.46341463] ; [19.46341463 18.53658537],0
v2,1,0.578975,0.307895,[1 2] ; [18 18],[1.46153846 1.53846154] ; [17.53846154 18.46153846],0
v3,1,0.578975,0.307895,[1 2] ; [18 18],[1.46153846 1.53846154] ; [17.53846154 18.46153846],0
p11,1,0.620788,0.244761,[2 1] ; [30  8],[2.34146341 0.65853659] ; [29.65853659  8.34146341],0
p7,1,0.672786,0.17836,[2 1] ; [20 17],[1.65 1.35] ; [20.35 16.65],0
s7,1,0.70924,0.139037,[2 1] ; [20 16],[1.69230769 1.30769231] ; [20.30769231 15.69230769],0
p8,1,0.738422,0.111518,[2 1] ; [21 16],[1.725 1.275] ; [21.275 15.725],0
a6,1,0.766543,0.088149,[2 1] ; [22 16],[1.75609756 1.24390244] ; [22.24390244 15.75609756],0
d2,1,0.766543,0.088149,[2 1] ; [22 16],[1.75609756 1.24390244] ; [22.24390244 15.75609756],0
r1,1,0.791701,0.06975,[2 1] ; [28 10],[2.19512195 0.80487805] ; [27.80487805 10.19512195],0
a3,1,0.872299,0.025837,[2 1] ; [27 11],[2.12195122 0.87804878] ; [26.87804878 11.12195122],0
a7,1,0.903319,0.014755,[2 1] ; [24 14],[1.90243902 1.09756098] ; [24.09756098 13.90243902],0
p3,1,0.903319,0.014755,[2 1] ; [24 14],[1.90243902 1.09756098] ; [24.09756098 13.90243902],0
