Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,85.563242,[209  51] ; [153 201],[153.28990228 106.71009772] ; [208.71009772 145.28990228],1
v1,1,0.0,37.926785,[181  80] ; [157 197],[143.44390244 117.55609756] ; [194.55609756 159.44390244],1
s8,1,1.1e-05,19.388207,[148 112] ; [141 220],[120.99838969 139.00161031] ; [168.00161031 192.99838969],1
s7,1,5.4e-05,16.299922,[153  96] ; [157 194],[128.65 120.35] ; [181.35 169.65],1
p12,1,0.000742,11.379731,[ 35 227] ; [ 20 339],[ 23.20450886 238.79549114] ; [ 31.79549114 327.20450886],1
a1,1,0.001135,10.594071,[ 24 240] ; [ 11 351],[ 14.76038339 249.23961661] ; [ 20.23961661 341.76038339],0
p3,1,0.001239,10.430744,[155 108] ; [166 196],[135.0768 127.9232] ; [185.9232 176.0768],0
n4,1,0.001289,10.358523,[230  33] ; [280  82],[214.608  48.392] ; [295.392  66.608],0
p5,1,0.001355,10.266306,[ 46 217] ; [ 32 328],[ 32.92776886 230.07223114] ; [ 45.07223114 314.92776886],0
n5,1,0.001403,10.201573,[226  37] ; [272  88],[210.23113965  52.76886035] ; [287.76886035  72.23113965],0
p7,1,0.003235,8.669725,[182  72] ; [214 142],[164.89180328  89.10819672] ; [231.10819672 124.89180328],0
a3,1,0.004198,8.196212,[214  48] ; [259 102],[198.91813804  63.08186196] ; [274.08186196  86.91813804],0
d2,1,0.013173,6.145671,[160 103] ; [183 177],[144.79775281 118.20224719] ; [198.20224719 161.79775281],0
d1,1,0.014234,6.0089,[199  65] ; [240 122],[185.13738019  78.86261981] ; [253.86261981 108.13738019],0
p8,1,0.038137,4.298893,[155 103] ; [186 174],[142.3592233 115.6407767] ; [198.6407767 161.3592233],0
p10,1,0.039229,4.250922,[227  33] ; [292  68],[217.64516129  42.35483871] ; [301.35483871  58.64516129],0
p1,1,0.041024,4.175022,[ 28 236] ; [ 22 338],[ 21.15384615 242.84615385] ; [ 28.84615385 331.15384615],0
u4,1,0.045891,3.98559,[  9 255] ; [  4 358],[  5.48242812 258.51757188] ; [  7.51757188 354.48242812],0
s4,1,0.052703,3.753316,[ 35 225] ; [ 69 287],[ 43.8961039 216.1038961] ; [ 60.1038961 295.8961039],0
s2,1,0.052965,3.745037,[149 111] ; [178 182],[137.12903226 122.87096774] ; [189.87096774 170.12903226],0
a2,1,0.053038,3.74271,[ 81 183] ; [ 86 276],[ 70.42811502 193.57188498] ; [ 96.57188498 265.42811502],0
r3,1,0.108294,2.578939,[256   7] ; [342  19],[252.04166667  10.95833333] ; [345.95833333  15.04166667],0
u1,1,0.127709,2.32014,[ 66 198] ; [ 72 290],[ 58.19808307 205.80191693] ; [ 79.80191693 282.19808307],0
p11,1,0.138318,2.196574,[221  43] ; [286  76],[213.81469649  50.18530351] ; [293.18530351  68.81469649],0
p4,1,0.139926,2.178778,[170  90] ; [215 146],[161.19162641  98.80837359] ; [223.80837359 137.19162641],0
r4,1,0.176286,1.828662,[244  20] ; [323  39],[239.11821086  24.88178914] ; [327.88178914  34.11821086],0
p9,1,0.184781,1.758744,[228  30] ; [303  55],[222.39935065  35.60064935] ; [308.60064935  49.39935065],0
a4,1,0.208036,1.58504,[138 125] ; [171 190],[130.23557692 132.76442308] ; [178.76442308 182.23557692],0
d5,1,0.248591,1.331207,[237  27] ; [314  48],[232.37060703  31.62939297] ; [318.62939297  43.37060703],0
s6,1,0.250259,1.321856,[186  70] ; [244 113],[179.57585644  76.42414356] ; [250.42414356 106.57585644],0
s5,1,0.257462,1.282352,[102 152] ; [124 224],[ 95.35548173 158.64451827] ; [130.64451827 217.35548173],0
v4,1,0.272649,1.203373,[254   9] ; [342  19],[251.19871795  11.80128205] ; [344.80128205  16.19871795],0
p2,1,0.274591,1.19367,[227  36] ; [300  61],[222.11698718  40.88301282] ; [304.88301282  56.11698718],0
s3,1,0.309494,1.032835,[148 109] ; [193 168],[141.80744337 115.19255663] ; [199.19255663 161.80744337],0
d3,1,0.400317,0.707373,[206  58] ; [272  90],[201.58466454  62.41533546] ; [276.41533546  85.58466454],0
n1,1,0.419675,0.651224,[17 35] ; [34 52],[19.2173913 32.7826087] ; [31.7826087 54.2173913],0
r2,1,0.425915,0.633937,[250  11] ; [335  20],[247.86525974  13.13474026] ; [337.13474026  17.86525974],0
r1,1,0.426459,0.632448,[218  46] ; [289  72],[214.1568  49.8432] ; [292.8432  68.1568],0
a8,1,0.436726,0.60487,[ 37 195] ; [ 46 292],[ 33.78245614 198.21754386] ; [ 49.21754386 288.78245614],0
b4,1,0.534941,0.384998,[164 100] ; [216 146],[160.25559105 103.74440895] ; [219.74440895 142.25559105],0
a6,1,0.563316,0.333995,[183  80] ; [244 118],[179.6816  83.3184] ; [247.3184 114.6816],0
s1,1,0.582782,0.301759,[  6 253] ; [ 11 350],[  7.1016129 251.8983871] ; [  9.8983871 351.1016129],0
p6,1,0.592569,0.28635,[104 153] ; [138 222],[100.8006483 156.1993517] ; [141.1993517 218.8006483],0
b1,1,0.614896,0.253107,[ 94 170] ; [136 226],[ 96.99680511 167.00319489] ; [133.00319489 228.99680511],0
n3,1,0.641795,0.216402,[40 15] ; [58 26],[38.77697842 16.22302158] ; [59.22302158 24.77697842],0
b3,1,0.667545,0.184488,[73 97] ; [ 86 125],[70.94488189 99.05511811] ; [ 88.05511811 122.94488189],0
b2,1,0.667545,0.184488,[73 97] ; [ 86 125],[70.94488189 99.05511811] ; [ 88.05511811 122.94488189],0
u2,1,0.67133,0.18005,[28 21] ; [54 47],[26.78666667 22.21333333] ; [55.21333333 45.78666667],0
a5,1,0.691712,0.157239,[207  57] ; [279  83],[204.95846645  59.04153355] ; [281.04153355  80.95846645],0
a7,1,0.693645,0.155167,[191  72] ; [268  94],[193.1472  69.8528] ; [265.8528  96.1472],0
n2,1,0.765893,0.088656,[40 14] ; [61 24],[39.23741007 14.76258993] ; [61.76258993 23.23741007],0
b5,1,0.795461,0.067198,[157 107] ; [219 143],[158.5686901 105.4313099] ; [217.4313099 144.5686901],0
u3,1,0.94642,0.004516,[29 21] ; [58 43],[28.80794702 21.19205298] ; [58.19205298 42.80794702],0
