Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,88.187296,[ 43 213] ; [196 166],[ 99.00323625 156.99676375] ; [139.99676375 222.00323625],1
v1,1,0.0,33.729653,[103 157] ; [231 135],[138.72204473 121.27795527] ; [195.27795527 170.72204473],1
p9,1,0.0002,13.833744,[193  69] ; [314  53],[211.18282989  50.81717011] ; [295.81717011  71.18282989],1
a5,1,0.000572,11.863525,[182  81] ; [303  71],[200.2433281  62.7566719] ; [284.7566719  89.2433281],1
r3,1,0.000654,11.616134,[244  18] ; [365   6],[252.06635071   9.93364929] ; [356.93364929  14.06635071],1
p10,1,0.001163,10.548956,[189  73] ; [306  63],[205.53090333  56.46909667] ; [289.46909667  79.53090333],0
s1,1,0.002367,9.240898,[ 16 243] ; [  6 361],[  9.10223642 249.89776358] ; [ 12.89776358 354.10223642],0
b1,1,0.008763,6.870471,[117 146] ; [128 246],[101.15384615 161.84615385] ; [143.84615385 230.15384615],0
n6,1,0.010989,6.467016,[204  58] ; [317  53],[215.98417722  46.01582278] ; [305.01582278  64.98417722],0
p3,1,0.011156,6.440293,[105 157] ; [188 186],[120.70125786 141.29874214] ; [172.29874214 201.70125786],0
a3,1,0.013432,6.111277,[174  86] ; [283  90],[187.7093207  72.2906793] ; [269.2906793 103.7093207],0
d1,1,0.015915,5.81224,[146 117] ; [243 131],[160.60753532 102.39246468] ; [228.39246468 145.60753532],0
a6,1,0.017949,5.601099,[168  94] ; [272 101],[181.54330709  80.45669291] ; [258.45669291 114.54330709],0
s7,1,0.019815,5.428085,[105 143] ; [186 172],[119.08910891 128.91089109] ; [171.91089109 186.08910891],0
a7,1,0.020021,5.4101,[182  81] ; [288  84],[194.66141732  68.33858268] ; [275.33858268  96.66141732],0
d5,1,0.026036,4.953607,[204  57] ; [318  56],[214.55433071  46.44566929] ; [307.44566929  66.55433071],0
s4,1,0.030855,4.661004,[ 53 205] ; [ 52 319],[ 43.06836248 214.93163752] ; [ 61.93163752 309.06836248],0
p7,1,0.039065,4.258059,[149 110] ; [239 125],[161.30337079  97.69662921] ; [226.69662921 137.30337079],0
d2,1,0.039551,4.237039,[117 145] ; [197 175],[129.76025237 132.23974763] ; [184.23974763 187.76025237],0
d4,1,0.039863,4.223713,[211  50] ; [324  49],[220.2444795  40.7555205] ; [314.7555205  58.2444795],0
s8,1,0.043269,4.084848,[101 161] ; [173 198],[113.40916272 148.59083728] ; [160.59083728 210.40916272],0
u1,1,0.057381,3.611496,[ 43 220] ; [ 84 290],[ 52.43485086 210.56514914] ; [ 74.56514914 299.43485086],0
p11,1,0.075438,3.160542,[193  70] ; [297  77],[202.30769231  60.69230769] ; [287.69230769  86.30769231],0
u3,1,0.091422,2.849153,[61 27] ; [52 39],[55.55307263 32.44692737] ; [57.44692737 33.55307263],0
p8,1,0.098679,2.72677,[121 141] ; [194 173],[131.20826709 130.79173291] ; [183.79173291 183.20826709],0
r4,1,0.112148,2.523685,[245  18] ; [359  15],[249.37519623  13.62480377] ; [354.62480377  19.37519623],0
p12,1,0.115652,2.475239,[ 10 251] ; [ 25 346],[ 14.45411392 246.54588608] ; [ 20.54588608 350.45411392],0
r2,1,0.139524,2.183199,[250  12] ; [360   9],[253.28050713   8.71949287] ; [356.71949287  12.28050713],0
a2,1,0.156399,2.008705,[ 62 201] ; [107 267],[ 69.7755102 193.2244898] ; [ 99.2244898 274.7755102],0
n5,1,0.168877,1.892886,[183  79] ; [276  93],[190.58320127  71.41679873] ; [268.41679873 100.58320127],0
n4,1,0.174056,1.847662,[195  68] ; [293  79],[202.11653543  60.88346457] ; [285.88346457  86.11653543],0
s2,1,0.174758,1.841643,[121 139] ; [192 177],[129.3799682 130.6200318] ; [183.6200318 185.3799682],0
v4,1,0.178281,1.811897,[247  15] ; [359  13],[250.42902208  11.57097792] ; [355.57097792  16.42902208],0
a8,1,0.190864,1.710938,[ 29 213] ; [ 52 276],[ 34.38947368 207.61052632] ; [ 46.61052632 281.38947368],0
n3,1,0.19936,1.647059,[48 24] ; [52 16],[51.42857143 20.57142857] ; [48.57142857 19.42857143],0
d3,1,0.200732,1.637039,[179  83] ; [273 101],[186.20125786  75.79874214] ; [265.79874214 108.20125786],0
