Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.617333,[167 147] ; [51  8],[183.51742627 130.48257373] ; [34.48257373 24.51742627],1
p11,1,0.551286,0.355018,[255  65] ; [49 10],[256.67546174  63.32453826] ; [47.32453826 11.67546174],0
n2,1,0.595992,0.281083,[48 19] ; [11  3],[48.80246914 18.19753086] ; [10.19753086  3.80246914],0
b4,1,0.609998,0.260178,[185 135] ; [32 27],[183.21899736 136.78100264] ; [33.78100264 25.21899736],0
a7,1,0.645665,0.21141,[223  96] ; [43 16],[224.48148148  94.51851852] ; [41.51851852 17.48148148],0
a5,1,0.679158,0.171076,[257  63] ; [46 13],[255.83113456  64.16886544] ; [47.16886544 11.83113456],0
v2,1,0.679432,0.170766,[192 115] ; [34 23],[190.60989011 116.39010989] ; [35.39010989 21.60989011],0
b3,1,0.75003,0.101506,[ 94 122] ; [18 26],[ 93.04615385 122.95384615] ; [18.95384615 25.04615385],0
b2,1,0.75003,0.101506,[ 94 122] ; [18 26],[ 93.04615385 122.95384615] ; [18.95384615 25.04615385],0
u2,1,0.772081,0.083899,[44 24] ; [6 4],[43.58974359 24.41025641] ; [6.41025641 3.58974359],0
s2,1,0.789971,0.070941,[231  86] ; [42 17],[230.16223404  86.83776596] ; [42.83776596 16.16223404],0
s4,1,0.793442,0.068562,[ 64 254] ; [11 48],[ 63.26259947 254.73740053] ; [11.73740053 47.26259947],0
d1,1,0.799341,0.064618,[217 103] ; [41 18],[217.83641161 102.16358839] ; [40.16358839 18.83641161],0
a4,1,0.820729,0.051351,[157 163] ; [28 31],[156.2005277 163.7994723] ; [28.7994723 30.2005277],0
a8,1,0.869652,0.026929,[ 49 240] ; [10 46],[ 49.42318841 239.57681159] ; [ 9.57681159 46.42318841],0
r4,1,0.892788,0.018165,[308  12] ; [57  2],[308.17941953  11.82058047] ; [56.82058047  2.17941953],0
