Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,25.129512,[22 45] ; [74 29],[37.83529412 29.16470588] ; [58.16470588 44.83529412],1
a6,1,2.3e-05,17.884365,[27 40] ; [75 28],[40.2 26.8] ; [61.8 41.2],1
a2,1,9.1e-05,15.313519,[ 3 64] ; [30 75],[12.85465116 54.14534884] ; [20.14534884 84.85465116],1
u1,1,0.000912,10.997286,[ 2 65] ; [22 83],[ 9.34883721 57.65116279] ; [14.65116279 90.34883721],1
d1,1,0.001639,9.915171,[25 42] ; [65 40],[35.05813953 31.94186047] ; [54.94186047 50.05813953],0
b5,1,0.004542,8.053289,[30 37] ; [70 35],[38.95348837 28.04651163] ; [61.04651163 43.95348837],0
p10,1,0.004627,8.019784,[29 37] ; [68 35],[37.8816568 28.1183432] ; [59.1183432 43.8816568],0
n6,1,0.020471,5.371262,[41 26] ; [80 23],[47.68823529 19.31176471] ; [73.31176471 29.68823529],0
d4,1,0.025832,4.967222,[43 24] ; [82 21],[49.26470588 17.73529412] ; [75.73529412 27.26470588],0
p9,1,0.03602,4.396168,[33 32] ; [69 34],[39.46428571 25.53571429] ; [62.53571429 40.46428571],0
v4,1,0.03807,4.3019,[54 13] ; [96  9],[58.43023256  8.56976744] ; [91.56976744 13.43023256],0
d5,1,0.043307,4.083397,[41 26] ; [78 25],[46.9 20.1] ; [72.1 30.9],0
n4,1,0.047477,3.92839,[38 29] ; [75 30],[44.01744186 22.98255814] ; [68.98255814 36.01744186],0
a3,1,0.062903,3.45915,[37 30] ; [72 32],[42.70760234 24.29239766] ; [66.29239766 37.70760234],0
v2,1,0.067123,3.352007,[24 38] ; [54 47],[29.66871166 32.33128834] ; [48.33128834 52.66871166],0
n5,1,0.073587,3.201132,[37 29] ; [73 32],[42.45614035 23.54385965] ; [67.54385965 37.45614035],0
v3,1,0.083438,2.996632,[17 44] ; [41 58],[22.1125 38.8875] ; [35.8875 63.1125],0
a5,1,0.086877,2.931306,[38 29] ; [73 32],[43.23837209 23.76162791] ; [67.76162791 37.23837209],0
r1,1,0.099708,2.710214,[44 23] ; [81 24],[48.69186047 18.30813953] ; [76.30813953 28.69186047],0
p5,1,0.104038,2.642523,[ 2 63] ; [10 93],[ 4.64285714 60.35714286] ; [ 7.35714286 95.64285714],0
b2,1,0.121686,2.395485,[20 23] ; [21 45],[16.17431193 26.82568807] ; [24.82568807 41.17431193],0
b3,1,0.121686,2.395485,[20 23] ; [21 45],[16.17431193 26.82568807] ; [24.82568807 41.17431193],0
n1,1,0.122102,2.390145,[16 12] ; [14 23],[12.92307692 15.07692308] ; [17.07692308 19.92307692],0
b1,1,0.163543,1.941158,[36 31] ; [45 60],[31.55232558 35.44767442] ; [49.44767442 55.55232558],0
p8,1,0.275604,1.188642,[13 54] ; [28 77],[15.97093023 51.02906977] ; [25.02906977 79.97093023],0
r4,1,0.30842,1.037431,[52 15] ; [88 17],[54.53488372 12.46511628] ; [85.46511628 19.53488372],0
s6,1,0.315525,1.007408,[33 32] ; [61 43],[36.15384615 28.84615385] ; [57.84615385 46.15384615],0
n2,1,0.372018,0.796914,[22  7] ; [25 13],[20.34328358  8.65671642] ; [26.65671642 11.34328358],0
b4,1,0.379882,0.771085,[35 32] ; [62 43],[37.78488372 29.21511628] ; [59.21511628 45.78488372],0
r3,1,0.413818,0.667805,[55 12] ; [91 14],[56.87209302 10.12790698] ; [89.12790698 15.87209302],0
u2,1,0.445111,0.583072,[13 16] ; [18 15],[14.5 14.5] ; [16.5 16.5],0
s8,1,0.447003,0.57824,[26 40] ; [35 69],[23.68235294 42.31764706] ; [37.31764706 66.68235294],0
