Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,25.129512,[22 45] ; [74 29],[37.83529412 29.16470588] ; [58.16470588 44.83529412],1
s1,1,0.481607,0.495222,[ 7 58] ; [ 8 97],[ 5.73529412 59.26470588] ; [ 9.26470588 95.73529412],0
d2,1,0.503168,0.448248,[30 35] ; [53 50],[32.11309524 32.88690476] ; [50.88690476 52.11309524],0
s7,1,0.533473,0.387772,[23 40] ; [41 58],[24.88888889 38.11111111] ; [39.11111111 59.88888889],0
p11,1,0.564247,0.332404,[40 27] ; [58 47],[38.1744186 28.8255814] ; [59.8255814 45.1744186],0
a8,1,0.594212,0.283815,[ 4 63] ; [ 8 90],[ 4.87272727 62.12727273] ; [ 7.12727273 90.87272727],0
p3,1,0.60325,0.270121,[20 47] ; [35 69],[21.5497076 45.4502924] ; [33.4502924 70.5497076],0
n3,1,0.633518,0.227321,[17  9] ; [22 15],[16.0952381  9.9047619] ; [22.9047619 14.0952381],0
p1,1,0.640355,0.218278,[ 5 62] ; [10 95],[ 5.84302326 61.15697674] ; [ 9.15697674 95.84302326],0
a1,1,0.640355,0.218278,[ 5 62] ; [10 95],[ 5.84302326 61.15697674] ; [ 9.15697674 95.84302326],0
p4,1,0.658205,0.195712,[22 44] ; [31 72],[20.69822485 45.30177515] ; [32.30177515 70.69822485],0
p12,1,0.697729,0.150845,[ 4 62] ; [ 8 97],[ 4.63157895 61.36842105] ; [ 7.36842105 97.63157895],0
v1,1,0.707114,0.141177,[25 41] ; [42 61],[26.16568047 39.83431953] ; [40.83431953 62.16568047],0
p7,1,0.729798,0.119297,[20 45] ; [34 68],[21.01796407 43.98203593] ; [32.98203593 69.01796407],0
s5,1,0.730819,0.118361,[18 43] ; [27 73],[17.04968944 43.95031056] ; [27.95031056 72.04968944],0
u3,1,0.751094,0.100614,[17 13] ; [20 13],[17.61904762 12.38095238] ; [19.38095238 13.61904762],0
u4,1,0.773835,0.082577,[ 2 65] ; [  4 101],[ 2.3372093 64.6627907] ; [  3.6627907 101.3372093],0
p6,1,0.783778,0.075295,[15 51] ; [22 83],[14.28070175 51.71929825] ; [22.71929825 82.28070175],0
s4,1,0.813876,0.055427,[14 53] ; [20 83],[13.4 53.6] ; [20.6 82.4],0
s2,1,0.816904,0.053606,[28 38] ; [46 58],[28.72941176 37.27058824] ; [45.27058824 58.72941176],0
a4,1,0.872781,0.025641,[29 37] ; [47 57],[29.50588235 36.49411765] ; [46.49411765 57.50588235],0
s3,1,0.883941,0.021309,[30 36] ; [48 55],[30.46153846 35.53846154] ; [47.53846154 55.46153846],0
