Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,27.833052,[38 45] ; [ 20 123],[21.30088496 61.69911504] ; [ 36.69911504 106.30088496],1
p10,1,0.000125,14.710834,[66 18] ; [77 68],[52.45414847 31.54585153] ; [90.54585153 54.45414847],1
a7,1,0.002079,9.478373,[66 17] ; [87 59],[55.45414847 27.54585153] ; [97.54585153 48.45414847],0
r1,1,0.003722,8.41459,[65 19] ; [86 61],[54.90909091 29.09090909] ; [96.09090909 50.90909091],0
r3,1,0.003909,8.325546,[77  5] ; [117  30],[69.46724891 12.53275109] ; [124.53275109  22.46724891],0
p9,1,0.013264,6.13354,[64 19] ; [86 55],[55.58035714 27.41964286] ; [94.41964286 46.58035714],0
d1,1,0.016739,5.723577,[48 36] ; [60 87],[39.27272727 44.72727273] ; [68.72727273 78.27272727],0
s5,1,0.018981,5.503242,[23 56] ; [ 23 122],[16.22321429 62.77678571] ; [ 29.77678571 115.22321429],0
p11,1,0.019681,5.440003,[62 22] ; [86 61],[53.81818182 30.18181818] ; [94.18181818 52.81818182],0
v4,1,0.022363,5.217282,[76  7] ; [117  29],[69.95196507 13.04803493] ; [123.04803493  22.95196507],0
s8,1,0.022713,5.190328,[28 56] ; [ 29 117],[20.8173913 63.1826087] ; [ 36.1826087 109.8173913],0
s7,1,0.027405,4.865104,[32 48] ; [ 36 104],[24.72727273 55.27272727] ; [43.27272727 96.72727273],0
n6,1,0.02917,4.757564,[68 15] ; [101  46],[60.98695652 22.01304348] ; [108.01304348  38.98695652],0
a3,1,0.034858,4.452133,[59 25] ; [82 64],[51.49565217 32.50434783] ; [89.50434783 56.49565217],0
d4,1,0.03493,4.448602,[68 15] ; [101  45],[61.25327511 21.74672489] ; [107.74672489  38.25327511],0
d5,1,0.037428,4.330809,[67 17] ; [97 48],[60.15720524 23.84279476] ; [103.84279476  41.15720524],0
s2,1,0.045933,3.984066,[35 49] ; [ 42 104],[28.12173913 55.87826087] ; [48.87826087 97.12173913],0
s6,1,0.081997,3.024868,[42 42] ; [55 89],[35.73684211 48.26315789] ; [61.26315789 82.73684211],0
r2,1,0.085291,2.961079,[76  7] ; [121  24],[71.71491228 11.28508772] ; [125.28508772  19.71491228],0
p7,1,0.10121,2.686367,[40 43] ; [53 90],[34.15486726 48.84513274] ; [58.84513274 84.15486726],0
n2,1,0.169935,1.883519,[19  6] ; [35 23],[16.26506024  8.73493976] ; [37.73493976 20.26506024],0
r4,1,0.196934,1.664964,[67 17] ; [106  41],[62.90909091 21.09090909] ; [110.09090909  36.90909091],0
s3,1,0.213204,1.549537,[40 43] ; [58 88],[35.51965066 47.48034934] ; [62.48034934 83.51965066],0
s1,1,0.224752,1.473771,[ 1 81] ; [  6 140],[ 2.51754386 79.48245614] ; [  4.48245614 141.51754386],0
n4,1,0.23322,1.421117,[58 26] ; [90 57],[53.81818182 30.18181818] ; [94.18181818 52.81818182],0
d2,1,0.233538,1.419183,[39 44] ; [56 88],[34.73568282 48.26431718] ; [60.26431718 83.73568282],0
n3,1,0.286615,1.135452,[17  7] ; [32 23],[14.88607595  9.11392405] ; [34.11392405 20.88607595],0
n5,1,0.29924,1.077579,[45 37] ; [91 56],[48.69868996 33.30131004] ; [87.30131004 59.69868996],0
a5,1,0.314248,1.012736,[52 32] ; [81 66],[48.36363636 35.63636364] ; [84.63636364 62.36363636],0
a4,1,0.327188,0.959996,[33 51] ; [48 98],[29.5826087 54.4173913] ; [51.4173913 94.5826087],0
u2,1,0.337866,0.918514,[ 8 16] ; [29 36],[ 9.97752809 14.02247191] ; [27.02247191 37.97752809],0
b4,1,0.353136,0.862156,[51 33] ; [80 67],[47.63636364 36.36363636] ; [83.36363636 63.63636364],0
b5,1,0.366847,0.814318,[44 40] ; [86 61],[47.27272727 36.72727273] ; [82.72727273 64.27272727],0
p3,1,0.374946,0.787205,[17 67] ; [ 23 124],[14.54545455 69.45454545] ; [ 25.45454545 121.54545455],0
d3,1,0.389138,0.741635,[51 33] ; [79 65],[47.89473684 36.10526316] ; [82.10526316 61.89473684],0
p2,1,0.433437,0.613595,[55 29] ; [88 58],[52.22608696 31.77391304] ; [90.77391304 55.22608696],0
p6,1,0.4428,0.589016,[10 73] ; [ 23 123],[11.96069869 71.03930131] ; [ 21.03930131 124.96069869],0
n1,1,0.458464,0.549643,[ 6 18] ; [19 38],[ 7.40740741 16.59259259] ; [17.59259259 39.40740741],0
p12,1,0.487179,0.48275,[ 3 81] ; [  3 143],[ 2.19130435 81.80869565] ; [  3.80869565 142.19130435],0
p1,1,0.500043,0.454845,[ 3 81] ; [  8 136],[ 4.05263158 79.94736842] ; [  6.94736842 137.05263158],0
a2,1,0.506782,0.440705,[16 68] ; [ 23 124],[14.18181818 69.81818182] ; [ 24.81818182 122.18181818],0
a8,1,0.513796,0.426329,[10 67] ; [ 14 125],[ 8.55555556 68.44444444] ; [ 15.44444444 123.55555556],0
p8,1,0.599602,0.275597,[26 55] ; [ 42 104],[24.26431718 56.73568282] ; [ 43.73568282 102.26431718],0
u1,1,0.614878,0.253132,[11 73] ; [ 16 131],[ 9.81818182 74.18181818] ; [ 17.18181818 129.81818182],0
b1,1,0.684454,0.165155,[32 52] ; [60 87],[33.45454545 50.54545455] ; [58.54545455 88.45454545],0
a6,1,0.690103,0.158974,[54 30] ; [90 56],[52.59130435 31.40869565] ; [91.40869565 54.59130435],0
