Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.598512,[ 5 37] ; [42 30],[17.31578947 24.68421053] ; [29.68421053 42.31578947],1
s2,1,0.000134,14.591117,[15 27] ; [52 20],[24.68421053 17.31578947] ; [42.31578947 29.68421053],1
s3,1,0.000155,14.3052,[17 25] ; [54 17],[26.38938053 15.61061947] ; [44.61061947 26.38938053],1
a3,1,0.000984,10.857143,[20 22] ; [56 16],[28. 14.] ; [48. 24.],1
p9,1,0.00929,6.766279,[29 12] ; [63  7],[33.98198198  7.01801802] ; [58.01801802 11.98198198],0
r2,1,0.016185,5.782617,[37  5] ; [70  1],[39.7699115  2.2300885] ; [67.2300885  3.7699115],0
s6,1,0.017073,5.688889,[31  9] ; [67  5],[35.  5.] ; [63.  9.],0
u2,1,0.01796,5.6,[ 7 14] ; [11  4],[10.5 10.5] ; [7.5 7.5],0
n4,1,0.020176,5.396639,[24 18] ; [56 16],[29.47368421 12.52631579] ; [50.52631579 21.47368421],0
a2,1,0.021106,5.317989,[ 4 38] ; [20 52],[ 8.84210526 33.15789474] ; [15.15789474 56.84210526],0
p10,1,0.02299,5.169231,[28 12] ; [63  9],[32.5  7.5] ; [58.5 13.5],0
b3,1,0.025214,5.009148,[ 4 19] ; [21 26],[ 8.21428571 14.78571429] ; [16.78571429 30.21428571],0
b2,1,0.025214,5.009148,[ 4 19] ; [21 26],[ 8.21428571 14.78571429] ; [16.78571429 30.21428571],0
n5,1,0.035617,4.415363,[24 18] ; [54 17],[28.99115044 13.00884956] ; [49.00884956 21.99115044],0
u3,1,0.036912,4.354469,[ 9 13] ; [12  4],[12.15789474  9.84210526] ; [8.84210526 7.15789474],0
s4,1,0.057849,3.597999,[ 8 33] ; [26 45],[12.44642857 28.55357143] ; [21.55357143 49.44642857],0
r4,1,0.10276,2.662173,[35  7] ; [67  5],[37.57894737  4.42105263] ; [64.42105263  7.57894737],0
d2,1,0.113404,2.506131,[17 24] ; [41 31],[21.04424779 19.95575221] ; [36.95575221 35.04424779],0
d5,1,0.113407,2.506088,[29 13] ; [59 13],[32.42105263  9.57894737] ; [55.57894737 16.42105263],0
r3,1,0.114643,2.48902,[36  5] ; [68  3],[38.07142857  2.92857143] ; [65.92857143  5.07142857],0
v3,1,0.117076,2.456009,[ 9 32] ; [25 44],[12.67272727 28.32727273] ; [21.32727273 47.67272727],0
p6,1,0.162056,1.954932,[12 30] ; [30 42],[15.47368421 26.52631579] ; [26.52631579 45.47368421],0
u1,1,0.170446,1.879014,[ 5 37] ; [16 56],[ 7.73684211 34.26315789] ; [13.26315789 58.73684211],0
n3,1,0.183912,1.765728,[4 3] ; [18  4],[5.31034483 1.68965517] ; [16.68965517  5.31034483],0
