Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,44.49897,[31 30] ; [81  2],[47.44444444 13.55555556] ; [64.55555556 18.44444444],1
d2,1,0.0,44.381152,[10 51] ; [59 22],[29.64084507 31.35915493] ; [39.35915493 41.64084507],1
d3,1,0.0,31.413786,[25 36] ; [71 12],[40.66666667 20.33333333] ; [55.33333333 27.66666667],1
a4,1,9.4e-05,15.25203,[14 47] ; [46 37],[25.41666667 35.58333333] ; [34.58333333 48.41666667],1
a5,1,0.000152,14.346296,[33 28] ; [69 14],[43.20833333 17.79166667] ; [58.79166667 24.20833333],1
a2,1,0.000179,14.039962,[ 4 57] ; [27 56],[13.13194444 47.86805556] ; [17.86805556 65.13194444],1
u1,1,0.000269,13.27784,[ 1 60] ; [19 64],[ 8.47222222 52.52777778] ; [11.52777778 71.47222222],1
p10,1,0.000957,10.908864,[37 22] ; [71 11],[45.19148936 13.80851064] ; [62.80851064 19.19148936],1
p9,1,0.001097,10.656931,[40 20] ; [73  9],[47.74647887 12.25352113] ; [65.25352113 16.74647887],0
p2,1,0.001516,10.059491,[41 20] ; [72  9],[48.54225352 12.45774648] ; [64.45774648 16.54225352],0
p11,1,0.002541,9.110804,[38 23] ; [70 13],[45.75 15.25] ; [62.25 20.75],0
v2,1,0.005796,7.612574,[39 21] ; [68 12],[45.85714286 14.14285714] ; [61.14285714 18.85714286],0
s8,1,0.007831,7.071809,[ 7 54] ; [25 58],[13.55555556 47.44444444] ; [18.44444444 64.55555556],0
a6,1,0.011597,6.371443,[35 26] ; [64 19],[41.9375 19.0625] ; [57.0625 25.9375],0
v4,1,0.01732,5.663682,[55  6] ; [82  1],[58.03472222  2.96527778] ; [78.96527778  4.03472222],0
a3,1,0.018469,5.551065,[35 26] ; [63 20],[41.51388889 19.48611111] ; [56.48611111 26.51388889],0
n6,1,0.02854,4.795148,[44 17] ; [72 11],[49.13888889 11.86111111] ; [66.86111111 16.13888889],0
p4,1,0.044558,4.035276,[26 33] ; [49 31],[31.83453237 27.16546763] ; [43.16546763 36.83453237],0
u2,1,0.045021,4.017857,[10 15] ; [14  6],[13.33333333 11.66666667] ; [10.66666667  9.33333333],0
n2,1,0.050138,3.83684,[12  1] ; [11  7],[9.64516129 3.35483871] ; [13.35483871  4.64516129],0
p8,1,0.057603,3.605097,[26 35] ; [47 33],[31.58156028 29.41843972] ; [41.41843972 38.58156028],0
a7,1,0.061469,3.497298,[40 20] ; [66 16],[44.78873239 15.21126761] ; [61.21126761 20.78873239],0
r3,1,0.069864,3.286202,[54  7] ; [79  3],[56.73426573  4.26573427] ; [76.26573427  5.73426573],0
u3,1,0.095499,2.77915,[10 15] ; [13  7],[12.77777778 12.22222222] ; [10.22222222  9.77777778],0
b1,1,0.102538,2.665615,[24 37] ; [22 61],[19.48611111 41.51388889] ; [26.51388889 56.48611111],0
p7,1,0.102997,2.658506,[30 30] ; [51 29],[34.71428571 25.28571429] ; [46.28571429 33.71428571],0
p6,1,0.103151,2.656141,[11 50] ; [24 56],[15.14184397 45.85815603] ; [19.85815603 60.14184397],0
n5,1,0.111402,2.534219,[39 21] ; [64 19],[43.21678322 16.78321678] ; [59.78321678 23.21678322],0
p12,1,0.138019,2.19991,[ 4 56] ; [12 70],[ 6.76056338 53.23943662] ; [ 9.23943662 72.76056338],0
p1,1,0.142345,2.152429,[ 8 53] ; [ 5 78],[ 5.50694444 55.49305556] ; [ 7.49305556 75.50694444],0
n4,1,0.191407,1.706757,[42 18] ; [66 17],[45.31468531 14.68531469] ; [62.68531469 20.31468531],0
s5,1,0.192919,1.695182,[10 49] ; [21 59],[13.15827338 45.84172662] ; [17.84172662 62.15827338],0
s3,1,0.292529,1.107947,[21 38] ; [36 45],[24.02142857 34.97857143] ; [32.97857143 48.02142857],0
r1,1,0.321393,0.983268,[45 16] ; [67 16],[47.44444444 13.55555556] ; [64.55555556 18.44444444],0
b3,1,0.354105,0.858692,[ 8 21] ; [20 33],[ 9.90243902 19.09756098] ; [18.09756098 34.90243902],0
b2,1,0.354105,0.858692,[ 8 21] ; [20 33],[ 9.90243902 19.09756098] ; [18.09756098 34.90243902],0
s4,1,0.387401,0.747085,[ 7 53] ; [ 6 75],[ 5.53191489 54.46808511] ; [ 7.46808511 73.53191489],0
s2,1,0.492452,0.471165,[17 43] ; [28 55],[18.88111888 41.11888112] ; [26.11888112 56.88111888],0
a8,1,0.560371,0.339062,[ 6 52] ; [10 63],[ 7.08396947 50.91603053] ; [ 8.91603053 64.08396947],0
r2,1,0.626515,0.236816,[59  2] ; [77  4],[58.42253521  2.57746479] ; [77.57746479  3.42253521],0
n3,1,0.675014,0.175793,[8 4] ; [14  5],[8.51612903 3.48387097] ; [13.48387097  5.51612903],0
r4,1,0.676388,0.17422,[53  8] ; [74  9],[53.79861111  7.20138889] ; [73.20138889  9.79861111],0
b5,1,0.695133,0.153585,[37 24] ; [53 30],[38.125 22.875] ; [51.875 31.125],0
p5,1,0.740001,0.110126,[ 7 54] ; [ 8 74],[ 6.3986014 54.6013986] ; [ 8.6013986 73.3986014],0
s1,1,0.746782,0.104255,[ 2 57] ; [ 2 79],[ 1.68571429 57.31428571] ; [ 2.31428571 78.68571429],0
v1,1,0.754833,0.097515,[34 25] ; [50 33],[34.90140845 24.09859155] ; [49.09859155 33.90140845],0
s6,1,0.840696,0.040402,[28 30] ; [41 41],[28.58571429 29.41428571] ; [40.41428571 41.58571429],0
a1,1,0.896066,0.017065,[ 4 57] ; [ 5 78],[ 3.8125 57.1875] ; [ 5.1875 77.8125],0
b4,1,0.905076,0.014221,[41 20] ; [55 28],[40.66666667 20.33333333] ; [55.33333333 27.66666667],0
p3,1,0.982746,0.000468,[27 34] ; [36 45],[27.06338028 33.93661972] ; [35.93661972 45.06338028],0
n1,1,1.0,0.0,[3 9] ; [ 4 12],[3. 9.] ; [ 4. 12.],0
