Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,39.009415,[122  43] ; [20 47],[100.99137931  64.00862069] ; [41.00862069 25.99137931],1
p6,1,6e-06,20.638901,[96 67] ; [17 49],[80.43231441 82.56768559] ; [32.56768559 33.43231441],1
d3,1,1.3e-05,19.039986,[131  34] ; [34 33],[117.34913793  47.65086207] ; [47.65086207 19.34913793],1
p8,1,1.4e-05,18.852027,[118  47] ; [26 38],[103.75545852  61.24454148] ; [40.24454148 23.75545852],1
p2,1,7.4e-05,15.712385,[154  11] ; [50 17],[145.0862069  19.9137931] ; [58.9137931  8.0862069],1
p7,1,0.000343,12.81912,[135  28] ; [38 25],[124.77433628  38.22566372] ; [48.22566372 14.77433628],1
p9,1,0.000378,12.638581,[157   7] ; [52 12],[150.33333333  13.66666667] ; [58.66666667  5.33333333],1
p5,1,0.000761,11.334475,[ 49 116] ; [ 6 61],[ 39.11637931 125.88362069] ; [15.88362069 51.11637931],1
d5,1,0.00108,10.684559,[146  18] ; [48 19],[137.73160173  26.26839827] ; [56.26839827 10.73160173],0
d1,1,0.00367,8.440522,[119  46] ; [35 32],[109.52586207  55.47413793] ; [44.47413793 22.52586207],0
v3,1,0.012425,6.249141,[85 78] ; [22 43],[76.49561404 86.50438596] ; [30.50438596 34.49561404],0
r3,1,0.015176,5.895888,[158   6] ; [58  8],[154.0173913   9.9826087] ; [61.9826087  4.0173913],0
p10,1,0.016645,5.733472,[152  12] ; [55 12],[146.96103896  17.03896104] ; [60.03896104  6.96103896],0
s7,1,0.020624,5.358251,[113  41] ; [38 28],[105.7  48.3] ; [45.3 20.7],0
r4,1,0.020781,5.345065,[160   5] ; [60  7],[156.46551724   8.53448276] ; [63.53448276  3.46551724],0
d4,1,0.031277,4.637668,[145  19] ; [51 15],[139.75652174  24.24347826] ; [56.24347826  9.75652174],0
n4,1,0.040928,4.178974,[155   9] ; [58  9],[151.22077922  12.77922078] ; [61.77922078  5.22077922],0
n6,1,0.072041,3.235884,[158   7] ; [60  7],[155.04310345   9.95689655] ; [62.95689655  4.04310345],0
s6,1,0.072552,3.22431,[147  16] ; [53 12],[142.98245614  20.01754386] ; [57.01754386  7.98245614],0
u2,1,0.09161,2.84585,[18 12] ; [ 5 10],[15.33333333 14.66666667] ; [7.66666667 7.33333333],0
s2,1,0.130419,2.287514,[123  40] ; [44 23],[118.35217391  44.64782609] ; [48.64782609 18.35217391],0
n1,1,0.140009,2.177858,[12 17] ; [12  7],[14.5 14.5] ; [9.5 9.5],0
a5,1,0.14532,2.120699,[139  26] ; [51 16],[135.12931034  29.87068966] ; [54.87068966 12.12931034],0
r1,1,0.154795,2.024352,[146  18] ; [55 12],[142.7012987  21.2987013] ; [58.2987013  8.7012987],0
b1,1,0.168226,1.898678,[ 65 100] ; [33 34],[69.69827586 95.30172414] ; [28.30172414 38.69827586],0
v4,1,0.179767,1.799548,[161   4] ; [63  4],[159.31034483   5.68965517] ; [64.68965517  2.31034483],0
a7,1,0.18402,1.764856,[115  50] ; [40 26],[110.71428571  54.28571429] ; [44.28571429 21.71428571],0
v2,1,0.189346,1.722699,[103  61] ; [33 29],[98.69026549 65.30973451] ; [37.30973451 24.69026549],0
s8,1,0.212514,1.554218,[104  60] ; [36 30],[99.82608696 64.17391304] ; [40.17391304 25.82608696],0
a1,1,0.213889,1.544904,[ 12 153] ; [ 2 65],[  9.95689655 155.04310345] ; [ 4.04310345 62.95689655],0
p11,1,0.230162,1.439859,[139  26] ; [52 15],[135.84051724  29.15948276] ; [55.15948276 11.84051724],0
a4,1,0.252727,1.308167,[90 75] ; [31 36],[86.05603448 78.94396552] ; [34.94396552 32.05603448],0
u1,1,0.253968,1.301341,[ 41 124] ; [12 55],[ 37.69396552 127.30603448] ; [15.30603448 51.69396552],0
a8,1,0.286301,1.136936,[ 20 135] ; [11 48],[ 22.45327103 132.54672897] ; [ 8.54672897 50.45327103],0
v1,1,0.291,1.114988,[109  55] ; [39 27],[105.53043478  58.46956522] ; [42.46956522 23.53043478],0
n2,1,0.344113,0.895049,[25  4] ; [18  1],[25.97916667  3.02083333] ; [17.02083333  1.97916667],0
s1,1,0.42678,0.631569,[  4 157] ; [ 3 64],[  4.94298246 156.05701754] ; [ 2.05701754 64.94298246],0
a2,1,0.508256,0.437656,[ 49 116] ; [17 50],[ 46.93965517 118.06034483] ; [19.06034483 47.93965517],0
b4,1,0.526573,0.401,[101  64] ; [38 29],[98.85775862 66.14224138] ; [40.14224138 26.85775862],0
p1,1,0.535957,0.383085,[ 20 145] ; [10 56],[ 21.42857143 143.57142857] ; [ 8.57142857 57.42857143],0
b5,1,0.551008,0.355515,[84 81] ; [37 30],[86.05603448 78.94396552] ; [34.94396552 32.05603448],0
s3,1,0.559052,0.341348,[116  46] ; [44 21],[114.18502203  47.81497797] ; [45.81497797 19.18502203],0
d2,1,0.589248,0.29152,[88 76] ; [38 28],[89.84347826 74.15652174] ; [36.15652174 29.84347826],0
n3,1,0.591431,0.288115,[19  9] ; [15  5],[19.83333333  8.16666667] ; [14.16666667  5.83333333],0
a6,1,0.597533,0.278733,[111  54] ; [42 24],[109.28571429  55.71428571] ; [43.71428571 22.28571429],0
p12,1,0.625327,0.238452,[ 21 144] ; [10 56],[ 22.14285714 142.85714286] ; [ 8.85714286 57.14285714],0
u4,1,0.657839,0.196159,[  4 161] ; [ 1 66],[  3.55603448 161.44396552] ; [ 1.44396552 65.55603448],0
a3,1,0.674285,0.176631,[134  31] ; [52 14],[132.85714286  32.14285714] ; [53.14285714 12.85714286],0
u3,1,0.766105,0.08849,[20 11] ; [9 6],[19.54347826 11.45652174] ; [9.45652174 5.54347826],0
b2,1,0.814736,0.054906,[41 58] ; [20 26],[41.64827586 57.35172414] ; [19.35172414 26.64827586],0
b3,1,0.814736,0.054906,[41 58] ; [20 26],[41.64827586 57.35172414] ; [19.35172414 26.64827586],0
r2,1,0.819971,0.051794,[159   6] ; [64  2],[159.28571429   5.71428571] ; [63.71428571  2.28571429],0
s4,1,0.852973,0.034346,[ 38 124] ; [16 49],[ 38.53744493 123.46255507] ; [15.46255507 49.53744493],0
